Machine,Media,Frequency,File Size,Record Size,Num Threads,Iteration,Test,Throughput,Runtime
m01,SSD,1400000,1572864,4,64,0,rewriters,316978.46,653
m01,SSD,1400000,1572864,1024,4,0,initial_writers,516877.47,49
m01,SSD,1400000,1572864,1024,4,0,rewriters,544273.31,49
m01,SSD,1400000,1572864,1024,16,0,initial_writers,348140.24,171
m01,SSD,1400000,1572864,1024,16,0,rewriters,346431.11,171
m01,SSD,1400000,1572864,1024,64,0,initial_writers,317059.54,640
m01,SSD,1400000,1572864,1024,64,0,rewriters,316931.49,640
m01,SSD,1400000,1572864,16384,4,0,initial_writers,513952.00,49
m01,SSD,1400000,1572864,16384,4,0,rewriters,563213.94,49
m01,SSD,1400000,1572864,16384,16,0,initial_writers,334315.44,172
m01,SSD,1400000,1572864,16384,16,0,rewriters,344267.26,172
m01,SSD,1400000,1572864,16384,64,0,initial_writers,314466.34,655
m01,SSD,1400000,1572864,16384,64,0,rewriters,311369.69,655
m01,SSD,3500000,3145728,4,4,0,initial_writers,387612.39,89
m01,SSD,3500000,3145728,4,4,0,rewriters,398714.41,89
m01,SSD,3500000,3145728,4,16,0,initial_writers,325786.73,333
m01,SSD,3500000,3145728,4,16,0,rewriters,328793.87,333
