Policy,Max Steps,Adaptive,Min Changes,Max Changes,Avg Changes,L2
Fixed Step,1000,0.01,1,1,1.0,0.01869429575659242
Fixed Step,1000,0.01,1,1,1.0,0.4983676786849713
Fixed Step,1000,0.01,1,21,3.4444444444444446,148.89935087322624
Fixed Step,1000,0.01,1,1,1.0,51.51276921534757
Fixed Step,1000,0.01,1,1,1.0,0.9835520926231305
