Machine,Store,Journal,Hyp,Hyp_Sched,VM_Sched,RCU,F_size,R_Size,Threads,Mode,Freq,Throughput
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1624888.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,896280.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,2131973.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,796647.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1564693.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1555485.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1549907.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1748907.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1669780.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1402129.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1880365.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,780860.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1667915.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1756058.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1656777.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1764761.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1519441.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1564978.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1682659.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1671852.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1740932.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,896280.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,781971.19
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1522673.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1565584.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1774330.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1768167.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1560111.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,2131973.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1766304.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1744467.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,788720.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1557106.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,791153.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1693231.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,838228.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1706815.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1593132.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1764761.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1522673.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1731370.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1558448.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,782354.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1568586.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1886663.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1827169.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1694317.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1569339.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,1,Fread,1200000,1551832.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1657976.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1665571.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1036699.19
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1487956.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1076132.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1421356.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1597057.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1420005.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1646653.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1794907.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,2224280.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,3246554.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1452480.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1591141.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,911377.06
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,3063266.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1258280.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1536255.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1551972.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,3389851.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,3468328.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1623276.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1658976.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1661142.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1796690.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1622510.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1810990.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1552568.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1672828.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1738333.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,2207205.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1675929.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1546802.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1604852.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1644998.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,2278017.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1645628.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1584208.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1584829.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1583149.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1952102.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1653428.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1588970.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1643149.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1882168.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,3235152.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1867539.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1549907.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1696953.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1522808.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1284312.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1029662.56
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1254238.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1619603.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1484998.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1535363.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1687659.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1488633.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1649618.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1546802.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1903122.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1816831.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1430797.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1767803.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1651283.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1691856.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1935934.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1572967.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1246322.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,494090.34
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1710256.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1602196.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1649935.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1759249.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1712173.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1057583.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1636263.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1570558.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1623161.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,2,Fread,1200000,1633346.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1593465.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1605790.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1597688.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1567370.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1271057.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1583733.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1668969.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1429428.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1565299.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1902490.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1268992.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1614012.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1585121.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1517897.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1661182.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1379249.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1658296.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1844827.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1498141.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1674908.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1837183.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1369655.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1838215.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,2080781.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1492188.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1681095.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1606578.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1893891.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1909998.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1739301.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1454140.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1062587.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,941184.69
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,946343.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1841959.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,2109978.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1686665.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1762137.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1883406.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1580092.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1883871.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1643149.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1636575.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1766440.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,871855.44
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1791398.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,2289214.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1765895.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1625734.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1946517.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,961840.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1344730.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1574480.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1692564.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1925681.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1947014.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1496543.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1443783.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,2021767.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1929086.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1883871.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1833506.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1880005.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1822082.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1427438.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,996110.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1319376.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1425957.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1688903.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1241212.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,2135882.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1785116.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,948970.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1577806.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1188798.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1879337.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1817600.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1593465.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1551972.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,3,Fread,1200000,1661182.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,963593.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,922572.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,967119.81
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1838407.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,891988.06
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,966847.69
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1957719.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2074186.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2324603.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,860684.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,982607.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,894915.31
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1884749.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2054958.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,871955.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1807988.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,955953.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1016623.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2016724.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2090593.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2013769.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,916799.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1704529.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,921743.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,936286.19
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1978745.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1209151.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,928380.56
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,946669.19
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1795095.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,924073.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,902401.19
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1903544.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,927165.56
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1884956.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,866971.69
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1835264.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1872016.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,819935.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,904801.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1815583.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2036023.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,946173.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,947818.19
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,973504.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,887403.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2071810.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1709490.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,966086.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,934147.94
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1920729.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,832985.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2096524.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,887873.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,861504.69
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1622356.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,973559.44
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2070499.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1815583.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1551972.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2092694.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1892535.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,889943.44
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1951825.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,950006.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1829358.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1260588.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1410706.62
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,974194.31
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,857345.19
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1749130.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2054958.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,943070.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1890400.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1786508.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,993935.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1903544.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,1801022.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2159169.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,4,Fread,1200000,2228777.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,629617.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,1355044.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,2319738.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,1101577.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,1812996.75
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,964906.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,867891.44
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,1032261.0
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,939768.88
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,942320.44
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,2417715.5
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,1774147.38
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,942527.25
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,1933211.12
new,HDD,yes,xen,CFQ,NOOP,128,32000,16384,5,Fread,1200000,1558908.0
