Test Name,N,Trial,Equispaced,PMQSI fit,PCHIP fit,PMQSI eval,PCHIP eval
large_tangent,8,0,True,0.00022292137145996094,0.00048804283142089844,8.893013000488281e-07,8.296966552734375e-07
large_tangent,8,0,False,0.0001430511474609375,0.0004222393035888672,6.699562072753906e-07,4.100799560546875e-07
large_tangent,8,1,True,0.00012874603271484375,0.0005147457122802734,1.437664031982422e-06,4.1961669921875e-07
large_tangent,8,1,False,0.0001399517059326172,0.0003230571746826172,6.508827209472656e-07,3.600120544433594e-07
large_tangent,8,2,True,0.00012111663818359375,0.0003151893615722656,6.198883056640625e-07,3.290176391601562e-07
large_tangent,8,2,False,0.00011801719665527344,0.0003020763397216797,6.175041198730468e-07,3.0994415283203126e-07
large_tangent,8,3,True,0.00011491775512695312,0.000308990478515625,6.198883056640625e-07,3.290176391601562e-07
large_tangent,8,3,False,0.00011801719665527344,0.00030684471130371094,6.079673767089843e-07,3.0994415283203126e-07
large_tangent,8,4,True,0.00011920928955078125,0.00030684471130371094,7.295608520507813e-07,3.0994415283203126e-07
large_tangent,8,4,False,0.00011801719665527344,0.00030303001403808594,6.079673767089843e-07,3.0994415283203126e-07
large_tangent,8,5,True,0.00011801719665527344,0.0003046989440917969,6.103515625e-07,3.218650817871094e-07
large_tangent,8,5,False,0.00011992454528808594,0.00037407875061035156,6.175041198730468e-07,9.393692016601562e-07
large_tangent,8,6,True,0.00020813941955566406,0.0005049705505371094,9.98973846435547e-07,6.890296936035157e-07
large_tangent,8,6,False,0.0001850128173828125,0.0004532337188720703,9.98973846435547e-07,6.413459777832031e-07
large_tangent,8,7,True,0.00014901161193847656,0.0005679130554199219,1.8000602722167968e-06,4.57763671875e-07
large_tangent,8,7,False,0.00015616416931152344,0.00037407875061035156,7.295608520507813e-07,3.8862228393554685e-07
large_tangent,8,8,True,0.00013589859008789062,0.0003752708435058594,6.985664367675782e-07,3.790855407714844e-07
large_tangent,8,8,False,0.00014400482177734375,0.00035500526428222656,7.176399230957031e-07,3.62396240234375e-07
large_tangent,8,9,True,0.00013303756713867188,0.0003390312194824219,7.081031799316407e-07,3.123283386230469e-07
large_tangent,8,9,False,0.00012302398681640625,0.00030112266540527344,6.079673767089843e-07,3.0755996704101563e-07
large_tangent,8,10,True,0.00011587142944335938,0.0002999305725097656,6.198883056640625e-07,3.0755996704101563e-07
large_tangent,8,10,False,0.00011801719665527344,0.00030493736267089844,6.079673767089843e-07,3.1948089599609377e-07
large_tangent,8,11,True,0.00011539459228515625,0.0003058910369873047,6.079673767089843e-07,3.0994415283203126e-07
large_tangent,8,11,False,0.0001201629638671875,0.00030303001403808594,6.175041198730468e-07,3.0040740966796875e-07
large_tangent,8,12,True,0.00011420249938964844,0.0003063678741455078,6.103515625e-07,1.6927719116210937e-06
large_tangent,8,12,False,0.00030493736267089844,0.0006849765777587891,1.1610984802246094e-06,6.890296936035157e-07
large_tangent,8,13,True,0.0002338886260986328,0.0005939006805419922,1.0609626770019532e-06,6.29425048828125e-07
large_tangent,8,13,False,0.00022101402282714844,0.00043272972106933594,1.6164779663085938e-06,4.673004150390625e-07
large_tangent,8,14,True,0.0001609325408935547,0.00032806396484375,6.890296936035157e-07,3.790855407714844e-07
large_tangent,8,14,False,0.0001270771026611328,0.0003180503845214844,6.29425048828125e-07,3.6716461181640626e-07
