Num nodes,Num trials,Quadratic Fill L2,Quadratic Fill Percentile 000,Quadratic Fill Percentile 025,Quadratic Fill Percentile 050,Quadratic Fill Percentile 075,Quadratic Fill Percentile 100,Quadratic Regres L2,Quadratic Regres Percentile 000,Quadratic Regres Percentile 025,Quadratic Regres Percentile 050,Quadratic Regres Percentile 075,Quadratic Regres Percentile 100,Quintic Interp L2,Quintic Interp Percentile 000,Quintic Interp Percentile 025,Quintic Interp Percentile 050,Quintic Interp Percentile 075,Quintic Interp Percentile 100
4,0,0.14558763414186685,0.12558531046383625,0.12566529342636631,0.12813971319732909,0.1449696690744913,0.20724287813818676,0.14603222150623882,0.12558531046383625,0.14280588219250662,0.145684335143267,0.15135524938455522,0.20724287813818676,0.14558763414186685,0.12558531046383625,0.12566529342636631,0.12813971319732909,0.1449696690744913,0.20724287813818676
4,1,0.16263595235059605,0.2784872826479753,0.3702541395760374,0.4822964613079286,0.5671649595534749,0.5908628174163508,0.16343734523734452,0.2784872826479753,0.3315795363257654,0.4496636157874259,0.5592231220177449,0.5908628174163508,0.164021272238123,0.2784872826479753,0.37298126406965737,0.48443567307927965,0.5676571861195028,0.5908628174163508
4,2,0.07606088758742842,0.15686773847496327,0.17571668738034982,0.20361937999259827,0.23981058767011815,0.28352508177131874,0.07864888068264643,0.15686773847496327,0.19596797452211645,0.21904430330947294,0.24194513087805436,0.28352508177131874,0.07630222132568402,0.15686773847496327,0.18453245765333615,0.21287369250307853,0.24487628616285217,0.28352508177131874
4,3,0.4201098057684772,0.38797125755564876,0.468353538031873,0.5426594020886588,0.610724298468231,0.6723836759128137,0.40240204253158207,0.38797125755564876,0.4419176288424232,0.5280085798153505,0.6156759326783263,0.6723836759128137,0.4111061436359541,0.38797125755564876,0.47206162935617035,0.5471556365902323,0.6137605588962937,0.6723836759128137
4,4,0.12975539066677366,0.22505450483983191,0.25914139373807077,0.29293117714571026,0.32764177449504595,0.3615647630625781,0.13631927652098505,0.22505450483983191,0.2594062898301201,0.2933573209721655,0.3272642572920118,0.3615647630625781,0.12933854309079446,0.22505450483983191,0.2921171128051352,0.3327066650279049,0.3536441763312632,0.3615647630625781
4,5,0.06962718418222054,0.2834878624322098,0.33088294630962606,0.37424061025976574,0.4166948392452375,0.45768639932297794,0.06947847562728,0.2834878624322098,0.31466231569371966,0.36715961097159594,0.42219312337637527,0.45768639932297794,0.06827093851292221,0.2834878624322098,0.3355233437127698,0.38102377947937,0.4216891191602953,0.45768639932297794
4,6,0.05739580614672763,0.08722936878080467,0.1686652144317425,0.2694108050781294,0.3445866748489631,0.3621762123878334,0.05736490850582408,0.08722936878080467,0.13427446782047622,0.24040881407871867,0.3375285640146841,0.3621762123878334,0.057862642369588296,0.08722936878080467,0.16829193500886983,0.26565985961987393,0.33967414569916754,0.3621762123878334
4,7,0.02046515629900243,0.3398486639568179,0.3484952090358383,0.35700322349024693,0.36537182322596873,0.3736001241489283,0.01950773609465734,0.3398486639568179,0.3466005621476787,0.3563488776900303,0.36632099504178856,0.3736001241489283,0.02039065751691929,0.3398486639568179,0.34852423921258957,0.357040330275951,0.3653984532277734,0.3736001241489283
4,8,0.1602484740043277,0.23058420435507399,0.3730854903341767,0.49085620381608586,0.5858299657327913,0.6504768582137396,0.15692301415412038,0.23058420435507399,0.31326091623226227,0.3929578674176286,0.5169813830028089,0.6504768582137396,0.16463593363725498,0.23058420435507399,0.43444280569989185,0.5568272017108236,0.6210632625085468,0.6504768582137396
4,9,0.008364032720964394,0.07256213782223342,0.07258911520294604,0.07342370999779374,0.07910027051409241,0.10010434458144468,0.008782110867229962,0.07256213782223342,0.08126831748464984,0.08322061179520429,0.085927246180099,0.10010434458144468,0.008385213224638042,0.07256213782223342,0.07258911520294604,0.07342370999779374,0.07910027051409241,0.10010434458144468
