Num nodes,Num trials,Quadratic Fill L2,Quadratic Fill Percentile 000,Quadratic Fill Percentile 025,Quadratic Fill Percentile 050,Quadratic Fill Percentile 075,Quadratic Fill Percentile 100,Quadratic Regres L2,Quadratic Regres Percentile 000,Quadratic Regres Percentile 025,Quadratic Regres Percentile 050,Quadratic Regres Percentile 075,Quadratic Regres Percentile 100,Quintic Interp L2,Quintic Interp Percentile 000,Quintic Interp Percentile 025,Quintic Interp Percentile 050,Quintic Interp Percentile 075,Quintic Interp Percentile 100
4,0,0.028167460959956522,0.0923385947687978,0.09916883730967345,0.11054474569993522,0.1264219026367071,0.14675589081711304,0.02953367012787677,0.0923385947687978,0.10909956182683746,0.11885382974893002,0.12860964900393973,0.14675589081711304,0.028146251192469933,0.0923385947687978,0.09950092114814119,0.11086647758582353,0.12657241662707183,0.14675589081711304
4,1,0.12602505825938468,0.027387593197926163,0.07429557604936193,0.1194598727925016,0.16285419387175137,0.20445224973151743,0.11723917888296335,0.027387593197926163,0.06204736822297036,0.11411875159980465,0.16731330921590176,0.20445224973151743,0.11700898878403022,0.027387593197926163,0.07514917347212074,0.12053443704899229,0.16361244283372858,0.20445224973151743
4,2,0.25741395409016965,0.31342417815924284,0.426215138115521,0.5399994730603562,0.6344523706596052,0.6923226156693141,0.2574922675453277,0.31342417815924284,0.37969698676475866,0.5010996514226473,0.6249438312749258,0.6923226156693141,0.25058205509503073,0.31342417815924284,0.4374126086566754,0.5581741345538439,0.6488415670641052,0.6923226156693141
4,3,0.06754768311811545,0.0983468338330501,0.1181838186952165,0.14070492040254473,0.15956063804064777,0.1698304195645689,0.06663984833093123,0.0983468338330501,0.1129307674275803,0.13737361450888225,0.15999748316977103,0.1698304195645689,0.055057335939625016,0.0983468338330501,0.12972946945521704,0.15338547813378026,0.1666530298331773,0.1698304195645689
4,4,0.2984233089637727,0.018288277344191806,0.24412752298170715,0.42735034523777504,0.5764780077202428,0.6865009276815837,0.2953852503315142,0.018288277344191806,0.17086758098077484,0.4227177115574354,0.6344105962549066,0.6865009276815837,0.2901341424359946,0.018288277344191806,0.2790184694787591,0.47038218318956976,0.6027521065620395,0.6865009276815837
4,5,0.12157400646645847,0.10322600657764203,0.10341249030530056,0.10918170674946065,0.14842147493286567,0.2936141483736795,0.11715335847846953,0.10322600657764203,0.15084910027697526,0.15769338083937776,0.17737792586419537,0.2936141483736795,0.1267418723767895,0.10322600657764203,0.10341249030530056,0.10918170674946065,0.14842147493286567,0.2936141483736795
4,6,0.06660378999671045,0.053362545117080384,0.10203962090585791,0.14490815932638643,0.18157028336300657,0.21162811600005904,0.07014677632702279,0.053362545117080384,0.08503077135699168,0.13176063529479196,0.17930779587697718,0.21162811600005904,0.052858404492954314,0.053362545117080384,0.10599769292813849,0.14934445916673153,0.18426666110124365,0.21162811600005904
4,7,0.06722096833041077,0.10233442882782584,0.18097884374417592,0.2597386110764489,0.36541669559501216,0.4140559878195683,0.06939150035649046,0.10233442882782584,0.13461928868141135,0.258195208323697,0.3817711279659828,0.4140559878195683,0.08717580749240368,0.10233442882782584,0.31540512102306195,0.3945614632759178,0.41283611903753087,0.4140559878195683
4,8,0.1511953068014419,0.13747470414623753,0.13791457489843745,0.15152278409052117,0.24408006275340974,0.5865550405019929,0.1585117987082074,0.13747470414623753,0.20673280935553212,0.21714634027557755,0.27655306727598256,0.5865550405019929,0.1511953068014419,0.13747470414623753,0.13791457489843745,0.15152278409052117,0.24408006275340974,0.5865550405019929
4,9,0.42613995431111634,0.34776585974550656,0.46267762322304395,0.6006489696028816,0.7023297296532864,0.7259979853504515,0.4287833590415173,0.34776585974550656,0.41324665388289233,0.5568324463361316,0.6890770998611029,0.7259979853504515,0.38860729444466796,0.34776585974550656,0.4645870642840126,0.6007116135437544,0.700661588932618,0.7259979853504515
