Num nodes,Trial Number,Seed,Method,L2,Percentile 000,Percentile 025,Percentile 050,Percentile 075,Percentile 100
4,0,0,Quadratic Fill,0.08758587049555727,0.4236547993389047,0.591380497227963,0.7300519570147692,0.8276859635484339,0.8917730007820798
4,0,0,Quadratic Regres,0.08434377252999371,0.4236547993389047,0.5933822849025463,0.7178741263867725,0.7969228103557917,0.8917730007820798
4,0,0,Quintic Interp,0.08994316638228116,0.4236547993389047,0.5858686574524383,0.7435091666199893,0.8479717146662452,0.8917730007820798
4,1,0,Quadratic Fill,0.12739628302744385,0.07103605819788694,0.08695787004222441,0.317816771654544,0.6219641348509857,0.925596638292661
4,1,0,Quadratic Regres,0.13196382859883296,0.07103605819788694,0.08699837724125883,0.3559225017030957,0.6183507818870478,0.925596638292661
4,1,0,Quintic Interp,0.12858133834127447,0.07103605819788694,0.0869578507715506,0.30172502091399855,0.6287836070836322,0.925596638292661
4,2,0,Quadratic Fill,0.36399623278854926,0.46147936225293185,0.5045355911849284,0.6539206227672658,0.7692145477175303,0.978618342232764
4,2,0,Quadratic Regres,0.3662890076128853,0.46147936225293185,0.5055322806256378,0.6568911137901987,0.7705294027632136,0.978618342232764
4,2,0,Quintic Interp,0.45685455512403045,0.46147936225293185,0.6949059738313665,0.7686236442925107,0.7803235764159265,0.978618342232764
4,3,0,Quadratic Fill,0.24309481099460103,0.26455561210462697,0.47603132888022637,0.5045271806930485,0.5744744849114374,0.7742336894342167
4,3,0,Quadratic Regres,0.25307093203101566,0.26455561210462697,0.5050329113898901,0.5091092172138434,0.5785647358408239,0.7742336894342167
4,3,0,Quintic Interp,0.22607805731817504,0.26455561210462697,0.5044671806054983,0.5216022981389112,0.5227352792283017,0.7742336894342167
4,4,0,Quadratic Fill,0.2412672406424028,0.6120957227224214,0.6131767098351548,0.6160430880216445,0.6170453555497116,0.9437480785146242
4,4,0,Quadratic Regres,0.24276466745543923,0.6120957227224214,0.6131767098351548,0.6160430880216445,0.6170079514594428,0.9437480785146242
4,4,0,Quintic Interp,0.2416478326887278,0.6120957227224214,0.6160282605895488,0.6168859887336207,0.6169353562652616,0.9437480785146242
4,5,0,Quadratic Fill,0.14095734943219554,0.1289262976548533,0.13242252148230121,0.28042048783946566,0.6700956715202663,0.6706378696181594
4,5,0,Quadratic Regres,0.14180849248225932,0.1289262976548533,0.15058418474644172,0.28588380535977476,0.6679202162506881,0.6706378696181594
4,5,0,Quintic Interp,0.14095734943219554,0.1289262976548533,0.13242252148230121,0.28042048783946566,0.6700956715202663,0.6706378696181594
4,6,0,Quadratic Fill,0.048023694917684,0.10204481074802807,0.1709354093452281,0.22080458497781644,0.5261047554903885,0.9883738380592262
4,6,0,Quadratic Regres,0.051439607286585906,0.10204481074802807,0.1643099667618152,0.2090936168011046,0.5268206912655169,0.9883738380592262
4,6,0,Quintic Interp,0.03982229014038549,0.10204481074802807,0.168530864281547,0.21504972968847266,0.42664839245297537,0.9883738380592262
4,7,0,Quadratic Fill,0.03147244900161232,0.11037514116430513,0.14618628843395226,0.15886364417098875,0.27808476545048255,0.6563295894652734
4,7,0,Quadratic Regres,0.03672072521389904,0.11037514116430513,0.14618628843395226,0.15886364417098875,0.3204020714990531,0.6563295894652734
4,7,0,Quintic Interp,0.025000530115958555,0.11037514116430513,0.15689331447296717,0.15896854771358954,0.21739687362428606,0.6563295894652734
4,8,0,Quadratic Fill,0.4993828316463146,0.09609840789396307,0.6867114226215606,0.9196065737595314,0.9729018985257458,0.9764594650133958
4,8,0,Quadratic Regres,0.47160216531027094,0.09609840789396307,0.6651186435550221,0.9069210426026576,0.925490080255662,0.9764594650133958
4,8,0,Quintic Interp,0.49500589344133444,0.09609840789396307,0.6793261867063816,0.9168504809744225,0.9673512899078663,0.9764594650133958
4,9,0,Quadratic Fill,0.034225745909104294,0.11872771895424405,0.11874571734719884,0.11930253067298849,0.2834675751811452,0.29614019752214493
4,9,0,Quadratic Regres,0.033791955143891196,0.11872771895424405,0.11923098611081855,0.12014015297142398,0.28372207689548923,0.29614019752214493
4,9,0,Quintic Interp,0.034225745909104294,0.11872771895424405,0.11874571734719884,0.11930253067298849,0.2834675751811452,0.29614019752214493
4,10,0,Quadratic Fill,0.11213515877677134,0.09394051075844168,0.22986926682776113,0.43981425549551745,0.5621875766152631,0.5666014542065752
4,10,0,Quadratic Regres,0.10817413754753721,0.09394051075844168,0.18032956244058482,0.4423169106408421,0.5522479063841733,0.5666014542065752
4,10,0,Quintic Interp,0.10955359511389455,0.09394051075844168,0.14199846630314372,0.4673863430166483,0.5621875766152631,0.5666014542065752
4,11,0,Quadratic Fill,0.07753695174290202,0.13179786240439217,0.16735228809046798,0.22224283194880184,0.44566724713339817,0.7163272041185655
4,11,0,Quadratic Regres,0.08155567940484677,0.13179786240439217,0.15463617726363438,0.23537113356346956,0.46034803740489716,0.7163272041185655
4,11,0,Quintic Interp,0.07815701366098093,0.13179786240439217,0.13705060184607387,0.23593313023495144,0.45314039729127387,0.7163272041185655
4,12,0,Quadratic Fill,0.4623132455625111,0.27000797319216485,0.7048538346698194,0.7192484882508305,0.751351744086424,0.9621885451174382
4,12,0,Quadratic Regres,0.4636151121266214,0.27000797319216485,0.7047649139673111,0.7192294747333752,0.7515368809822973,0.9621885451174382
4,12,0,Quintic Interp,0.44683442306783633,0.27000797319216485,0.724074176460633,0.7347300675037005,0.7352131725221099,0.9621885451174382
4,13,0,Quadratic Fill,0.038426642408590714,0.2230816326406183,0.22337693631476413,0.23251269756478887,0.29465027848234715,0.952749011516985
