64,32,1200000,5.59107985645e+14
64,32,3001000,2.42971582752e+15
1024,32,1200000,2.7985127967e+15
1024,32,3001000,6.50053622836e+15
1024,512,1200000,3.3818386638e+13
1024,512,3001000,3.68527794807e+14
64,32,1400000,7.06458265127e+14
64,32,2000000,1.16043179423e+15
256,32,1600000,3.38707419968e+15
256,32,1900000,4.24273473521e+15
256,32,2700000,6.17391850463e+15
256,32,2900000,6.77090351205e+15
256,32,3001000,8.49543848364e+15
1024,32,2300000,4.56179245268e+15
1024,32,2700000,5.15667316024e+15
1024,128,1600000,1.68148745229e+15
1024,128,1800000,2.13468837807e+15
1024,128,2700000,2.75169955424e+15
1024,512,1900000,1.24383024311e+14
