Test Name,N,Trial,Equispaced,MQSI fit,PCHIP fit,MQSI eval,PCHIP eval
large_tangent,8,9,False,9.489059448242188e-05,0.0003006458282470703,6.699562072753906e-07,3.1948089599609377e-07
large_tangent,8,10,True,8.797645568847656e-05,0.0002989768981933594,6.4849853515625e-07,3.218650817871094e-07
large_tangent,8,10,False,8.487701416015625e-05,0.0002982616424560547,7.009506225585937e-07,3.218650817871094e-07
large_tangent,8,11,True,8.606910705566406e-05,0.0003139972686767578,6.580352783203124e-07,3.0994415283203126e-07
large_tangent,8,11,False,7.915496826171875e-05,0.0004239082336425781,6.175041198730468e-07,3.0040740966796875e-07
large_tangent,8,12,True,7.915496826171875e-05,0.0002779960632324219,6.508827209472656e-07,2.980232238769531e-07
large_tangent,8,12,False,7.987022399902344e-05,0.0005700588226318359,6.103515625e-07,6.008148193359375e-07
large_tangent,8,13,True,0.00013589859008789062,0.0004439353942871094,1.0013580322265625e-06,4.76837158203125e-07
large_tangent,8,13,False,0.0002448558807373047,0.0006010532379150391,1.2326240539550781e-06,4.982948303222656e-07
large_tangent,8,14,True,0.00010585784912109375,0.0003829002380371094,8.082389831542969e-07,4.4107437133789065e-07
large_tangent,8,14,False,9.822845458984375e-05,0.0003561973571777344,7.700920104980469e-07,3.790855407714844e-07
large_tangent,8,15,True,0.00010180473327636719,0.00035309791564941406,7.796287536621094e-07,3.790855407714844e-07
large_tangent,8,15,False,9.799003601074219e-05,0.00033473968505859375,7.700920104980469e-07,3.290176391601562e-07
large_tangent,8,16,True,8.797645568847656e-05,0.00030422210693359375,6.818771362304687e-07,3.4093856811523436e-07
large_tangent,8,16,False,8.606910705566406e-05,0.0003192424774169922,6.604194641113281e-07,3.528594970703125e-07
large_tangent,8,17,True,8.702278137207031e-05,0.0003037452697753906,6.604194641113281e-07,3.290176391601562e-07
large_tangent,8,17,False,8.606910705566406e-05,0.0003039836883544922,6.604194641113281e-07,3.4093856811523436e-07
large_tangent,8,18,True,8.678436279296875e-05,0.0003020763397216797,6.818771362304687e-07,3.4809112548828124e-07
large_tangent,8,18,False,8.797645568847656e-05,0.00030422210693359375,6.604194641113281e-07,8.130073547363282e-07
large_tangent,8,19,True,0.00016117095947265625,0.0005898475646972656,1.2183189392089845e-06,6.413459777832031e-07
large_tangent,8,19,False,0.00010085105895996094,0.0003459453582763672,7.200241088867188e-07,4.100799560546875e-07
large_tangent,8,20,True,8.702278137207031e-05,0.0003046989440917969,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,20,False,8.702278137207031e-05,0.0003001689910888672,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,21,True,8.487701416015625e-05,0.00028014183044433594,6.29425048828125e-07,3.0040740966796875e-07
large_tangent,8,21,False,8.0108642578125e-05,0.0004730224609375,6.29425048828125e-07,6.914138793945312e-07
large_tangent,8,22,True,0.0006091594696044922,0.0008559226989746094,9.584426879882811e-07,1.5997886657714844e-06
large_tangent,8,22,False,0.00011396408081054688,0.0004191398620605469,9.083747863769531e-07,3.1948089599609377e-07
large_tangent,8,23,True,8.296966552734375e-05,0.00028204917907714844,6.198883056640625e-07,3.027915954589844e-07
large_tangent,8,23,False,8.20159912109375e-05,0.0002799034118652344,6.198883056640625e-07,3.0994415283203126e-07
large_tangent,8,24,True,0.0001506805419921875,0.0002827644348144531,6.127357482910156e-07,3.0040740966796875e-07
large_tangent,8,24,False,8.0108642578125e-05,0.0002808570861816406,6.198883056640625e-07,9.79900360107422e-07
large_tangent,8,25,True,0.00013589859008789062,0.0004911422729492188,1.010894775390625e-06,5.507469177246094e-07
large_tangent,8,25,False,0.0001289844512939453,0.0003578662872314453,9.60826873779297e-07,3.8862228393554685e-07
large_tangent,8,26,True,9.894371032714844e-05,0.0006189346313476562,1.3685226440429688e-06,7.033348083496094e-07
large_tangent,8,26,False,0.0001068115234375,0.0003821849822998047,8.296966552734375e-07,4.1961669921875e-07
large_tangent,8,27,True,9.703636169433594e-05,0.0003490447998046875,7.796287536621094e-07,3.600120544433594e-07
large_tangent,8,27,False,9.775161743164062e-05,0.00034689903259277344,7.700920104980469e-07,3.600120544433594e-07
large_tangent,8,28,True,8.606910705566406e-05,0.0003561973571777344,6.604194641113281e-07,3.3855438232421873e-07
large_tangent,8,28,False,8.797645568847656e-05,0.00030303001403808594,6.67572021484375e-07,3.1948089599609377e-07
large_tangent,8,29,True,8.511543273925781e-05,0.00029969215393066406,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,29,False,0.00011420249938964844,0.0008928775787353516,1.1682510375976563e-06,1.0204315185546876e-06
large_tangent,8,30,True,0.00020885467529296875,0.0008387565612792969,8.797645568847656e-07,5.006790161132813e-07
large_tangent,8,30,False,8.392333984375e-05,0.00029587745666503906,6.389617919921875e-07,3.1948089599609377e-07
large_tangent,8,31,True,0.00013709068298339844,0.00048732757568359375,1.0085105895996095e-06,5.698204040527344e-07
large_tangent,8,31,False,0.0001239776611328125,0.0004458427429199219,1.0895729064941407e-06,7.510185241699219e-07
large_tangent,8,32,True,0.00019311904907226562,0.0004010200500488281,1.3709068298339844e-06,4.506111145019531e-07
large_tangent,8,32,False,0.00010204315185546875,0.00035500526428222656,7.700920104980469e-07,3.600120544433594e-07
large_tangent,8,33,True,0.0001010894775390625,0.0003490447998046875,7.700920104980469e-07,3.719329833984375e-07
large_tangent,8,33,False,0.00010013580322265625,0.00034618377685546875,7.510185241699219e-07,3.719329833984375e-07
large_tangent,8,34,True,9.894371032714844e-05,0.0003521442413330078,7.605552673339844e-07,3.1948089599609377e-07
large_tangent,8,34,False,8.511543273925781e-05,0.00030112266540527344,6.4849853515625e-07,3.0994415283203126e-07
large_tangent,8,35,True,8.606910705566406e-05,0.00036406517028808594,6.604194641113281e-07,9.012222290039062e-07
large_tangent,8,35,False,0.0001461505889892578,0.0007500648498535156,1.049041748046875e-06,7.295608520507813e-07
large_tangent,8,36,True,0.00011301040649414062,0.0006487369537353516,1.25885009765625e-06,3.1948089599609377e-07
large_tangent,8,36,False,8.20159912109375e-05,0.00029397010803222656,6.413459777832031e-07,3.0994415283203126e-07
large_tangent,8,37,True,8.0108642578125e-05,0.0004918575286865234,1.0991096496582032e-06,5.698204040527344e-07
large_tangent,8,37,False,0.0001327991485595703,0.0004432201385498047,9.584426879882811e-07,4.816055297851563e-07
large_tangent,8,38,True,0.00011801719665527344,0.0004448890686035156,8.511543273925781e-07,4.458427429199219e-07
large_tangent,8,38,False,0.00010418891906738281,0.0003619194030761719,8.082389831542969e-07,3.790855407714844e-07
large_tangent,8,39,True,0.00010013580322265625,0.0003490447998046875,7.605552673339844e-07,3.814697265625e-07
large_tangent,8,39,False,0.00010013580322265625,0.0003578662872314453,7.581710815429688e-07,3.790855407714844e-07
large_tangent,8,40,True,0.00010204315185546875,0.0003409385681152344,7.510185241699219e-07,3.0994415283203126e-07
large_tangent,8,40,False,8.392333984375e-05,0.0002989768981933594,6.699562072753906e-07,3.0994415283203126e-07
large_tangent,8,41,True,8.606910705566406e-05,0.0003006458282470703,6.580352783203124e-07,3.1948089599609377e-07
large_tangent,8,41,False,8.511543273925781e-05,0.0002989768981933594,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,42,True,8.606910705566406e-05,0.0003762245178222656,6.508827209472656e-07,4.911422729492188e-07
large_tangent,8,42,False,0.0001819133758544922,0.00144195556640625,1.461505889892578e-06,7.295608520507813e-07
large_tangent,8,43,True,0.00010204315185546875,0.0005676746368408203,1.02996826171875e-06,5.817413330078125e-07
large_tangent,8,43,False,0.00013113021850585938,0.0004367828369140625,1.0085105895996095e-06,4.696846008300781e-07
large_tangent,8,44,True,0.00014090538024902344,0.0004818439483642578,1.3113021850585938e-06,4.887580871582031e-07
large_tangent,8,44,False,0.000102996826171875,0.0003540515899658203,7.987022399902344e-07,3.8862228393554685e-07
large_tangent,8,45,True,0.00010013580322265625,0.00034999847412109375,7.605552673339844e-07,3.814697265625e-07
large_tangent,8,45,False,9.989738464355469e-05,0.0003490447998046875,7.510185241699219e-07,3.719329833984375e-07
large_tangent,8,46,True,9.822845458984375e-05,0.0003459453582763672,7.605552673339844e-07,3.600120544433594e-07
large_tangent,8,46,False,9.870529174804688e-05,0.0003020763397216797,6.4849853515625e-07,3.0994415283203126e-07
large_tangent,8,47,True,8.392333984375e-05,0.0002989768981933594,6.508827209472656e-07,3.1948089599609377e-07
large_tangent,8,47,False,8.487701416015625e-05,0.0002989768981933594,6.4849853515625e-07,3.0994415283203126e-07
large_tangent,8,48,True,8.511543273925781e-05,0.0002989768981933594,6.580352783203124e-07,3.0994415283203126e-07
large_tangent,8,48,False,7.891654968261719e-05,0.0002810955047607422,6.175041198730468e-07,2.884864807128906e-07
large_tangent,8,49,True,7.891654968261719e-05,0.00055694580078125,6.103515625e-07,5.91278076171875e-07
large_tangent,8,49,False,0.00013208389282226562,0.0004360675811767578,1.0395050048828126e-06,4.601478576660156e-07
large_tangent,8,50,True,0.00012373924255371094,0.0004220008850097656,1.5616416931152343e-06,4.57763671875e-07
large_tangent,8,50,False,0.00010514259338378906,0.00035190582275390625,7.700920104980469e-07,3.814697265625e-07
large_tangent,8,51,True,9.799003601074219e-05,0.0003452301025390625,7.605552673339844e-07,3.6716461181640626e-07
large_tangent,8,51,False,9.703636169433594e-05,0.00034308433532714844,7.772445678710937e-07,3.790855407714844e-07
large_tangent,8,52,True,0.00010013580322265625,0.00034618377685546875,7.605552673339844e-07,3.6716461181640626e-07
large_tangent,8,52,False,9.870529174804688e-05,0.000362396240234375,9.012222290039062e-07,3.290176391601562e-07
large_tangent,8,53,True,8.797645568847656e-05,0.0002980232238769531,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,53,False,8.869171142578125e-05,0.0002970695495605469,6.508827209472656e-07,3.1948089599609377e-07
large_tangent,8,54,True,8.535385131835938e-05,0.0002970695495605469,6.4849853515625e-07,3.1948089599609377e-07
large_tangent,8,54,False,8.20159912109375e-05,0.0003159046173095703,6.198883056640625e-07,3.0040740966796875e-07
large_tangent,8,55,True,7.915496826171875e-05,0.00028228759765625,6.198883056640625e-07,8.320808410644532e-07
large_tangent,8,55,False,0.00013113021850585938,0.0004761219024658203,1.0204315185546876e-06,4.601478576660156e-07
large_tangent,8,56,True,0.0001239776611328125,0.0006289482116699219,9.79900360107422e-07,5.578994750976562e-07
large_tangent,8,56,False,0.00011491775512695312,0.0003750324249267578,8.106231689453125e-07,3.790855407714844e-07
large_tangent,8,57,True,9.989738464355469e-05,0.0003478527069091797,7.605552673339844e-07,3.719329833984375e-07
large_tangent,8,57,False,9.822845458984375e-05,0.0003540515899658203,7.677078247070313e-07,3.814697265625e-07
large_tangent,8,58,True,9.703636169433594e-05,0.00034999847412109375,7.677078247070313e-07,3.6716461181640626e-07
large_tangent,8,58,False,0.0001010894775390625,0.00034689903259277344,7.605552673339844e-07,3.1948089599609377e-07
large_tangent,8,59,True,8.678436279296875e-05,0.0002989768981933594,6.604194641113281e-07,3.3140182495117185e-07
large_tangent,8,59,False,8.606910705566406e-05,0.0003027915954589844,6.508827209472656e-07,3.1948089599609377e-07
large_tangent,8,60,True,8.511543273925781e-05,0.0002970695495605469,6.508827209472656e-07,3.0994415283203126e-07
large_tangent,8,60,False,8.606910705566406e-05,0.0002789497375488281,8.20159912109375e-07,3.027915954589844e-07
large_tangent,8,61,True,8.0108642578125e-05,0.0002810955047607422,6.29425048828125e-07,3.027915954589844e-07
large_tangent,8,61,False,0.00014162063598632812,0.0004837512969970703,1.0395050048828126e-06,5.698204040527344e-07
large_tangent,8,62,True,0.00012087821960449219,0.0004367828369140625,9.393692016601562e-07,5.292892456054688e-07
large_tangent,8,62,False,0.00017786026000976562,0.00039315223693847656,9.79900360107422e-07,4.3153762817382814e-07
large_tangent,8,63,True,0.00010204315185546875,0.0003497600555419922,7.724761962890626e-07,3.719329833984375e-07
large_tangent,8,63,False,9.703636169433594e-05,0.0003478527069091797,7.605552673339844e-07,3.62396240234375e-07
large_tangent,8,64,True,9.870529174804688e-05,0.000347137451171875,7.605552673339844e-07,3.719329833984375e-07
large_tangent,8,64,False,9.775161743164062e-05,0.0003457069396972656,7.510185241699219e-07,4.506111145019531e-07
large_tangent,8,65,True,8.392333984375e-05,0.0002989768981933594,6.699562072753906e-07,3.1948089599609377e-07
large_tangent,8,65,False,8.606910705566406e-05,0.00029587745666503906,6.699562072753906e-07,3.1948089599609377e-07
large_tangent,8,66,True,8.392333984375e-05,0.0002989768981933594,6.4849853515625e-07,3.1948089599609377e-07
large_tangent,8,66,False,8.58306884765625e-05,0.00030994415283203125,6.699562072753906e-07,2.9087066650390624e-07
large_tangent,8,67,True,7.891654968261719e-05,0.00027871131896972656,6.29425048828125e-07,3.0040740966796875e-07
large_tangent,8,67,False,8.0108642578125e-05,0.0004930496215820312,1.2302398681640625e-06,5.7220458984375e-07
large_tangent,8,68,True,0.00012874603271484375,0.0004417896270751953,9.60826873779297e-07,9.703636169433594e-07
large_tangent,8,68,False,0.00012111663818359375,0.0003910064697265625,1.2803077697753907e-06,4.4107437133789065e-07
large_tangent,8,69,True,9.918212890625e-05,0.00035190582275390625,7.82012939453125e-07,3.7670135498046877e-07
large_tangent,8,69,False,9.870529174804688e-05,0.00034928321838378906,7.605552673339844e-07,3.62396240234375e-07
large_tangent,8,70,True,9.799003601074219e-05,0.00034689903259277344,7.486343383789063e-07,3.695487976074219e-07
large_tangent,8,70,False,0.00010204315185546875,0.0003540515899658203,7.82012939453125e-07,3.1948089599609377e-07
large_tangent,8,71,True,8.416175842285156e-05,0.0002951622009277344,6.580352783203124e-07,3.290176391601562e-07
large_tangent,8,71,False,8.416175842285156e-05,0.00030112266540527344,6.4849853515625e-07,3.1948089599609377e-07
large_tangent,8,72,True,8.487701416015625e-05,0.0002989768981933594,6.508827209472656e-07,3.0755996704101563e-07
large_tangent,8,72,False,8.702278137207031e-05,0.0003120899200439453,6.604194641113281e-07,2.9087066650390624e-07
large_tangent,8,73,True,0.00011324882507324219,0.0002799034118652344,6.198883056640625e-07,3.027915954589844e-07
large_tangent,8,73,False,8.0108642578125e-05,0.0004947185516357422,1.1086463928222657e-06,5.698204040527344e-07
large_tangent,8,74,True,0.00013113021850585938,0.00043320655822753906,9.584426879882811e-07,4.887580871582031e-07
large_tangent,8,74,False,0.00022411346435546875,0.00045490264892578125,8.916854858398438e-07,4.601478576660156e-07
large_tangent,8,75,True,0.00010204315185546875,0.00035381317138671875,7.82012939453125e-07,3.910064697265625e-07
large_tangent,8,75,False,9.870529174804688e-05,0.0005581378936767578,7.605552673339844e-07,3.7670135498046877e-07
large_tangent,8,76,True,9.799003601074219e-05,0.00034999847412109375,7.605552673339844e-07,3.600120544433594e-07
large_tangent,8,76,False,9.894371032714844e-05,0.0003483295440673828,7.677078247070313e-07,3.6716461181640626e-07
large_tangent,8,77,True,9.822845458984375e-05,0.0002999305725097656,8.106231689453125e-07,3.0994415283203126e-07
large_tangent,8,77,False,8.487701416015625e-05,0.0002980232238769531,6.604194641113281e-07,3.290176391601562e-07
large_tangent,8,78,True,8.511543273925781e-05,0.0002980232238769531,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,78,False,8.511543273925781e-05,0.0002987384796142578,6.580352783203124e-07,3.1948089599609377e-07
large_tangent,8,79,True,7.82012939453125e-05,0.0002791881561279297,6.079673767089843e-07,3.0994415283203126e-07
large_tangent,8,79,False,7.987022399902344e-05,0.0006070137023925781,6.103515625e-07,6.008148193359375e-07
large_tangent,8,80,True,0.0001327991485595703,0.0004360675811767578,1.0085105895996095e-06,4.816055297851563e-07
large_tangent,8,80,False,0.0001251697540283203,0.0005500316619873047,8.082389831542969e-07,4.696846008300781e-07
large_tangent,8,81,True,0.00010514259338378906,0.0003597736358642578,8.0108642578125e-07,3.790855407714844e-07
large_tangent,8,81,False,9.703636169433594e-05,0.0003509521484375,7.724761962890626e-07,3.719329833984375e-07
large_tangent,8,82,True,9.918212890625e-05,0.0003440380096435547,7.605552673339844e-07,3.695487976074219e-07
large_tangent,8,82,False,0.00010085105895996094,0.0003490447998046875,7.581710815429688e-07,3.790855407714844e-07
large_tangent,8,83,True,0.0001068115234375,0.00032782554626464844,6.4849853515625e-07,3.290176391601562e-07
large_tangent,8,83,False,8.916854858398438e-05,0.0003018379211425781,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,84,True,8.606910705566406e-05,0.00029921531677246094,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,84,False,8.511543273925781e-05,0.0003027915954589844,6.604194641113281e-07,2.980232238769531e-07
large_tangent,8,85,True,7.987022399902344e-05,0.0002808570861816406,9.393692016601562e-07,3.0755996704101563e-07
large_tangent,8,85,False,8.0108642578125e-05,0.0002808570861816406,6.198883056640625e-07,6.794929504394531e-07
large_tangent,8,86,True,0.00013208389282226562,0.00047707557678222656,1.010894775390625e-06,4.696846008300781e-07
large_tangent,8,86,False,0.00012087821960449219,0.0007460117340087891,9.918212890625e-07,5.698204040527344e-07
large_tangent,8,87,True,0.00010800361633300781,0.00036787986755371094,8.130073547363282e-07,3.9815902709960936e-07
large_tangent,8,87,False,9.870529174804688e-05,0.0003528594970703125,7.700920104980469e-07,3.790855407714844e-07
large_tangent,8,88,True,9.918212890625e-05,0.0003452301025390625,7.700920104980469e-07,3.695487976074219e-07
large_tangent,8,88,False,0.00010085105895996094,0.00034880638122558594,7.82012939453125e-07,3.790855407714844e-07
large_tangent,8,89,True,0.00010013580322265625,0.00030803680419921875,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,89,False,8.702278137207031e-05,0.00030112266540527344,6.67572021484375e-07,3.1948089599609377e-07
large_tangent,8,90,True,8.797645568847656e-05,0.00032210350036621094,7.700920104980469e-07,3.5047531127929687e-07
large_tangent,8,90,False,8.58306884765625e-05,0.00030112266540527344,6.580352783203124e-07,3.1948089599609377e-07
large_tangent,8,91,True,8.106231689453125e-05,0.0003161430358886719,6.103515625e-07,3.0040740966796875e-07
large_tangent,8,91,False,8.320808410644531e-05,0.0002830028533935547,6.198883056640625e-07,3.0994415283203126e-07
large_tangent,8,92,True,0.00013709068298339844,0.00048613548278808594,1.0204315185546876e-06,6.079673767089843e-07
large_tangent,8,92,False,0.00012087821960449219,0.0004401206970214844,9.703636169433594e-07,6.29425048828125e-07
large_tangent,8,93,True,0.00011277198791503906,0.00039196014404296875,8.487701416015625e-07,4.506111145019531e-07
large_tangent,8,93,False,0.0001010894775390625,0.0003581047058105469,7.700920104980469e-07,4.00543212890625e-07
large_tangent,8,94,True,9.965896606445312e-05,0.0003490447998046875,7.700920104980469e-07,3.6716461181640626e-07
large_tangent,8,94,False,0.00010085105895996094,0.00034999847412109375,7.605552673339844e-07,3.814697265625e-07
large_tangent,8,95,True,9.775161743164062e-05,0.00034689903259277344,7.510185241699219e-07,3.1948089599609377e-07
large_tangent,8,95,False,8.487701416015625e-05,0.0002989768981933594,6.604194641113281e-07,3.218650817871094e-07
large_tangent,8,96,True,8.511543273925781e-05,0.0002968311309814453,6.508827209472656e-07,3.1948089599609377e-07
large_tangent,8,96,False,8.797645568847656e-05,0.0003020763397216797,6.604194641113281e-07,3.1948089599609377e-07
large_tangent,8,97,True,8.606910705566406e-05,0.0003018379211425781,6.604194641113281e-07,3.0040740966796875e-07
large_tangent,8,97,False,0.00011396408081054688,0.0002789497375488281,6.198883056640625e-07,3.0994415283203126e-07
large_tangent,8,98,True,0.0001380443572998047,0.0004818439483642578,1.010894775390625e-06,6.008148193359375e-07
large_tangent,8,98,False,0.00012683868408203125,0.0004470348358154297,9.703636169433594e-07,6.604194641113281e-07
large_tangent,8,99,True,0.0001690387725830078,0.00039124488830566406,8.225440979003907e-07,4.38690185546875e-07
large_tangent,8,99,False,0.00010085105895996094,0.0003552436828613281,7.796287536621094e-07,3.8862228393554685e-07
large_tangent,16,0,True,0.00018906593322753906,0.00036716461181640625,1.5521049499511718e-06,3.790855407714844e-07
large_tangent,16,0,False,0.0001850128173828125,0.0003571510314941406,1.4209747314453125e-06,3.7670135498046877e-07
large_tangent,16,1,True,0.0001850128173828125,0.00034928321838378906,1.3899803161621094e-06,3.695487976074219e-07
large_tangent,16,1,False,0.00018095970153808594,0.00032401084899902344,1.3089179992675782e-06,3.4093856811523436e-07
large_tangent,16,2,True,0.00016999244689941406,0.00033020973205566406,1.3113021850585938e-06,3.290176391601562e-07
large_tangent,16,2,False,0.0001659393310546875,0.00033402442932128906,1.2683868408203126e-06,3.1948089599609377e-07
large_tangent,16,3,True,0.00016117095947265625,0.0002911090850830078,1.3494491577148438e-06,3.0994415283203126e-07
large_tangent,16,3,False,0.00015783309936523438,0.0002841949462890625,1.1491775512695313e-06,5.388259887695312e-07
large_tangent,16,4,True,0.00017499923706054688,0.0007710456848144531,3.1805038452148437e-06,8.130073547363282e-07
large_tangent,16,4,False,0.0004208087921142578,0.0005917549133300781,2.181529998779297e-06,6.985664367675782e-07
large_tangent,16,5,True,0.00021076202392578125,0.00038909912109375,1.4805793762207031e-06,4.482269287109375e-07
large_tangent,16,5,False,0.0001888275146484375,0.0003571510314941406,1.4328956604003906e-06,3.790855407714844e-07
large_tangent,16,6,True,0.0002658367156982422,0.0003840923309326172,1.4996528625488281e-06,4.3153762817382814e-07
large_tangent,16,6,False,0.0001900196075439453,0.000308990478515625,1.2183189392089845e-06,3.4093856811523436e-07
large_tangent,16,7,True,0.00015997886657714844,0.0003020763397216797,1.208782196044922e-06,3.218650817871094e-07
large_tangent,16,7,False,0.00016307830810546875,0.0002989768981933594,1.1920928955078125e-06,3.290176391601562e-07
large_tangent,16,8,True,0.0001571178436279297,0.0002830028533935547,1.3279914855957032e-06,3.0040740966796875e-07
large_tangent,16,8,False,0.00015473365783691406,0.0003209114074707031,1.1396408081054688e-06,2.980232238769531e-07
large_tangent,16,9,True,0.00014901161193847656,0.0002808570861816406,1.1181831359863282e-06,2.884864807128906e-07
large_tangent,16,9,False,0.00015020370483398438,0.0004286766052246094,2.1600723266601564e-06,1.5711784362792968e-06
large_tangent,16,10,True,0.0003008842468261719,0.0012547969818115234,2.3293495178222655e-06,7.295608520507813e-07
large_tangent,16,10,False,0.0002467632293701172,0.0004851818084716797,1.8668174743652344e-06,5.698204040527344e-07
large_tangent,16,11,True,0.0002288818359375,0.0005407333374023438,1.7476081848144531e-06,7.200241088867188e-07
large_tangent,16,11,False,0.0002589225769042969,0.0003781318664550781,1.4710426330566406e-06,4.1961669921875e-07
large_tangent,16,12,True,0.0001857280731201172,0.0003490447998046875,1.41143798828125e-06,3.695487976074219e-07
large_tangent,16,12,False,0.0001862049102783203,0.00035309791564941406,1.399517059326172e-06,4.124641418457031e-07
large_tangent,16,13,True,0.00018787384033203125,0.0003628730773925781,1.4495849609375e-06,4.029273986816406e-07
large_tangent,16,13,False,0.00015997886657714844,0.0003101825714111328,1.239776611328125e-06,3.290176391601562e-07
large_tangent,16,14,True,0.00015997886657714844,0.00030303001403808594,1.227855682373047e-06,3.290176391601562e-07
large_tangent,16,14,False,0.00015997886657714844,0.0005669593811035156,2.25067138671875e-06,8.416175842285156e-07
large_tangent,16,15,True,0.0002701282501220703,0.0006690025329589844,1.7285346984863281e-06,1.2636184692382812e-06
large_tangent,16,15,False,0.0002410411834716797,0.0011358261108398438,2.360343933105469e-06,4.911422729492188e-07
large_tangent,16,16,True,0.0002639293670654297,0.0004169940948486328,1.2707710266113281e-06,4.3153762817382814e-07
large_tangent,16,16,False,0.00016498565673828125,0.0005011558532714844,2.0623207092285157e-06,5.91278076171875e-07
large_tangent,16,17,True,0.00025010108947753906,0.00044417381286621094,1.7523765563964843e-06,4.673004150390625e-07
large_tangent,16,17,False,0.0002429485321044922,0.0003840923309326172,1.4996528625488281e-06,4.57763671875e-07
large_tangent,16,18,True,0.00018525123596191406,0.0003540515899658203,1.41143798828125e-06,3.7670135498046877e-07
large_tangent,16,18,False,0.00019502639770507812,0.00035309791564941406,1.4019012451171875e-06,3.814697265625e-07
large_tangent,16,19,True,0.0001857280731201172,0.00034809112548828125,1.3709068298339844e-06,3.790855407714844e-07
large_tangent,16,19,False,0.00018930435180664062,0.00030303001403808594,1.1992454528808594e-06,3.290176391601562e-07
large_tangent,16,20,True,0.0001621246337890625,0.0002989768981933594,1.1992454528808594e-06,3.1948089599609377e-07
large_tangent,16,20,False,0.0001590251922607422,0.0002989768981933594,1.220703125e-06,3.2663345336914065e-07
large_tangent,16,21,True,0.0001621246337890625,0.0002830028533935547,1.3518333435058594e-06,3.0040740966796875e-07
large_tangent,16,21,False,0.00014901161193847656,0.00030112266540527344,1.4710426330566406e-06,4.2438507080078126e-07
large_tangent,16,22,True,0.00022602081298828125,0.0010788440704345703,2.2602081298828126e-06,8.606910705566406e-07
large_tangent,16,22,False,0.00022292137145996094,0.0005362033843994141,1.7619132995605468e-06,5.817413330078125e-07
large_tangent,16,23,True,0.00024890899658203125,0.0004520416259765625,1.881122589111328e-06,5.197525024414063e-07
large_tangent,16,23,False,0.0002028942108154297,0.00035881996154785156,1.4400482177734375e-06,4.1961669921875e-07
large_tangent,16,24,True,0.00018596649169921875,0.0003921985626220703,1.430511474609375e-06,4.1961669921875e-07
large_tangent,16,24,False,0.0001990795135498047,0.0003628730773925781,1.442432403564453e-06,4.3153762817382814e-07
large_tangent,16,25,True,0.00018596649169921875,0.0003631114959716797,1.4472007751464844e-06,4.291534423828125e-07
large_tangent,16,25,False,0.0002028942108154297,0.0003268718719482422,1.5902519226074219e-06,3.8862228393554685e-07
large_tangent,16,26,True,0.00016570091247558594,0.0003147125244140625,1.2302398681640625e-06,3.600120544433594e-07
