Test Name,N,Trial,Equispaced,PMQSI fit,PCHIP fit,PMQSI eval,PCHIP eval
large_tangent,8,0,True,0.00021386146545410156,0.00039196014404296875,7.700920104980469e-07,7.200241088867188e-07
large_tangent,8,0,False,0.0001552104949951172,0.00044608116149902344,6.198883056640625e-07,3.8862228393554685e-07
large_tangent,8,1,True,0.00015401840209960938,0.0004987716674804688,1.2636184692382812e-06,4.124641418457031e-07
large_tangent,8,1,False,0.00014400482177734375,0.0002989768981933594,5.817413330078125e-07,3.0040740966796875e-07
large_tangent,8,2,True,0.00012493133544921875,0.00029015541076660156,5.578994750976562e-07,2.980232238769531e-07
large_tangent,8,2,False,0.00012874603271484375,0.0002868175506591797,5.7220458984375e-07,2.884864807128906e-07
large_tangent,8,3,True,0.00012421607971191406,0.00028896331787109375,5.7220458984375e-07,2.980232238769531e-07
large_tangent,8,3,False,0.00013113021850585938,0.00029277801513671875,5.7220458984375e-07,2.9087066650390624e-07
large_tangent,8,4,True,0.0001270771026611328,0.0002880096435546875,5.698204040527344e-07,2.8133392333984374e-07
large_tangent,8,4,False,0.00012803077697753906,0.00028705596923828125,5.674362182617187e-07,3.0040740966796875e-07
large_tangent,8,5,True,0.0001270771026611328,0.00028705596923828125,5.602836608886719e-07,4.1961669921875e-07
large_tangent,8,5,False,0.00013589859008789062,0.0002949237823486328,5.7220458984375e-07,2.9087066650390624e-07
large_tangent,8,6,True,0.00012302398681640625,0.0005099773406982422,1.0013580322265625e-06,5.698204040527344e-07
large_tangent,8,6,False,0.00022602081298828125,0.00045299530029296875,9.083747863769531e-07,4.3153762817382814e-07
large_tangent,8,7,True,0.00017118453979492188,0.0005838871002197266,7.319450378417968e-07,4.696846008300781e-07
large_tangent,8,7,False,0.00018405914306640625,0.00042319297790527344,7.224082946777343e-07,4.0769577026367187e-07
large_tangent,8,8,True,0.0001590251922607422,0.0003788471221923828,7.104873657226562e-07,3.600120544433594e-07
large_tangent,8,8,False,0.0001800060272216797,0.0003619194030761719,7.295608520507813e-07,3.600120544433594e-07
large_tangent,8,9,True,0.00015592575073242188,0.0003399848937988281,7.200241088867188e-07,3.290176391601562e-07
large_tangent,8,9,False,0.00014591217041015625,0.00030803680419921875,6.198883056640625e-07,3.1948089599609377e-07
large_tangent,8,10,True,0.0001380443572998047,0.00030803680419921875,6.198883056640625e-07,3.0994415283203126e-07
large_tangent,8,10,False,0.00014495849609375,0.0004911422729492188,6.127357482910156e-07,1.049041748046875e-06
large_tangent,8,11,True,0.0003020763397216797,0.0011990070343017578,1.9288063049316406e-06,6.890296936035157e-07
large_tangent,8,11,False,0.00014901161193847656,0.0003037452697753906,5.793571472167969e-07,2.980232238769531e-07
large_tangent,8,12,True,0.00012612342834472656,0.0002918243408203125,5.7220458984375e-07,6.985664367675782e-07
large_tangent,8,12,False,0.0002429485321044922,0.0005168914794921875,1.652240753173828e-06,5.078315734863281e-07
large_tangent,8,13,True,0.0002040863037109375,0.0004868507385253906,1.0704994201660157e-06,4.2200088500976563e-07
large_tangent,8,13,False,0.00017714500427246094,0.00044918060302734375,1.7690658569335937e-06,5.221366882324219e-07
large_tangent,8,14,True,0.00018405914306640625,0.0003628730773925781,7.128715515136719e-07,3.5762786865234375e-07
