Test Name,N,Trial,Equispaced,PMQSI fit,PCHIP fit,PMQSI eval,PCHIP eval
large_tangent,8,0,True,0.0001850128173828125,0.00039887428283691406,8.20159912109375e-07,7.605552673339844e-07
large_tangent,8,0,False,0.00011229515075683594,0.0003230571746826172,6.198883056640625e-07,3.695487976074219e-07
large_tangent,8,1,True,0.00017499923706054688,0.00040602684020996094,7.319450378417968e-07,4.7206878662109375e-07
large_tangent,8,1,False,0.0001590251922607422,0.0003299713134765625,6.508827209472656e-07,3.600120544433594e-07
large_tangent,8,2,True,0.0001010894775390625,0.0003039836883544922,6.103515625e-07,3.218650817871094e-07
large_tangent,8,2,False,0.00010609626770019531,0.00030112266540527344,6.198883056640625e-07,3.0040740966796875e-07
large_tangent,8,3,True,0.0001010894775390625,0.0003719329833984375,6.008148193359375e-07,3.290176391601562e-07
large_tangent,8,3,False,0.00011610984802246094,0.0012221336364746094,7.510185241699219e-07,1.8310546875e-06
large_tangent,8,4,True,0.00023794174194335938,0.0008089542388916016,1.0609626770019532e-06,1.1682510375976563e-06
large_tangent,8,4,False,0.00010800361633300781,0.00032711029052734375,7.486343383789063e-07,3.2663345336914065e-07
large_tangent,8,5,True,0.00010323524475097656,0.00030303001403808594,6.103515625e-07,3.0040740966796875e-07
large_tangent,8,5,False,0.00016617774963378906,0.0003418922424316406,7.796287536621094e-07,3.62396240234375e-07
large_tangent,8,6,True,0.00010800361633300781,0.0005631446838378906,6.103515625e-07,5.698204040527344e-07
large_tangent,8,6,False,0.00017499923706054688,0.0004558563232421875,9.918212890625e-07,4.57763671875e-07
large_tangent,8,7,True,0.00015282630920410156,0.0004069805145263672,8.511543273925781e-07,6.723403930664062e-07
large_tangent,8,7,False,0.0001327991485595703,0.000392913818359375,7.462501525878906e-07,4.3153762817382814e-07
large_tangent,8,8,True,0.00011920928955078125,0.00036978721618652344,7.200241088867188e-07,3.695487976074219e-07
large_tangent,8,8,False,0.00012803077697753906,0.0003540515899658203,8.702278137207031e-07,3.600120544433594e-07
