,host,media,freq,fsize,rsize,threads,iter,subiter,test,throughput,runtime
6754,m03,SSD,1600000,256,64,1,122,1,initial-writers,325691.56,12
6755,m03,SSD,1600000,256,64,1,122,2,rewriters,809878.75,12
6756,m03,SSD,1600000,256,64,1,122,3,readers,1455317.88,12
6757,m03,SSD,1600000,256,64,1,122,4,re-readers,1274008.75,12
6160,m03,SSD,1600000,256,64,1,123,1,initial-writers,331626.41,12
6161,m03,SSD,1600000,256,64,1,123,2,rewriters,690151.62,12
6162,m03,SSD,1600000,256,64,1,123,3,readers,1540948.62,12
6163,m03,SSD,1600000,256,64,1,123,4,re-readers,1272498.88,12
2252,m03,SSD,1600000,256,64,1,124,1,initial-writers,329489.38,12
2253,m03,SSD,1600000,256,64,1,124,2,rewriters,805021.19,12
2254,m03,SSD,1600000,256,64,1,124,3,readers,1319408.00,12
2255,m03,SSD,1600000,256,64,1,124,4,re-readers,1248819.12,12
6700,m03,SSD,1600000,256,64,1,125,1,initial-writers,333791.31,12
6701,m03,SSD,1600000,256,64,1,125,2,rewriters,817898.50,12
6702,m03,SSD,1600000,256,64,1,125,3,readers,1579483.38,12
6703,m03,SSD,1600000,256,64,1,125,4,re-readers,1190657.62,12
642,m03,SSD,1600000,256,64,1,126,1,initial-writers,332860.03,12
643,m03,SSD,1600000,256,64,1,126,2,rewriters,680960.12,12
644,m03,SSD,1600000,256,64,1,126,3,readers,1570244.00,12
645,m03,SSD,1600000,256,64,1,126,4,re-readers,1280084.00,12
6210,m03,SSD,1600000,256,64,1,127,1,initial-writers,332860.03,12
6211,m03,SSD,1600000,256,64,1,127,2,rewriters,729540.50,12
6212,m03,SSD,1600000,256,64,1,127,3,readers,1495866.88,12
6213,m03,SSD,1600000,256,64,1,127,4,re-readers,1163562.12,12
394,m03,SSD,1600000,256,64,1,128,1,initial-writers,334206.91,12
395,m03,SSD,1600000,256,64,1,128,2,rewriters,771473.94,12
396,m03,SSD,1600000,256,64,1,128,3,readers,1195962.38,12
397,m03,SSD,1600000,256,64,1,128,4,re-readers,1175022.00,12
4232,m03,SSD,1600000,256,64,1,129,1,initial-writers,332447.81,12
4233,m03,SSD,1600000,256,64,1,129,2,rewriters,780445.88,12
4234,m03,SSD,1600000,256,64,1,129,3,readers,1570244.00,12
4235,m03,SSD,1600000,256,64,1,129,4,re-readers,1254656.00,12
3738,m03,SSD,1600000,256,64,1,130,1,initial-writers,302991.16,12
3739,m03,SSD,1600000,256,64,1,130,2,rewriters,820398.19,12
3740,m03,SSD,1600000,256,64,1,130,3,readers,1579483.38,12
3741,m03,SSD,1600000,256,64,1,130,4,re-readers,1132871.25,12
4578,m03,SSD,1600000,256,64,1,131,1,initial-writers,330300.22,12
4579,m03,SSD,1600000,256,64,1,131,2,rewriters,790210.00,12
4580,m03,SSD,1600000,256,64,1,131,3,readers,1549845.50,12
4581,m03,SSD,1600000,256,64,1,131,4,re-readers,1208072.62,12
6044,m03,SSD,1600000,256,64,1,132,1,initial-writers,332447.81,12
6045,m03,SSD,1600000,256,64,1,132,2,rewriters,633922.69,12
6046,m03,SSD,1600000,256,64,1,132,3,readers,1497953.75,12
6047,m03,SSD,1600000,256,64,1,132,4,re-readers,1173737.50,12
4840,m03,SSD,1600000,256,64,1,133,1,initial-writers,343618.75,12
4841,m03,SSD,1600000,256,64,1,133,2,rewriters,778183.38,12
4842,m03,SSD,1600000,256,64,1,133,3,readers,1579483.38,12
4843,m03,SSD,1600000,256,64,1,133,4,re-readers,907792.25,12
1262,m03,SSD,1600000,256,64,1,134,1,initial-writers,335984.72,12
1263,m03,SSD,1600000,256,64,1,134,2,rewriters,773140.44,12
1264,m03,SSD,1600000,256,64,1,134,3,readers,1274008.75,12
1265,m03,SSD,1600000,256,64,1,134,4,re-readers,1274008.75,12
5732,m03,SSD,1600000,256,64,1,135,1,initial-writers,332036.59,12
5733,m03,SSD,1600000,256,64,1,135,2,rewriters,760006.75,12
5734,m03,SSD,1600000,256,64,1,135,3,readers,1455317.88,12
5735,m03,SSD,1600000,256,64,1,135,4,re-readers,931416.19,12
3604,m03,SSD,1600000,256,64,1,136,1,initial-writers,342195.12,12
3605,m03,SSD,1600000,256,64,1,136,2,rewriters,815414.06,12
3606,m03,SSD,1600000,256,64,1,136,3,readers,1447470.38,12
3607,m03,SSD,1600000,256,64,1,136,4,re-readers,1201314.50,12
4776,m03,SSD,1600000,256,64,1,137,1,initial-writers,336827.88,12
4777,m03,SSD,1600000,256,64,1,137,2,rewriters,787312.94,12
4778,m03,SSD,1600000,256,64,1,137,3,readers,1312954.62,12
4779,m03,SSD,1600000,256,64,1,137,4,re-readers,1243036.25,12
3274,m03,SSD,1600000,256,64,1,138,1,initial-writers,332447.81,12
3275,m03,SSD,1600000,256,64,1,138,2,rewriters,785584.88,12
3276,m03,SSD,1600000,256,64,1,138,3,readers,1347557.88,12
3277,m03,SSD,1600000,256,64,1,138,4,re-readers,1256123.75,12
7432,m03,SSD,1600000,256,64,1,139,1,initial-writers,333273.31,12
7433,m03,SSD,1600000,256,64,1,139,2,rewriters,812944.62,12
7434,m03,SSD,1600000,256,64,1,139,3,readers,1579483.38,12
7435,m03,SSD,1600000,256,64,1,139,4,re-readers,1219045.00,12
5934,m03,SSD,1600000,256,64,1,140,1,initial-writers,334623.50,12
5935,m03,SSD,1600000,256,64,1,140,2,rewriters,773697.56,12
5936,m03,SSD,1600000,256,64,1,140,3,readers,1540948.62,12
5937,m03,SSD,1600000,256,64,1,140,4,re-readers,1274008.75,12
2624,m03,SSD,1600000,256,64,1,141,1,initial-writers,359014.25,12
2625,m03,SSD,1600000,256,64,1,141,2,rewriters,810490.06,12
2626,m03,SSD,1600000,256,64,1,141,3,readers,1581810.25,12
2627,m03,SSD,1600000,256,64,1,141,4,re-readers,1274008.75,12
5788,m03,SSD,1600000,256,64,1,142,1,initial-writers,333687.59,12
5789,m03,SSD,1600000,256,64,1,142,2,rewriters,759469.19,12
5790,m03,SSD,1600000,256,64,1,142,3,readers,1439707.12,12
5791,m03,SSD,1600000,256,64,1,142,4,re-readers,980760.19,12
6096,m03,SSD,1600000,256,64,1,143,1,initial-writers,322851.66,12
6097,m03,SSD,1600000,256,64,1,143,2,rewriters,780445.88,12
6098,m03,SSD,1600000,256,64,1,143,3,readers,1376935.00,12
6099,m03,SSD,1600000,256,64,1,143,4,re-readers,1169901.00,12
1970,m03,SSD,1600000,256,64,1,144,1,initial-writers,324510.41,12
1971,m03,SSD,1600000,256,64,1,144,2,rewriters,764334.75,12
1972,m03,SSD,1600000,256,64,1,144,3,readers,1581810.25,12
1973,m03,SSD,1600000,256,64,1,144,4,re-readers,1062263.25,12
3390,m03,SSD,1600000,256,64,1,145,1,initial-writers,335459.88,12
3391,m03,SSD,1600000,256,64,1,145,2,rewriters,787890.62,12
3392,m03,SSD,1600000,256,64,1,145,3,readers,1407621.62,12
3393,m03,SSD,1600000,256,64,1,145,4,re-readers,1195962.38,12
6312,m03,SSD,1600000,256,64,1,146,1,initial-writers,335459.88,12
6313,m03,SSD,1600000,256,64,1,146,2,rewriters,714967.25,12
6314,m03,SSD,1600000,256,64,1,146,3,readers,1579483.38,12
6315,m03,SSD,1600000,256,64,1,146,4,re-readers,1260547.75,12
870,m03,SSD,1600000,256,64,1,147,1,initial-writers,333376.78,12
871,m03,SSD,1600000,256,64,1,147,2,rewriters,768712.38,12
872,m03,SSD,1600000,256,64,1,147,3,readers,1581810.25,12
873,m03,SSD,1600000,256,64,1,147,4,re-readers,1153561.75,12
7144,m03,SSD,1600000,256,64,1,148,1,initial-writers,343618.75,12
7145,m03,SSD,1600000,256,64,1,148,2,rewriters,802614.19,12
7146,m03,SSD,1600000,256,64,1,148,3,readers,1579483.38,12
7147,m03,SSD,1600000,256,64,1,148,4,re-readers,1274008.75,12
3244,m03,SSD,1600000,256,64,1,149,1,initial-writers,334623.50,12
3245,m03,SSD,1600000,256,64,1,149,2,rewriters,785584.88,12
3246,m03,SSD,1600000,256,64,1,149,3,readers,1579483.38,12
3247,m03,SSD,1600000,256,64,1,149,4,re-readers,1280084.00,12
1306,m03,SSD,1600000,256,64,1,150,1,initial-writers,335145.75,12
1307,m03,SSD,1600000,256,64,1,150,2,rewriters,775934.00,12
1308,m03,SSD,1600000,256,64,1,150,3,readers,1422540.62,12
1309,m03,SSD,1600000,256,64,1,150,4,re-readers,1280084.00,12
4822,m03,SSD,1600000,1024,4,32,1,1,initial-writers,2564075.31,12
4823,m03,SSD,1600000,1024,4,32,1,2,rewriters,4128874.34,12
4824,m03,SSD,1600000,1024,4,32,1,3,readers,8209815.16,12
4825,m03,SSD,1600000,1024,4,32,1,4,re-readers,11082191.78,12
6414,m03,SSD,1600000,1024,4,32,2,1,initial-writers,2843510.49,12
6415,m03,SSD,1600000,1024,4,32,2,2,rewriters,4904303.46,12
6416,m03,SSD,1600000,1024,4,32,2,3,readers,5917720.75,12
6417,m03,SSD,1600000,1024,4,32,2,4,re-readers,8444316.62,12
7818,m03,SSD,1600000,1024,4,32,3,1,initial-writers,1987657.33,12
7819,m03,SSD,1600000,1024,4,32,3,2,rewriters,4187642.50,12
7820,m03,SSD,1600000,1024,4,32,3,3,readers,8039821.77,12
7821,m03,SSD,1600000,1024,4,32,3,4,re-readers,9783517.34,12
1884,m03,SSD,1600000,1024,4,32,4,1,initial-writers,2530845.00,12
1885,m03,SSD,1600000,1024,4,32,4,2,rewriters,4857126.22,12
1886,m03,SSD,1600000,1024,4,32,4,3,readers,5632210.73,12
1887,m03,SSD,1600000,1024,4,32,4,4,re-readers,5239575.25,12
3374,m03,SSD,1600000,1024,4,32,5,1,initial-writers,2354682.59,12
3375,m03,SSD,1600000,1024,4,32,5,2,rewriters,6120915.75,12
3376,m03,SSD,1600000,1024,4,32,5,3,readers,6852191.41,12
3377,m03,SSD,1600000,1024,4,32,5,4,re-readers,9181276.06,12
8122,m03,SSD,1600000,1024,4,32,6,1,initial-writers,2633231.98,12
8123,m03,SSD,1600000,1024,4,32,6,2,rewriters,5892008.98,12
8124,m03,SSD,1600000,1024,4,32,6,3,readers,14238115.86,12
8125,m03,SSD,1600000,1024,4,32,6,4,re-readers,9280653.92,12
8308,m03,SSD,1600000,1024,4,32,7,1,initial-writers,1965823.25,12
8309,m03,SSD,1600000,1024,4,32,7,2,rewriters,4654462.84,12
8310,m03,SSD,1600000,1024,4,32,7,3,readers,6247305.62,12
8311,m03,SSD,1600000,1024,4,32,7,4,re-readers,7682986.12,12
5146,m03,SSD,1600000,1024,4,32,8,1,initial-writers,3148835.42,12
5147,m03,SSD,1600000,1024,4,32,8,2,rewriters,5383072.79,12
5148,m03,SSD,1600000,1024,4,32,8,3,readers,7931108.16,12
5149,m03,SSD,1600000,1024,4,32,8,4,re-readers,10604843.50,12
6932,m03,SSD,1600000,1024,4,32,9,1,initial-writers,2783761.41,12
6933,m03,SSD,1600000,1024,4,32,9,2,rewriters,5387895.69,12
6934,m03,SSD,1600000,1024,4,32,9,3,readers,10418918.35,12
6935,m03,SSD,1600000,1024,4,32,9,4,re-readers,11603239.59,12
102,m03,SSD,1600000,1024,4,32,10,1,initial-writers,1869483.08,12
103,m03,SSD,1600000,1024,4,32,10,2,rewriters,5734554.09,12
104,m03,SSD,1600000,1024,4,32,10,3,readers,8008558.09,12
105,m03,SSD,1600000,1024,4,32,10,4,re-readers,11441355.20,12
1672,m03,SSD,1600000,1024,4,32,11,1,initial-writers,2790994.15,12
1673,m03,SSD,1600000,1024,4,32,11,2,rewriters,4696595.16,12
1674,m03,SSD,1600000,1024,4,32,11,3,readers,9373754.00,12
1675,m03,SSD,1600000,1024,4,32,11,4,re-readers,10419418.35,12
7294,m03,SSD,1600000,1024,4,32,12,1,initial-writers,2618559.47,12
7295,m03,SSD,1600000,1024,4,32,12,2,rewriters,3582116.41,12
7296,m03,SSD,1600000,1024,4,32,12,3,readers,6397135.38,12
7297,m03,SSD,1600000,1024,4,32,12,4,re-readers,9711042.91,12
3600,m03,SSD,1600000,1024,4,32,13,1,initial-writers,2791535.29,12
3601,m03,SSD,1600000,1024,4,32,13,2,rewriters,5722128.79,12
3602,m03,SSD,1600000,1024,4,32,13,3,readers,8505326.11,12
3603,m03,SSD,1600000,1024,4,32,13,4,re-readers,9171373.75,12
74,m03,SSD,1600000,1024,4,32,14,1,initial-writers,1786609.31,12
75,m03,SSD,1600000,1024,4,32,14,2,rewriters,5771316.75,12
76,m03,SSD,1600000,1024,4,32,14,3,readers,9664817.62,12
77,m03,SSD,1600000,1024,4,32,14,4,re-readers,9299301.03,12
3378,m03,SSD,1600000,1024,4,32,15,1,initial-writers,2859386.70,12
3379,m03,SSD,1600000,1024,4,32,15,2,rewriters,5264245.16,12
3380,m03,SSD,1600000,1024,4,32,15,3,readers,9122167.81,12
3381,m03,SSD,1600000,1024,4,32,15,4,re-readers,9523765.72,12
3192,m03,SSD,1600000,1024,4,32,16,1,initial-writers,2680805.88,12
3193,m03,SSD,1600000,1024,4,32,16,2,rewriters,5628842.90,12
3194,m03,SSD,1600000,1024,4,32,16,3,readers,8609069.91,12
3195,m03,SSD,1600000,1024,4,32,16,4,re-readers,9592725.06,12
1656,m03,SSD,1600000,1024,4,32,17,1,initial-writers,2852378.98,12
1657,m03,SSD,1600000,1024,4,32,17,2,rewriters,5257069.31,12
1658,m03,SSD,1600000,1024,4,32,17,3,readers,8375441.59,12
1659,m03,SSD,1600000,1024,4,32,17,4,re-readers,7510367.81,12
606,m03,SSD,1600000,1024,4,32,18,1,initial-writers,2791611.79,12
607,m03,SSD,1600000,1024,4,32,18,2,rewriters,4767958.22,12
608,m03,SSD,1600000,1024,4,32,18,3,readers,11438424.19,12
609,m03,SSD,1600000,1024,4,32,18,4,re-readers,5275646.19,12
5510,m03,SSD,1600000,1024,4,32,19,1,initial-writers,2740323.62,12
5511,m03,SSD,1600000,1024,4,32,19,2,rewriters,5460337.27,12
5512,m03,SSD,1600000,1024,4,32,19,3,readers,9246104.53,12
5513,m03,SSD,1600000,1024,4,32,19,4,re-readers,10101583.97,12
3856,m03,SSD,1600000,1024,4,32,20,1,initial-writers,2468217.80,12
3857,m03,SSD,1600000,1024,4,32,20,2,rewriters,5611696.19,12
3858,m03,SSD,1600000,1024,4,32,20,3,readers,6591335.41,12
3859,m03,SSD,1600000,1024,4,32,20,4,re-readers,9384918.81,12
3542,m03,SSD,1600000,1024,4,32,21,1,initial-writers,3168605.41,12
3543,m03,SSD,1600000,1024,4,32,21,2,rewriters,3177982.28,12
3544,m03,SSD,1600000,1024,4,32,21,3,readers,7996089.88,12
3545,m03,SSD,1600000,1024,4,32,21,4,re-readers,9875554.19,12
6758,m03,SSD,1600000,1024,4,32,22,1,initial-writers,2752749.00,12
6759,m03,SSD,1600000,1024,4,32,22,2,rewriters,4039727.50,12
6760,m03,SSD,1600000,1024,4,32,22,3,readers,8121400.88,12
6761,m03,SSD,1600000,1024,4,32,22,4,re-readers,8138932.88,12
8580,m03,SSD,1600000,1024,4,32,23,1,initial-writers,1864537.05,12
8581,m03,SSD,1600000,1024,4,32,23,2,rewriters,4660953.59,12
8582,m03,SSD,1600000,1024,4,32,23,3,readers,6863365.88,12
8583,m03,SSD,1600000,1024,4,32,23,4,re-readers,10246894.75,12
4588,m03,SSD,1600000,1024,4,32,24,1,initial-writers,1958836.50,12
4589,m03,SSD,1600000,1024,4,32,24,2,rewriters,6036518.50,12
4590,m03,SSD,1600000,1024,4,32,24,3,readers,7118137.27,12
4591,m03,SSD,1600000,1024,4,32,24,4,re-readers,6165451.25,12
1218,m03,SSD,1600000,1024,4,32,25,1,initial-writers,2724199.89,12
1219,m03,SSD,1600000,1024,4,32,25,2,rewriters,4621828.62,12
1220,m03,SSD,1600000,1024,4,32,25,3,readers,5697062.69,12
1221,m03,SSD,1600000,1024,4,32,25,4,re-readers,9427729.84,12
3618,m03,SSD,1600000,1024,4,32,26,1,initial-writers,2088245.24,12
3619,m03,SSD,1600000,1024,4,32,26,2,rewriters,4175666.97,12
3620,m03,SSD,1600000,1024,4,32,26,3,readers,7701663.25,12
3621,m03,SSD,1600000,1024,4,32,26,4,re-readers,10275932.59,12
1778,m03,SSD,1600000,1024,4,32,27,1,initial-writers,2454211.78,12
1779,m03,SSD,1600000,1024,4,32,27,2,rewriters,5348163.34,12
1780,m03,SSD,1600000,1024,4,32,27,3,readers,10237425.88,12
1781,m03,SSD,1600000,1024,4,32,27,4,re-readers,9302179.86,12
1938,m03,SSD,1600000,1024,4,32,28,1,initial-writers,2038045.77,12
1939,m03,SSD,1600000,1024,4,32,28,2,rewriters,4953276.63,12
1940,m03,SSD,1600000,1024,4,32,28,3,readers,8279781.72,12
1941,m03,SSD,1600000,1024,4,32,28,4,re-readers,10173626.75,12
7814,m03,SSD,1600000,1024,4,32,29,1,initial-writers,1471851.38,12
7815,m03,SSD,1600000,1024,4,32,29,2,rewriters,5448875.72,12
7816,m03,SSD,1600000,1024,4,32,29,3,readers,10395868.16,12
7817,m03,SSD,1600000,1024,4,32,29,4,re-readers,8721926.38,12
7108,m03,SSD,1600000,1024,4,32,30,1,initial-writers,3101465.14,12
7109,m03,SSD,1600000,1024,4,32,30,2,rewriters,5340282.70,12
7110,m03,SSD,1600000,1024,4,32,30,3,readers,8330131.69,12
7111,m03,SSD,1600000,1024,4,32,30,4,re-readers,10935810.88,12
5846,m03,SSD,1600000,1024,4,32,31,1,initial-writers,2323370.95,12
5847,m03,SSD,1600000,1024,4,32,31,2,rewriters,4728525.16,12
5848,m03,SSD,1600000,1024,4,32,31,3,readers,9177525.47,12
5849,m03,SSD,1600000,1024,4,32,31,4,re-readers,6120223.00,12
784,m03,SSD,1600000,1024,4,32,32,1,initial-writers,1365800.50,12
785,m03,SSD,1600000,1024,4,32,32,2,rewriters,5598147.44,12
786,m03,SSD,1600000,1024,4,32,32,3,readers,9978883.41,12
787,m03,SSD,1600000,1024,4,32,32,4,re-readers,9411739.00,12
8040,m03,SSD,1600000,1024,4,32,33,1,initial-writers,2459742.20,12
8041,m03,SSD,1600000,1024,4,32,33,2,rewriters,5295319.34,12
8042,m03,SSD,1600000,1024,4,32,33,3,readers,8353124.28,12
8043,m03,SSD,1600000,1024,4,32,33,4,re-readers,10019279.06,12
7862,m03,SSD,1600000,1024,4,32,34,1,initial-writers,2836159.50,12
7863,m03,SSD,1600000,1024,4,32,34,2,rewriters,3381907.56,12
7864,m03,SSD,1600000,1024,4,32,34,3,readers,8629394.56,12
7865,m03,SSD,1600000,1024,4,32,34,4,re-readers,9245345.91,12
2408,m03,SSD,1600000,1024,4,32,35,1,initial-writers,1361362.33,12
2409,m03,SSD,1600000,1024,4,32,35,2,rewriters,6043252.72,12
2410,m03,SSD,1600000,1024,4,32,35,3,readers,10213870.62,12
2411,m03,SSD,1600000,1024,4,32,35,4,re-readers,10143421.19,12
1370,m03,SSD,1600000,1024,4,32,36,1,initial-writers,2435434.02,12
1371,m03,SSD,1600000,1024,4,32,36,2,rewriters,5479046.15,12
1372,m03,SSD,1600000,1024,4,32,36,3,readers,8219482.44,12
1373,m03,SSD,1600000,1024,4,32,36,4,re-readers,6697267.38,12
3092,m03,SSD,1600000,1024,4,32,37,1,initial-writers,1981143.94,12
3093,m03,SSD,1600000,1024,4,32,37,2,rewriters,4921932.00,12
3094,m03,SSD,1600000,1024,4,32,37,3,readers,9293668.44,12
3095,m03,SSD,1600000,1024,4,32,37,4,re-readers,5704073.36,12
790,m03,SSD,1600000,1024,4,32,38,1,initial-writers,2634912.59,12
791,m03,SSD,1600000,1024,4,32,38,2,rewriters,5635415.00,12
792,m03,SSD,1600000,1024,4,32,38,3,readers,8141349.25,12
793,m03,SSD,1600000,1024,4,32,38,4,re-readers,8006866.74,12
278,m03,SSD,1600000,1024,4,32,39,1,initial-writers,2767050.72,12
279,m03,SSD,1600000,1024,4,32,39,2,rewriters,4885190.06,12
280,m03,SSD,1600000,1024,4,32,39,3,readers,9041570.12,12
281,m03,SSD,1600000,1024,4,32,39,4,re-readers,7473807.88,12
2326,m03,SSD,1600000,1024,4,32,40,1,initial-writers,2184952.50,12
2327,m03,SSD,1600000,1024,4,32,40,2,rewriters,6167396.80,12
2328,m03,SSD,1600000,1024,4,32,40,3,readers,9522601.50,12
2329,m03,SSD,1600000,1024,4,32,40,4,re-readers,9372102.75,12
1762,m03,SSD,1600000,1024,4,32,41,1,initial-writers,2224864.18,12
1763,m03,SSD,1600000,1024,4,32,41,2,rewriters,4984780.03,12
1764,m03,SSD,1600000,1024,4,32,41,3,readers,12192257.75,12
1765,m03,SSD,1600000,1024,4,32,41,4,re-readers,8419176.50,12
6308,m03,SSD,1600000,1024,4,32,42,1,initial-writers,2822106.48,12
6309,m03,SSD,1600000,1024,4,32,42,2,rewriters,5509782.19,12
6310,m03,SSD,1600000,1024,4,32,42,3,readers,9004588.62,12
6311,m03,SSD,1600000,1024,4,32,42,4,re-readers,9394211.22,12
2438,m03,SSD,1600000,1024,4,32,43,1,initial-writers,2908789.90,12
2439,m03,SSD,1600000,1024,4,32,43,2,rewriters,2654887.88,12
2440,m03,SSD,1600000,1024,4,32,43,3,readers,9083550.27,12
2441,m03,SSD,1600000,1024,4,32,43,4,re-readers,9896557.89,12
3326,m03,SSD,1600000,1024,4,32,44,1,initial-writers,2764979.27,12
3327,m03,SSD,1600000,1024,4,32,44,2,rewriters,3742095.31,12
3328,m03,SSD,1600000,1024,4,32,44,3,readers,8663102.38,12
3329,m03,SSD,1600000,1024,4,32,44,4,re-readers,7540879.69,12
7260,m03,SSD,1600000,1024,4,32,45,1,initial-writers,1848520.05,12
7261,m03,SSD,1600000,1024,4,32,45,2,rewriters,6388326.29,12
7262,m03,SSD,1600000,1024,4,32,45,3,readers,9007693.31,12
7263,m03,SSD,1600000,1024,4,32,45,4,re-readers,8942140.47,12
1048,m03,SSD,1600000,1024,4,32,46,1,initial-writers,1462681.26,12
1049,m03,SSD,1600000,1024,4,32,46,2,rewriters,5223619.19,12
1050,m03,SSD,1600000,1024,4,32,46,3,readers,9443237.22,12
1051,m03,SSD,1600000,1024,4,32,46,4,re-readers,7707836.25,12
5124,m03,SSD,1600000,1024,4,32,47,1,initial-writers,2765008.12,12
5125,m03,SSD,1600000,1024,4,32,47,2,rewriters,5246949.74,12
5126,m03,SSD,1600000,1024,4,32,47,3,readers,10479519.84,12
5127,m03,SSD,1600000,1024,4,32,47,4,re-readers,11678443.44,12
5304,m03,SSD,1600000,1024,4,32,48,1,initial-writers,1442836.31,12
5305,m03,SSD,1600000,1024,4,32,48,2,rewriters,6002280.09,12
5306,m03,SSD,1600000,1024,4,32,48,3,readers,11135203.69,12
5307,m03,SSD,1600000,1024,4,32,48,4,re-readers,7077708.44,12
920,m03,SSD,1600000,1024,4,32,49,1,initial-writers,3018972.09,12
921,m03,SSD,1600000,1024,4,32,49,2,rewriters,5494805.59,12
922,m03,SSD,1600000,1024,4,32,49,3,readers,9150667.81,12
923,m03,SSD,1600000,1024,4,32,49,4,re-readers,10488175.62,12
5258,m03,SSD,1600000,1024,4,32,50,1,initial-writers,1195802.69,12
5259,m03,SSD,1600000,1024,4,32,50,2,rewriters,4605489.59,12
5260,m03,SSD,1600000,1024,4,32,50,3,readers,6361811.00,12
5261,m03,SSD,1600000,1024,4,32,50,4,re-readers,8853437.84,12
2058,m03,SSD,1600000,1024,4,32,51,1,initial-writers,2887297.81,12
2059,m03,SSD,1600000,1024,4,32,51,2,rewriters,5933537.35,12
2060,m03,SSD,1600000,1024,4,32,51,3,readers,6989163.22,12
2061,m03,SSD,1600000,1024,4,32,51,4,re-readers,9686673.25,12
8214,m03,SSD,1600000,1024,4,32,52,1,initial-writers,2151872.67,12
8215,m03,SSD,1600000,1024,4,32,52,2,rewriters,5463974.88,12
8216,m03,SSD,1600000,1024,4,32,52,3,readers,7111218.50,12
8217,m03,SSD,1600000,1024,4,32,52,4,re-readers,6745419.12,12
686,m03,SSD,1600000,1024,4,32,53,1,initial-writers,2490141.74,12
687,m03,SSD,1600000,1024,4,32,53,2,rewriters,5175175.69,12
688,m03,SSD,1600000,1024,4,32,53,3,readers,8496020.17,12
689,m03,SSD,1600000,1024,4,32,53,4,re-readers,4515028.06,12
5338,m03,SSD,1600000,1024,4,32,54,1,initial-writers,1634924.73,12
5339,m03,SSD,1600000,1024,4,32,54,2,rewriters,5166214.53,12
5340,m03,SSD,1600000,1024,4,32,54,3,readers,10822180.81,12
5341,m03,SSD,1600000,1024,4,32,54,4,re-readers,8569255.89,12
4684,m03,SSD,1600000,1024,4,32,55,1,initial-writers,1695672.38,12
4685,m03,SSD,1600000,1024,4,32,55,2,rewriters,2919933.56,12
4686,m03,SSD,1600000,1024,4,32,55,3,readers,9551309.44,12
4687,m03,SSD,1600000,1024,4,32,55,4,re-readers,7661216.56,12
7690,m03,SSD,1600000,1024,4,32,56,1,initial-writers,2602534.62,12
7691,m03,SSD,1600000,1024,4,32,56,2,rewriters,4953299.88,12
7692,m03,SSD,1600000,1024,4,32,56,3,readers,5899935.12,12
7693,m03,SSD,1600000,1024,4,32,56,4,re-readers,8603031.55,12
3672,m03,SSD,1600000,1024,4,32,57,1,initial-writers,2661559.44,12
3673,m03,SSD,1600000,1024,4,32,57,2,rewriters,5116714.19,12
3674,m03,SSD,1600000,1024,4,32,57,3,readers,9466683.89,12
3675,m03,SSD,1600000,1024,4,32,57,4,re-readers,8646912.03,12
1866,m03,SSD,1600000,1024,4,32,58,1,initial-writers,2295094.37,12
1867,m03,SSD,1600000,1024,4,32,58,2,rewriters,5022666.93,12
1868,m03,SSD,1600000,1024,4,32,58,3,readers,10180437.12,12
1869,m03,SSD,1600000,1024,4,32,58,4,re-readers,7051146.38,12
5442,m03,SSD,1600000,1024,4,32,59,1,initial-writers,3041637.18,12
5443,m03,SSD,1600000,1024,4,32,59,2,rewriters,5169631.25,12
5444,m03,SSD,1600000,1024,4,32,59,3,readers,9182333.09,12
5445,m03,SSD,1600000,1024,4,32,59,4,re-readers,9352513.69,12
3262,m03,SSD,1600000,1024,4,32,60,1,initial-writers,2879563.67,12
3263,m03,SSD,1600000,1024,4,32,60,2,rewriters,5443292.56,12
3264,m03,SSD,1600000,1024,4,32,60,3,readers,9488657.56,12
3265,m03,SSD,1600000,1024,4,32,60,4,re-readers,10611002.25,12
4828,m03,SSD,1600000,1024,4,32,61,1,initial-writers,1991199.48,12
4829,m03,SSD,1600000,1024,4,32,61,2,rewriters,6446157.06,12
4830,m03,SSD,1600000,1024,4,32,61,3,readers,10340471.56,12
4831,m03,SSD,1600000,1024,4,32,61,4,re-readers,9142894.47,12
6226,m03,SSD,1600000,1024,4,32,62,1,initial-writers,1712158.41,12
6227,m03,SSD,1600000,1024,4,32,62,2,rewriters,4374149.09,12
6228,m03,SSD,1600000,1024,4,32,62,3,readers,6833291.38,12
6229,m03,SSD,1600000,1024,4,32,62,4,re-readers,9892223.53,12
5746,m03,SSD,1600000,1024,4,32,63,1,initial-writers,2619009.03,12
5747,m03,SSD,1600000,1024,4,32,63,2,rewriters,5088097.69,12
5748,m03,SSD,1600000,1024,4,32,63,3,readers,7361257.12,12
5749,m03,SSD,1600000,1024,4,32,63,4,re-readers,6022050.12,12
5292,m03,SSD,1600000,1024,4,32,64,1,initial-writers,2877768.89,12
5293,m03,SSD,1600000,1024,4,32,64,2,rewriters,6238188.86,12
5294,m03,SSD,1600000,1024,4,32,64,3,readers,8817100.75,12
5295,m03,SSD,1600000,1024,4,32,64,4,re-readers,10298701.22,12
5430,m03,SSD,1600000,1024,4,32,65,1,initial-writers,2542244.80,12
5431,m03,SSD,1600000,1024,4,32,65,2,rewriters,5121979.12,12
5432,m03,SSD,1600000,1024,4,32,65,3,readers,9640805.87,12
