data,host,media,freq,fsize,rsize,threads,test,iter,throughput,runtime
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,128,6085661.81,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,129,6749703.5,22
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,130,5998082.41,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,131,5733604.58,20
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,132,6718485.59,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,133,5755221.19,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,134,6305375.56,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,135,6183751.72,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,136,5848910.5,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,137,5799263.03,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,138,6009659.84,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,139,6659147.72,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,140,6293318.22,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,141,6535776.75,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,142,5983720.22,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,143,6276966.12,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,144,5081421.66,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,145,6852899.12,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,146,5643368.78,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,147,6284880.72,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,148,6192763.16,20
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,149,6719982.44,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,rewriters,150,6981005.56,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,1,13557379.22,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,2,12545651.62,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,3,13673641.19,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,4,11472648.83,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,5,13094060.53,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,6,11820841.75,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,7,11840932.81,21
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,8,12885140.0,20
old-cpu-scaling,m03,SSD,1200000,32768,1024,16,random-readers,9,14047566.38,21
