,host,media,freq,fsize,rsize,threads,iter,subiter,test,throughput,runtime
18384,m04,SSD,1600000,256,64,1,45,3,readers,1952947.75,12
18385,m04,SSD,1600000,256,64,1,45,4,re-readers,2463808.50,12
24790,m04,SSD,1600000,256,64,1,46,1,initial-writers,865358.56,12
24791,m04,SSD,1600000,256,64,1,46,2,rewriters,1729594.00,12
24792,m04,SSD,1600000,256,64,1,46,3,readers,2131261.75,12
24793,m04,SSD,1600000,256,64,1,46,4,re-readers,2458168.00,12
18784,m04,SSD,1600000,256,64,1,47,1,initial-writers,828628.75,12
18785,m04,SSD,1600000,256,64,1,47,2,rewriters,1696795.38,12
18786,m04,SSD,1600000,256,64,1,47,3,readers,2000242.88,12
18787,m04,SSD,1600000,256,64,1,47,4,re-readers,2458168.00,12
21890,m04,SSD,1600000,256,64,1,48,1,initial-writers,873809.31,12
21891,m04,SSD,1600000,256,64,1,48,2,rewriters,1729594.00,12
21892,m04,SSD,1600000,256,64,1,48,3,readers,2205688.75,12
21893,m04,SSD,1600000,256,64,1,48,4,re-readers,2463808.50,12
18302,m04,SSD,1600000,256,64,1,49,1,initial-writers,927393.81,12
18303,m04,SSD,1600000,256,64,1,49,2,rewriters,1729594.00,12
18304,m04,SSD,1600000,256,64,1,49,3,readers,2509882.00,12
18305,m04,SSD,1600000,256,64,1,49,4,re-readers,2463808.50,12
25056,m04,SSD,1600000,256,64,1,50,1,initial-writers,836374.12,12
25057,m04,SSD,1600000,256,64,1,50,2,rewriters,1729594.00,12
25058,m04,SSD,1600000,256,64,1,50,3,readers,2187712.75,12
25059,m04,SSD,1600000,256,64,1,50,4,re-readers,2435862.00,12
20390,m04,SSD,1600000,256,64,1,51,1,initial-writers,894929.81,12
20391,m04,SSD,1600000,256,64,1,51,2,rewriters,1729594.00,12
20392,m04,SSD,1600000,256,64,1,51,3,readers,2533571.00,12
20393,m04,SSD,1600000,256,64,1,51,4,re-readers,2435862.00,12
20482,m04,SSD,1600000,256,64,1,52,1,initial-writers,858440.19,12
20483,m04,SSD,1600000,256,64,1,52,2,rewriters,1340826.88,12
20484,m04,SSD,1600000,256,64,1,52,3,readers,2187712.75,12
20485,m04,SSD,1600000,256,64,1,52,4,re-readers,2441400.50,12
18316,m04,SSD,1600000,256,64,1,53,1,initial-writers,894929.81,12
18317,m04,SSD,1600000,256,64,1,53,2,rewriters,1506359.75,12
18318,m04,SSD,1600000,256,64,1,53,3,readers,2509882.00,12
18319,m04,SSD,1600000,256,64,1,53,4,re-readers,2509882.00,12
22322,m04,SSD,1600000,256,64,1,54,1,initial-writers,870268.19,12
22323,m04,SSD,1600000,256,64,1,54,2,rewriters,1718521.12,12
22324,m04,SSD,1600000,256,64,1,54,3,readers,2170027.25,12
22325,m04,SSD,1600000,256,64,1,54,4,re-readers,2486632.00,12
24920,m04,SSD,1600000,256,64,1,55,1,initial-writers,831194.56,12
24921,m04,SSD,1600000,256,64,1,55,2,rewriters,1686137.25,12
24922,m04,SSD,1600000,256,64,1,55,3,readers,1981783.88,12
24923,m04,SSD,1600000,256,64,1,55,4,re-readers,2463808.50,12
24962,m04,SSD,1600000,256,64,1,56,1,initial-writers,868157.25,12
24963,m04,SSD,1600000,256,64,1,56,2,rewriters,1570244.00,12
24964,m04,SSD,1600000,256,64,1,56,3,readers,1970871.00,12
24965,m04,SSD,1600000,256,64,1,56,4,re-readers,1778290.25,12
20138,m04,SSD,1600000,256,64,1,57,1,initial-writers,903970.94,12
20139,m04,SSD,1600000,256,64,1,57,2,rewriters,1740810.38,12
20140,m04,SSD,1600000,256,64,1,57,3,readers,2509882.00,12
20141,m04,SSD,1600000,256,64,1,57,4,re-readers,2480886.50,12
22798,m04,SSD,1600000,256,64,1,58,1,initial-writers,841618.62,12
22799,m04,SSD,1600000,256,64,1,58,2,rewriters,1729594.00,12
22800,m04,SSD,1600000,256,64,1,58,3,readers,2170027.25,12
22801,m04,SSD,1600000,256,64,1,58,4,re-readers,2504028.75,12
24846,m04,SSD,1600000,256,64,1,59,1,initial-writers,753077.25,12
24847,m04,SSD,1600000,256,64,1,59,2,rewriters,1561112.12,12
24848,m04,SSD,1600000,256,64,1,59,3,readers,2486632.00,12
24849,m04,SSD,1600000,256,64,1,59,4,re-readers,2435862.00,12
19830,m04,SSD,1600000,256,64,1,60,1,initial-writers,847597.88,12
19831,m04,SSD,1600000,256,64,1,60,2,rewriters,1579483.38,12
19832,m04,SSD,1600000,256,64,1,60,3,readers,2015259.50,12
19833,m04,SSD,1600000,256,64,1,60,4,re-readers,2413957.00,12
21842,m04,SSD,1600000,256,64,1,61,1,initial-writers,891956.12,12
21843,m04,SSD,1600000,256,64,1,61,2,rewriters,1561112.12,12
21844,m04,SSD,1600000,256,64,1,61,3,readers,2533571.00,12
21845,m04,SSD,1600000,256,64,1,61,4,re-readers,2509882.00,12
20110,m04,SSD,1600000,256,64,1,62,1,initial-writers,855703.69,12
20111,m04,SSD,1600000,256,64,1,62,2,rewriters,1248819.12,12
20112,m04,SSD,1600000,256,64,1,62,3,readers,2486632.00,12
20113,m04,SSD,1600000,256,64,1,62,4,re-readers,1842366.62,12
23366,m04,SSD,1600000,256,64,1,63,1,initial-writers,817898.50,12
23367,m04,SSD,1600000,256,64,1,63,2,rewriters,1707589.12,12
23368,m04,SSD,1600000,256,64,1,63,3,readers,2533571.00,12
23369,m04,SSD,1600000,256,64,1,63,4,re-readers,1911233.38,12
23420,m04,SSD,1600000,256,64,1,64,1,initial-writers,870974.12,12
23421,m04,SSD,1600000,256,64,1,64,2,rewriters,1334162.75,12
23422,m04,SSD,1600000,256,64,1,64,3,readers,2480886.50,12
23423,m04,SSD,1600000,256,64,1,64,4,re-readers,2170027.25,12
21864,m04,SSD,1600000,256,64,1,65,1,initial-writers,850282.69,12
21865,m04,SSD,1600000,256,64,1,65,2,rewriters,1248819.12,12
21866,m04,SSD,1600000,256,64,1,65,3,readers,2463808.50,12
21867,m04,SSD,1600000,256,64,1,65,4,re-readers,1911233.38,12
21440,m04,SSD,1600000,256,64,1,66,1,initial-writers,842278.81,12
21441,m04,SSD,1600000,256,64,1,66,2,rewriters,1707589.12,12
21442,m04,SSD,1600000,256,64,1,66,3,readers,2509882.00,12
21443,m04,SSD,1600000,256,64,1,66,4,re-readers,1924938.75,12
20602,m04,SSD,1600000,256,64,1,67,1,initial-writers,847597.88,12
20603,m04,SSD,1600000,256,64,1,67,2,rewriters,1729594.00,12
20604,m04,SSD,1600000,256,64,1,67,3,readers,2533571.00,12
20605,m04,SSD,1600000,256,64,1,67,4,re-readers,1924938.75,12
20570,m04,SSD,1600000,256,64,1,68,1,initial-writers,859127.00,12
20571,m04,SSD,1600000,256,64,1,68,2,rewriters,1243036.25,12
20572,m04,SSD,1600000,256,64,1,68,3,readers,1952947.75,12
20573,m04,SSD,1600000,256,64,1,68,4,re-readers,1938842.00,12
19826,m04,SSD,1600000,256,64,1,69,1,initial-writers,706964.56,12
19827,m04,SSD,1600000,256,64,1,69,2,rewriters,1707589.12,12
19828,m04,SSD,1600000,256,64,1,69,3,readers,2486632.00,12
19829,m04,SSD,1600000,256,64,1,69,4,re-readers,1907837.38,12
24134,m04,SSD,1600000,256,64,1,70,1,initial-writers,865358.56,12
24135,m04,SSD,1600000,256,64,1,70,2,rewriters,1718521.12,12
24136,m04,SSD,1600000,256,64,1,70,3,readers,2509882.00,12
24137,m04,SSD,1600000,256,64,1,70,4,re-readers,2463808.50,12
19962,m04,SSD,1600000,256,64,1,71,1,initial-writers,861885.50,12
19963,m04,SSD,1600000,256,64,1,71,2,rewriters,1704877.88,12
19964,m04,SSD,1600000,256,64,1,71,3,readers,2509882.00,12
19965,m04,SSD,1600000,256,64,1,71,4,re-readers,1938842.00,12
17458,m04,SSD,1600000,256,64,1,72,1,initial-writers,668246.25,12
17459,m04,SSD,1600000,256,64,1,72,2,rewriters,1729594.00,12
17460,m04,SSD,1600000,256,64,1,72,3,readers,2533571.00,12
17461,m04,SSD,1600000,256,64,1,72,4,re-readers,2463808.50,12
18288,m04,SSD,1600000,256,64,1,73,1,initial-writers,693718.75,12
18289,m04,SSD,1600000,256,64,1,73,2,rewriters,1325925.25,12
18290,m04,SSD,1600000,256,64,1,73,3,readers,2413957.00,12
18291,m04,SSD,1600000,256,64,1,73,4,re-readers,2419396.25,12
22274,m04,SSD,1600000,256,64,1,74,1,initial-writers,858440.19,12
22275,m04,SSD,1600000,256,64,1,74,2,rewriters,1704877.88,12
22276,m04,SSD,1600000,256,64,1,74,3,readers,2533571.00,12
22277,m04,SSD,1600000,256,64,1,74,4,re-readers,1600674.75,12
21946,m04,SSD,1600000,256,64,1,75,1,initial-writers,684869.19,12
21947,m04,SSD,1600000,256,64,1,75,2,rewriters,1715775.00,12
21948,m04,SSD,1600000,256,64,1,75,3,readers,2135500.50,12
21949,m04,SSD,1600000,256,64,1,75,4,re-readers,2463808.50,12
20628,m04,SSD,1600000,256,64,1,76,1,initial-writers,644965.25,12
20629,m04,SSD,1600000,256,64,1,76,2,rewriters,1683493.50,12
20630,m04,SSD,1600000,256,64,1,76,3,readers,2509882.00,12
20631,m04,SSD,1600000,256,64,1,76,4,re-readers,2463808.50,12
26076,m04,SSD,1600000,256,64,1,77,1,initial-writers,841618.62,12
26077,m04,SSD,1600000,256,64,1,77,2,rewriters,1347557.88,12
26078,m04,SSD,1600000,256,64,1,77,3,readers,2509882.00,12
26079,m04,SSD,1600000,256,64,1,77,4,re-readers,2152625.50,12
26012,m04,SSD,1600000,256,64,1,78,1,initial-writers,850282.69,12
26013,m04,SSD,1600000,256,64,1,78,2,rewriters,1718521.12,12
26014,m04,SSD,1600000,256,64,1,78,3,readers,2509882.00,12
26015,m04,SSD,1600000,256,64,1,78,4,re-readers,2463808.50,12
21712,m04,SSD,1600000,256,64,1,79,1,initial-writers,901693.56,12
21713,m04,SSD,1600000,256,64,1,79,2,rewriters,1588832.12,12
21714,m04,SSD,1600000,256,64,1,79,3,readers,1967260.12,12
21715,m04,SSD,1600000,256,64,1,79,4,re-readers,1938842.00,12
18736,m04,SSD,1600000,256,64,1,80,1,initial-writers,907792.25,12
18737,m04,SSD,1600000,256,64,1,80,2,rewriters,1549845.50,12
18738,m04,SSD,1600000,256,64,1,80,3,readers,2486632.00,12
18739,m04,SSD,1600000,256,64,1,80,4,re-readers,2458168.00,12
18548,m04,SSD,1600000,256,64,1,81,1,initial-writers,693718.75,12
18549,m04,SSD,1600000,256,64,1,81,2,rewriters,1471270.75,12
18550,m04,SSD,1600000,256,64,1,81,3,readers,1778290.25,12
18551,m04,SSD,1600000,256,64,1,81,4,re-readers,2509882.00,12
17404,m04,SSD,1600000,256,64,1,82,1,initial-writers,836374.12,12
17405,m04,SSD,1600000,256,64,1,82,2,rewriters,1673001.38,12
17406,m04,SSD,1600000,256,64,1,82,3,readers,2000242.88,12
17407,m04,SSD,1600000,256,64,1,82,4,re-readers,2458168.00,12
22700,m04,SSD,1600000,256,64,1,83,1,initial-writers,847597.88,12
22701,m04,SSD,1600000,256,64,1,83,2,rewriters,1570244.00,12
22702,m04,SSD,1600000,256,64,1,83,3,readers,1802167.62,12
22703,m04,SSD,1600000,256,64,1,83,4,re-readers,2435862.00,12
22902,m04,SSD,1600000,256,64,1,84,1,initial-writers,850282.69,12
22903,m04,SSD,1600000,256,64,1,84,2,rewriters,1248819.12,12
22904,m04,SSD,1600000,256,64,1,84,3,readers,1956506.25,12
22905,m04,SSD,1600000,256,64,1,84,4,re-readers,2486632.00,12
22146,m04,SSD,1600000,256,64,1,85,1,initial-writers,861885.50,12
22147,m04,SSD,1600000,256,64,1,85,2,rewriters,1471270.75,12
22148,m04,SSD,1600000,256,64,1,85,3,readers,2114473.75,12
22149,m04,SSD,1600000,256,64,1,85,4,re-readers,2413957.00,12
24602,m04,SSD,1600000,256,64,1,86,1,initial-writers,856386.19,12
24603,m04,SSD,1600000,256,64,1,86,2,rewriters,1506359.75,12
24604,m04,SSD,1600000,256,64,1,86,3,readers,2557711.50,12
24605,m04,SSD,1600000,256,64,1,86,4,re-readers,2458168.00,12
20190,m04,SSD,1600000,256,64,1,87,1,initial-writers,847597.88,12
20191,m04,SSD,1600000,256,64,1,87,2,rewriters,1729594.00,12
20192,m04,SSD,1600000,256,64,1,87,3,readers,1778290.25,12
20193,m04,SSD,1600000,256,64,1,87,4,re-readers,2463808.50,12
23940,m04,SSD,1600000,256,64,1,88,1,initial-writers,691930.62,12
23941,m04,SSD,1600000,256,64,1,88,2,rewriters,1561112.12,12
23942,m04,SSD,1600000,256,64,1,88,3,readers,2486632.00,12
23943,m04,SSD,1600000,256,64,1,88,4,re-readers,2458168.00,12
24862,m04,SSD,1600000,256,64,1,89,1,initial-writers,684432.62,12
24863,m04,SSD,1600000,256,64,1,89,2,rewriters,1718521.12,12
24864,m04,SSD,1600000,256,64,1,89,3,readers,1778290.25,12
24865,m04,SSD,1600000,256,64,1,89,4,re-readers,2486632.00,12
21954,m04,SSD,1600000,256,64,1,90,1,initial-writers,831194.56,12
21955,m04,SSD,1600000,256,64,1,90,2,rewriters,1570244.00,12
21956,m04,SSD,1600000,256,64,1,90,3,readers,2480886.50,12
21957,m04,SSD,1600000,256,64,1,90,4,re-readers,2486632.00,12
24624,m04,SSD,1600000,256,64,1,91,1,initial-writers,852984.56,12
24625,m04,SSD,1600000,256,64,1,91,2,rewriters,1740810.38,12
24626,m04,SSD,1600000,256,64,1,91,3,readers,2509882.00,12
24627,m04,SSD,1600000,256,64,1,91,4,re-readers,2486632.00,12
25798,m04,SSD,1600000,256,64,1,92,1,initial-writers,680960.12,12
25799,m04,SSD,1600000,256,64,1,92,2,rewriters,1581810.25,12
25800,m04,SSD,1600000,256,64,1,92,3,readers,2509882.00,12
25801,m04,SSD,1600000,256,64,1,92,4,re-readers,2486632.00,12
19686,m04,SSD,1600000,256,64,1,93,1,initial-writers,841618.62,12
19687,m04,SSD,1600000,256,64,1,93,2,rewriters,1729594.00,12
19688,m04,SSD,1600000,256,64,1,93,3,readers,2205688.75,12
19689,m04,SSD,1600000,256,64,1,93,4,re-readers,2463808.50,12
21738,m04,SSD,1600000,256,64,1,94,1,initial-writers,842278.81,12
21739,m04,SSD,1600000,256,64,1,94,2,rewriters,1591186.62,12
21740,m04,SSD,1600000,256,64,1,94,3,readers,2480886.50,12
21741,m04,SSD,1600000,256,64,1,94,4,re-readers,2463808.50,12
25366,m04,SSD,1600000,256,64,1,95,1,initial-writers,828628.75,12
25367,m04,SSD,1600000,256,64,1,95,2,rewriters,1707589.12,12
25368,m04,SSD,1600000,256,64,1,95,3,readers,2187712.75,12
25369,m04,SSD,1600000,256,64,1,95,4,re-readers,2463808.50,12
24810,m04,SSD,1600000,256,64,1,96,1,initial-writers,853662.75,12
24811,m04,SSD,1600000,256,64,1,96,2,rewriters,1561112.12,12
24812,m04,SSD,1600000,256,64,1,96,3,readers,2486632.00,12
24813,m04,SSD,1600000,256,64,1,96,4,re-readers,2441400.50,12
25252,m04,SSD,1600000,256,64,1,97,1,initial-writers,691930.62,12
25253,m04,SSD,1600000,256,64,1,97,2,rewriters,1552085.75,12
25254,m04,SSD,1600000,256,64,1,97,3,readers,2486632.00,12
25255,m04,SSD,1600000,256,64,1,97,4,re-readers,2419396.25,12
24478,m04,SSD,1600000,256,64,1,98,1,initial-writers,850282.69,12
24479,m04,SSD,1600000,256,64,1,98,2,rewriters,1540948.62,12
24480,m04,SSD,1600000,256,64,1,98,3,readers,2148318.50,12
24481,m04,SSD,1600000,256,64,1,98,4,re-readers,2413957.00,12
21928,m04,SSD,1600000,256,64,1,99,1,initial-writers,876663.00,12
21929,m04,SSD,1600000,256,64,1,99,2,rewriters,1413179.38,12
21930,m04,SSD,1600000,256,64,1,99,3,readers,2463808.50,12
21931,m04,SSD,1600000,256,64,1,99,4,re-readers,2435862.00,12
23292,m04,SSD,1600000,256,64,1,100,1,initial-writers,859127.00,12
23293,m04,SSD,1600000,256,64,1,100,2,rewriters,1561112.12,12
23294,m04,SSD,1600000,256,64,1,100,3,readers,2533571.00,12
23295,m04,SSD,1600000,256,64,1,100,4,re-readers,1924938.75,12
20384,m04,SSD,1600000,256,64,1,101,1,initial-writers,673696.81,12
20385,m04,SSD,1600000,256,64,1,101,2,rewriters,1704877.88,12
20386,m04,SSD,1600000,256,64,1,101,3,readers,2205688.75,12
20387,m04,SSD,1600000,256,64,1,101,4,re-readers,2480886.50,12
18654,m04,SSD,1600000,256,64,1,102,1,initial-writers,695516.19,12
18655,m04,SSD,1600000,256,64,1,102,2,rewriters,1570244.00,12
18656,m04,SSD,1600000,256,64,1,102,3,readers,2509882.00,12
18657,m04,SSD,1600000,256,64,1,102,4,re-readers,1938842.00,12
25576,m04,SSD,1600000,256,64,1,103,1,initial-writers,703260.31,12
25577,m04,SSD,1600000,256,64,1,103,2,rewriters,1704877.88,12
25578,m04,SSD,1600000,256,64,1,103,3,readers,2486632.00,12
25579,m04,SSD,1600000,256,64,1,103,4,re-readers,1952947.75,12
24550,m04,SSD,1600000,256,64,1,104,1,initial-writers,861885.50,12
24551,m04,SSD,1600000,256,64,1,104,2,rewriters,1718521.12,12
24552,m04,SSD,1600000,256,64,1,104,3,readers,2135500.50,12
24553,m04,SSD,1600000,256,64,1,104,4,re-readers,2441400.50,12
19248,m04,SSD,1600000,256,64,1,105,1,initial-writers,841618.62,12
19249,m04,SSD,1600000,256,64,1,105,2,rewriters,1718521.12,12
19250,m04,SSD,1600000,256,64,1,105,3,readers,2065659.88,12
19251,m04,SSD,1600000,256,64,1,105,4,re-readers,2480886.50,12
17808,m04,SSD,1600000,256,64,1,106,1,initial-writers,864661.75,12
17809,m04,SSD,1600000,256,64,1,106,2,rewriters,1549845.50,12
17810,m04,SSD,1600000,256,64,1,106,3,readers,1855098.88,12
17811,m04,SSD,1600000,256,64,1,106,4,re-readers,1970871.00,12
25444,m04,SSD,1600000,256,64,1,107,1,initial-writers,853662.75,12
25445,m04,SSD,1600000,256,64,1,107,2,rewriters,1514860.50,12
25446,m04,SSD,1600000,256,64,1,107,3,readers,2486632.00,12
25447,m04,SSD,1600000,256,64,1,107,4,re-readers,2413957.00,12
24518,m04,SSD,1600000,256,64,1,108,1,initial-writers,873809.31,12
24519,m04,SSD,1600000,256,64,1,108,2,rewriters,1561112.12,12
24520,m04,SSD,1600000,256,64,1,108,3,readers,2509882.00,12
24521,m04,SSD,1600000,256,64,1,108,4,re-readers,2458168.00,12
17704,m04,SSD,1600000,256,64,1,109,1,initial-writers,844265.62,12
17705,m04,SSD,1600000,256,64,1,109,2,rewriters,1683493.50,12
17706,m04,SSD,1600000,256,64,1,109,3,readers,2486632.00,12
17707,m04,SSD,1600000,256,64,1,109,4,re-readers,2392442.50,12
22352,m04,SSD,1600000,256,64,1,110,1,initial-writers,883152.50,12
22353,m04,SSD,1600000,256,64,1,110,2,rewriters,1673001.38,12
22354,m04,SSD,1600000,256,64,1,110,3,readers,2463808.50,12
22355,m04,SSD,1600000,256,64,1,110,4,re-readers,2435862.00,12
23690,m04,SSD,1600000,256,64,1,111,1,initial-writers,826078.75,12
23691,m04,SSD,1600000,256,64,1,111,2,rewriters,1704877.88,12
23692,m04,SSD,1600000,256,64,1,111,3,readers,1763685.50,12
23693,m04,SSD,1600000,256,64,1,111,4,re-readers,2435862.00,12
24186,m04,SSD,1600000,256,64,1,112,1,initial-writers,861885.50,12
24187,m04,SSD,1600000,256,64,1,112,2,rewriters,1696795.38,12
24188,m04,SSD,1600000,256,64,1,112,3,readers,2345409.50,12
24189,m04,SSD,1600000,256,64,1,112,4,re-readers,2435862.00,12
22032,m04,SSD,1600000,256,64,1,113,1,initial-writers,850956.56,12
22033,m04,SSD,1600000,256,64,1,113,2,rewriters,1696795.38,12
22034,m04,SSD,1600000,256,64,1,113,3,readers,2463808.50,12
22035,m04,SSD,1600000,256,64,1,113,4,re-readers,2152625.50,12
25000,m04,SSD,1600000,256,64,1,114,1,initial-writers,817898.50,12
25001,m04,SSD,1600000,256,64,1,114,2,rewriters,1718521.12,12
25002,m04,SSD,1600000,256,64,1,114,3,readers,1790149.38,12
25003,m04,SSD,1600000,256,64,1,114,4,re-readers,2480886.50,12
19326,m04,SSD,1600000,256,64,1,115,1,initial-writers,852984.56,12
19327,m04,SSD,1600000,256,64,1,115,2,rewriters,1707589.12,12
19328,m04,SSD,1600000,256,64,1,115,3,readers,2350543.75,12
19329,m04,SSD,1600000,256,64,1,115,4,re-readers,2435862.00,12
23304,m04,SSD,1600000,256,64,1,116,1,initial-writers,837026.12,12
23305,m04,SSD,1600000,256,64,1,116,2,rewriters,1707589.12,12
23306,m04,SSD,1600000,256,64,1,116,3,readers,2170027.25,12
23307,m04,SSD,1600000,256,64,1,116,4,re-readers,2435862.00,12
19584,m04,SSD,1600000,256,64,1,117,1,initial-writers,861885.50,12
19585,m04,SSD,1600000,256,64,1,117,2,rewriters,1447470.38,12
19586,m04,SSD,1600000,256,64,1,117,3,readers,2509882.00,12
19587,m04,SSD,1600000,256,64,1,117,4,re-readers,2463808.50,12
20212,m04,SSD,1600000,256,64,1,118,1,initial-writers,691930.62,12
20213,m04,SSD,1600000,256,64,1,118,2,rewriters,1540948.62,12
20214,m04,SSD,1600000,256,64,1,118,3,readers,2000242.88,12
20215,m04,SSD,1600000,256,64,1,118,4,re-readers,2463808.50,12
20094,m04,SSD,1600000,256,64,1,119,1,initial-writers,844930.00,12
20095,m04,SSD,1600000,256,64,1,119,2,rewriters,1662639.00,12
20096,m04,SSD,1600000,256,64,1,119,3,readers,2435862.00,12
20097,m04,SSD,1600000,256,64,1,119,4,re-readers,2148318.50,12
21974,m04,SSD,1600000,256,64,1,120,1,initial-writers,864661.75,12
21975,m04,SSD,1600000,256,64,1,120,2,rewriters,1718521.12,12
21976,m04,SSD,1600000,256,64,1,120,3,readers,2165650.50,12
21977,m04,SSD,1600000,256,64,1,120,4,re-readers,2509882.00,12
21818,m04,SSD,1600000,256,64,1,121,1,initial-writers,802614.19,12
21819,m04,SSD,1600000,256,64,1,121,2,rewriters,1591186.62,12
21820,m04,SSD,1600000,256,64,1,121,3,readers,2509882.00,12
21821,m04,SSD,1600000,256,64,1,121,4,re-readers,2170027.25,12
24154,m04,SSD,1600000,256,64,1,122,1,initial-writers,855703.69,12
24155,m04,SSD,1600000,256,64,1,122,2,rewriters,1540948.62,12
24156,m04,SSD,1600000,256,64,1,122,3,readers,2441400.50,12
24157,m04,SSD,1600000,256,64,1,122,4,re-readers,2486632.00,12
23560,m04,SSD,1600000,256,64,1,123,1,initial-writers,861885.50,12
23561,m04,SSD,1600000,256,64,1,123,2,rewriters,1694118.25,12
23562,m04,SSD,1600000,256,64,1,123,3,readers,2486632.00,12
23563,m04,SSD,1600000,256,64,1,123,4,re-readers,2413957.00,12
19652,m04,SSD,1600000,256,64,1,124,1,initial-writers,856386.19,12
19653,m04,SSD,1600000,256,64,1,124,2,rewriters,1552085.75,12
19654,m04,SSD,1600000,256,64,1,124,3,readers,2486632.00,12
19655,m04,SSD,1600000,256,64,1,124,4,re-readers,2435862.00,12
24100,m04,SSD,1600000,256,64,1,125,1,initial-writers,921029.88,12
24101,m04,SSD,1600000,256,64,1,125,2,rewriters,1683493.50,12
24102,m04,SSD,1600000,256,64,1,125,3,readers,2458168.00,12
24103,m04,SSD,1600000,256,64,1,125,4,re-readers,2118646.00,12
18042,m04,SSD,1600000,256,64,1,126,1,initial-writers,861885.50,12
18043,m04,SSD,1600000,256,64,1,126,2,rewriters,1243036.25,12
18044,m04,SSD,1600000,256,64,1,126,3,readers,1790149.38,12
18045,m04,SSD,1600000,256,64,1,126,4,re-readers,2463808.50,12
23610,m04,SSD,1600000,256,64,1,127,1,initial-writers,800221.56,12
23611,m04,SSD,1600000,256,64,1,127,2,rewriters,1237306.62,12
23612,m04,SSD,1600000,256,64,1,127,3,readers,1826695.12,12
23613,m04,SSD,1600000,256,64,1,127,4,re-readers,2135500.50,12
17794,m04,SSD,1600000,256,64,1,128,1,initial-writers,864661.75,12
17795,m04,SSD,1600000,256,64,1,128,2,rewriters,1570244.00,12
17796,m04,SSD,1600000,256,64,1,128,3,readers,2015259.50,12
17797,m04,SSD,1600000,256,64,1,128,4,re-readers,1897721.75,12
21632,m04,SSD,1600000,256,64,1,129,1,initial-writers,705107.56,12
21633,m04,SSD,1600000,256,64,1,129,2,rewriters,1552085.75,12
21634,m04,SSD,1600000,256,64,1,129,3,readers,2509882.00,12
21635,m04,SSD,1600000,256,64,1,129,4,re-readers,2187712.75,12
21138,m04,SSD,1600000,256,64,1,130,1,initial-writers,847597.88,12
21139,m04,SSD,1600000,256,64,1,130,2,rewriters,1254656.00,12
21140,m04,SSD,1600000,256,64,1,130,3,readers,1967260.12,12
21141,m04,SSD,1600000,256,64,1,130,4,re-readers,1942349.38,12
21978,m04,SSD,1600000,256,64,1,131,1,initial-writers,677095.44,12
21979,m04,SSD,1600000,256,64,1,131,2,rewriters,1570244.00,12
21980,m04,SSD,1600000,256,64,1,131,3,readers,2533571.00,12
21981,m04,SSD,1600000,256,64,1,131,4,re-readers,1938842.00,12
23444,m04,SSD,1600000,256,64,1,132,1,initial-writers,850956.56,12
23445,m04,SSD,1600000,256,64,1,132,2,rewriters,1718521.12,12
23446,m04,SSD,1600000,256,64,1,132,3,readers,2435862.00,12
23447,m04,SSD,1600000,256,64,1,132,4,re-readers,2480886.50,12
22240,m04,SSD,1600000,256,64,1,133,1,initial-writers,850282.69,12
22241,m04,SSD,1600000,256,64,1,133,2,rewriters,1306564.00,12
22242,m04,SSD,1600000,256,64,1,133,3,readers,2205688.75,12
22243,m04,SSD,1600000,256,64,1,133,4,re-readers,1924938.75,12
18662,m04,SSD,1600000,256,64,1,134,1,initial-writers,839644.25,12
18663,m04,SSD,1600000,256,64,1,134,2,rewriters,1325925.25,12
18664,m04,SSD,1600000,256,64,1,134,3,readers,2486632.00,12
18665,m04,SSD,1600000,256,64,1,134,4,re-readers,1911233.38,12
23132,m04,SSD,1600000,256,64,1,135,1,initial-writers,837026.12,12
23133,m04,SSD,1600000,256,64,1,135,2,rewriters,1248819.12,12
23134,m04,SSD,1600000,256,64,1,135,3,readers,2435862.00,12
23135,m04,SSD,1600000,256,64,1,135,4,re-readers,2486632.00,12
21004,m04,SSD,1600000,256,64,1,136,1,initial-writers,842278.81,12
21005,m04,SSD,1600000,256,64,1,136,2,rewriters,1248819.12,12
21006,m04,SSD,1600000,256,64,1,136,3,readers,2413957.00,12
21007,m04,SSD,1600000,256,64,1,136,4,re-readers,2441400.50,12
22176,m04,SSD,1600000,256,64,1,137,1,initial-writers,844930.00,12
22177,m04,SSD,1600000,256,64,1,137,2,rewriters,1241598.88,12
22178,m04,SSD,1600000,256,64,1,137,3,readers,2509882.00,12
22179,m04,SSD,1600000,256,64,1,137,4,re-readers,2458168.00,12
20674,m04,SSD,1600000,256,64,1,138,1,initial-writers,802614.19,12
20675,m04,SSD,1600000,256,64,1,138,2,rewriters,1420658.50,12
20676,m04,SSD,1600000,256,64,1,138,3,readers,2435862.00,12
20677,m04,SSD,1600000,256,64,1,138,4,re-readers,2015259.50,12
24832,m04,SSD,1600000,256,64,1,139,1,initial-writers,828628.75,12
24833,m04,SSD,1600000,256,64,1,139,2,rewriters,1437779.38,12
24834,m04,SSD,1600000,256,64,1,139,3,readers,2486632.00,12
24835,m04,SSD,1600000,256,64,1,139,4,re-readers,2419396.25,12
23334,m04,SSD,1600000,256,64,1,140,1,initial-writers,904732.62,12
23335,m04,SSD,1600000,256,64,1,140,2,rewriters,1235882.50,12
23336,m04,SSD,1600000,256,64,1,140,3,readers,2441400.50,12
23337,m04,SSD,1600000,256,64,1,140,4,re-readers,2435862.00,12
