,host,media,freq,fsize,rsize,threads,iter,subiter,test,throughput,runtime
14229,m03,SSD,2800000,1024,16,1,60,4,random-writers,3696803.50,16
14982,m03,SSD,2800000,1024,16,1,61,1,initial-writers,1314730.00,16
14983,m03,SSD,2800000,1024,16,1,61,2,rewriters,3863055.75,16
14984,m03,SSD,2800000,1024,16,1,61,3,random-readers,4674511.00,16
14985,m03,SSD,2800000,1024,16,1,61,4,random-writers,3393070.00,16
16290,m03,SSD,2800000,1024,16,1,62,1,initial-writers,1326505.62,16
16291,m03,SSD,2800000,1024,16,1,62,2,rewriters,3894582.25,16
16292,m03,SSD,2800000,1024,16,1,62,3,random-readers,5444898.50,16
16293,m03,SSD,2800000,1024,16,1,62,4,random-writers,3778101.50,16
17316,m03,SSD,2800000,1024,16,1,63,1,initial-writers,1321200.88,16
17317,m03,SSD,2800000,1024,16,1,63,2,rewriters,3908759.75,16
17318,m03,SSD,2800000,1024,16,1,63,3,random-readers,5330028.50,16
17319,m03,SSD,2800000,1024,16,1,63,4,random-writers,3684119.50,16
10740,m03,SSD,2800000,1024,16,1,64,1,initial-writers,1309518.88,16
10741,m03,SSD,2800000,1024,16,1,64,2,rewriters,3880507.25,16
10742,m03,SSD,2800000,1024,16,1,64,3,random-readers,4574926.50,16
10743,m03,SSD,2800000,1024,16,1,64,4,random-writers,3709575.25,16
10132,m03,SSD,2800000,1024,16,1,65,1,initial-writers,1317957.50,16
10133,m03,SSD,2800000,1024,16,1,65,2,rewriters,3984918.00,16
10134,m03,SSD,2800000,1024,16,1,65,3,random-readers,5451810.00,16
10135,m03,SSD,2800000,1024,16,1,65,4,random-writers,3722435.50,16
15132,m03,SSD,2800000,1024,16,1,66,1,initial-writers,1311117.88,16
15133,m03,SSD,2800000,1024,16,1,66,2,rewriters,3951918.50,16
15134,m03,SSD,2800000,1024,16,1,66,3,random-readers,5363307.50,16
15135,m03,SSD,2800000,1024,16,1,66,4,random-writers,3481072.75,16
14986,m03,SSD,2800000,1024,16,1,67,1,initial-writers,1316341.75,16
14987,m03,SSD,2800000,1024,16,1,67,2,rewriters,3970183.75,16
14988,m03,SSD,2800000,1024,16,1,67,3,random-readers,5472650.50,16
14989,m03,SSD,2800000,1024,16,1,67,4,random-writers,3615883.75,16
11648,m03,SSD,2800000,1024,16,1,68,1,initial-writers,1329791.25,16
11649,m03,SSD,2800000,1024,16,1,68,2,rewriters,3709575.25,16
11650,m03,SSD,2800000,1024,16,1,68,3,random-readers,4920874.50,16
11651,m03,SSD,2800000,1024,16,1,68,4,random-writers,3696803.50,16
9046,m03,SSD,2800000,1024,16,1,69,1,initial-writers,1354535.00,16
9047,m03,SSD,2800000,1024,16,1,69,2,rewriters,3894582.25,16
9048,m03,SSD,2800000,1024,16,1,69,3,random-readers,5277632.00,16
9049,m03,SSD,2800000,1024,16,1,69,4,random-writers,3655896.00,16
10960,m03,SSD,2800000,1024,16,1,70,1,initial-writers,1329791.25,16
10961,m03,SSD,2800000,1024,16,1,70,2,rewriters,3955558.00,16
10962,m03,SSD,2800000,1024,16,1,70,3,random-readers,5336651.00,16
10963,m03,SSD,2800000,1024,16,1,70,4,random-writers,3696803.50,16
16882,m03,SSD,2800000,1024,16,1,71,1,initial-writers,1314327.62,16
16883,m03,SSD,2800000,1024,16,1,71,2,rewriters,3923040.75,16
16884,m03,SSD,2800000,1024,16,1,71,3,random-readers,5277632.00,16
16885,m03,SSD,2800000,1024,16,1,71,4,random-writers,3696803.50,16
13342,m03,SSD,2800000,1024,16,1,72,1,initial-writers,1361836.38,16
13343,m03,SSD,2800000,1024,16,1,72,2,rewriters,3984918.00,16
13344,m03,SSD,2800000,1024,16,1,72,3,random-readers,5417427.00,16
13345,m03,SSD,2800000,1024,16,1,72,4,random-writers,3684119.50,16
15514,m03,SSD,2800000,1024,16,1,73,1,initial-writers,1374475.00,16
15515,m03,SSD,2800000,1024,16,1,73,2,rewriters,3955558.00,16
15516,m03,SSD,2800000,1024,16,1,73,3,random-readers,5303701.00,16
15517,m03,SSD,2800000,1024,16,1,73,4,random-writers,3709575.25,16
15272,m03,SSD,2800000,1024,16,1,74,1,initial-writers,1309518.88,16
15273,m03,SSD,2800000,1024,16,1,74,2,rewriters,3880507.25,16
15274,m03,SSD,2800000,1024,16,1,74,3,random-readers,5363307.50,16
15275,m03,SSD,2800000,1024,16,1,74,4,random-writers,3696803.50,16
16924,m03,SSD,2800000,1024,16,1,75,1,initial-writers,1347311.50,16
16925,m03,SSD,2800000,1024,16,1,75,2,rewriters,3891053.75,16
16926,m03,SSD,2800000,1024,16,1,75,3,random-readers,4493557.00,16
16927,m03,SSD,2800000,1024,16,1,75,4,random-writers,3358577.00,16
16200,m03,SSD,2800000,1024,16,1,76,1,initial-writers,1316341.75,16
16201,m03,SSD,2800000,1024,16,1,76,2,rewriters,3937426.75,16
16202,m03,SSD,2800000,1024,16,1,76,3,random-readers,5303701.00,16
16203,m03,SSD,2800000,1024,16,1,76,4,random-writers,3684119.50,16
10002,m03,SSD,2800000,1024,16,1,77,1,initial-writers,1309518.88,16
10003,m03,SSD,2800000,1024,16,1,77,2,rewriters,3937426.75,16
10004,m03,SSD,2800000,1024,16,1,77,3,random-readers,5303701.00,16
10005,m03,SSD,2800000,1024,16,1,77,4,random-writers,3696803.50,16
12106,m03,SSD,2800000,1024,16,1,78,1,initial-writers,1335165.25,16
12107,m03,SSD,2800000,1024,16,1,78,2,rewriters,3970183.75,16
12108,m03,SSD,2800000,1024,16,1,78,3,random-readers,5336651.00,16
12109,m03,SSD,2800000,1024,16,1,78,4,random-writers,3606774.25,16
17326,m03,SSD,2800000,1024,16,1,79,1,initial-writers,1359680.75,16
17327,m03,SSD,2800000,1024,16,1,79,2,rewriters,3866533.50,16
17328,m03,SSD,2800000,1024,16,1,79,3,random-readers,5390231.50,16
17329,m03,SSD,2800000,1024,16,1,79,4,random-writers,3696803.50,16
16762,m03,SSD,2800000,1024,16,1,80,1,initial-writers,1321200.88,16
16763,m03,SSD,2800000,1024,16,1,80,2,rewriters,3849207.25,16
16764,m03,SSD,2800000,1024,16,1,80,3,random-readers,5417427.00,16
16765,m03,SSD,2800000,1024,16,1,80,4,random-writers,3696803.50,16
10576,m03,SSD,2800000,1024,16,1,81,1,initial-writers,1335165.25,16
10577,m03,SSD,2800000,1024,16,1,81,2,rewriters,3877004.25,16
10578,m03,SSD,2800000,1024,16,1,81,3,random-readers,5507740.00,16
10579,m03,SSD,2800000,1024,16,1,81,4,random-writers,3709575.25,16
8708,m03,SSD,2800000,1024,16,1,82,1,initial-writers,1328146.38,16
8709,m03,SSD,2800000,1024,16,1,82,2,rewriters,3937426.75,16
8710,m03,SSD,2800000,1024,16,1,82,3,random-readers,5390231.50,16
8711,m03,SSD,2800000,1024,16,1,82,4,random-writers,3631169.00,16
14792,m03,SSD,2800000,1024,16,1,83,1,initial-writers,1343938.88,16
14793,m03,SSD,2800000,1024,16,1,83,2,rewriters,3951918.50,16
14794,m03,SSD,2800000,1024,16,1,83,3,random-readers,5417427.00,16
14795,m03,SSD,2800000,1024,16,1,83,4,random-writers,3646584.00,16
12110,m03,SSD,2800000,1024,16,1,84,1,initial-writers,1307923.75,16
12111,m03,SSD,2800000,1024,16,1,84,2,rewriters,3863055.75,16
12112,m03,SSD,2800000,1024,16,1,84,3,random-readers,5390231.50,16
12113,m03,SSD,2800000,1024,16,1,84,4,random-writers,3709575.25,16
11756,m03,SSD,2800000,1024,16,1,85,1,initial-writers,1365299.62,16
11757,m03,SSD,2800000,1024,16,1,85,2,rewriters,3970183.75,16
11758,m03,SSD,2800000,1024,16,1,85,3,random-readers,5310258.50,16
11759,m03,SSD,2800000,1024,16,1,85,4,random-writers,3684119.50,16
16024,m03,SSD,2800000,1024,16,1,86,1,initial-writers,1329791.25,16
16025,m03,SSD,2800000,1024,16,1,86,2,rewriters,3863055.75,16
16026,m03,SSD,2800000,1024,16,1,86,3,random-readers,5500686.00,16
16027,m03,SSD,2800000,1024,16,1,86,4,random-writers,3684119.50,16
16422,m03,SSD,2800000,1024,16,1,87,1,initial-writers,1314730.00,16
16423,m03,SSD,2800000,1024,16,1,87,2,rewriters,3937426.75,16
16424,m03,SSD,2800000,1024,16,1,87,3,random-readers,5363307.50,16
16425,m03,SSD,2800000,1024,16,1,87,4,random-writers,3684119.50,16
11760,m03,SSD,2800000,1024,16,1,88,1,initial-writers,1331440.12,16
11761,m03,SSD,2800000,1024,16,1,88,2,rewriters,3966517.25,16
11762,m03,SSD,2800000,1024,16,1,88,3,random-readers,5390231.50,16
11763,m03,SSD,2800000,1024,16,1,88,4,random-writers,3738637.00,16
12308,m03,SSD,2800000,1024,16,1,89,1,initial-writers,1311117.88,16
12309,m03,SSD,2800000,1024,16,1,89,2,rewriters,3738637.00,16
12310,m03,SSD,2800000,1024,16,1,89,3,random-readers,5417427.00,16
12311,m03,SSD,2800000,1024,16,1,89,4,random-writers,3738637.00,16
13912,m03,SSD,2800000,1024,16,1,90,1,initial-writers,1340164.62,16
13913,m03,SSD,2800000,1024,16,1,90,2,rewriters,3970183.75,16
13914,m03,SSD,2800000,1024,16,1,90,3,random-readers,4715569.00,16
13915,m03,SSD,2800000,1024,16,1,90,4,random-writers,3696803.50,16
14042,m03,SSD,2800000,1024,16,1,91,1,initial-writers,1317957.50,16
14043,m03,SSD,2800000,1024,16,1,91,2,rewriters,3894582.25,16
14044,m03,SSD,2800000,1024,16,1,91,3,random-readers,5310258.50,16
14045,m03,SSD,2800000,1024,16,1,91,4,random-writers,3671522.00,16
14528,m03,SSD,2800000,1024,16,1,92,1,initial-writers,1340164.62,16
14529,m03,SSD,2800000,1024,16,1,92,2,rewriters,3863055.75,16
14530,m03,SSD,2800000,1024,16,1,92,3,random-readers,5417427.00,16
14531,m03,SSD,2800000,1024,16,1,92,4,random-writers,3684119.50,16
12980,m03,SSD,2800000,1024,16,1,93,1,initial-writers,1322828.62,16
12981,m03,SSD,2800000,1024,16,1,93,2,rewriters,3923040.75,16
12982,m03,SSD,2800000,1024,16,1,93,3,random-readers,5417427.00,16
12983,m03,SSD,2800000,1024,16,1,93,4,random-writers,3735385.50,16
11432,m03,SSD,2800000,1024,16,1,94,1,initial-writers,1352828.38,16
11433,m03,SSD,2800000,1024,16,1,94,2,rewriters,3891053.75,16
11434,m03,SSD,2800000,1024,16,1,94,3,random-readers,5417427.00,16
11435,m03,SSD,2800000,1024,16,1,94,4,random-writers,3709575.25,16
14680,m03,SSD,2800000,1024,16,1,95,1,initial-writers,1349004.25,16
14681,m03,SSD,2800000,1024,16,1,95,2,rewriters,3891053.75,16
14682,m03,SSD,2800000,1024,16,1,95,3,random-readers,5451810.00,16
14683,m03,SSD,2800000,1024,16,1,95,4,random-writers,3722435.50,16
16136,m03,SSD,2800000,1024,16,1,96,1,initial-writers,1329791.25,16
16137,m03,SSD,2800000,1024,16,1,96,2,rewriters,3905205.75,16
16138,m03,SSD,2800000,1024,16,1,96,3,random-readers,5330028.50,16
16139,m03,SSD,2800000,1024,16,1,96,4,random-writers,3684119.50,16
10304,m03,SSD,2800000,1024,16,1,97,1,initial-writers,1335165.25,16
10305,m03,SSD,2800000,1024,16,1,97,2,rewriters,3908759.75,16
10306,m03,SSD,2800000,1024,16,1,97,3,random-readers,5356618.50,16
10307,m03,SSD,2800000,1024,16,1,97,4,random-writers,3735385.50,16
15302,m03,SSD,2800000,1024,16,1,98,1,initial-writers,1329791.25,16
15303,m03,SSD,2800000,1024,16,1,98,2,rewriters,3894582.25,16
15304,m03,SSD,2800000,1024,16,1,98,3,random-readers,5303701.00,16
15305,m03,SSD,2800000,1024,16,1,98,4,random-writers,3709575.25,16
10536,m03,SSD,2800000,1024,16,1,99,1,initial-writers,1319577.12,16
10537,m03,SSD,2800000,1024,16,1,99,2,rewriters,3849207.25,16
10538,m03,SSD,2800000,1024,16,1,99,3,random-readers,5303701.00,16
10539,m03,SSD,2800000,1024,16,1,99,4,random-writers,3579719.25,16
14656,m03,SSD,2800000,1024,16,1,100,1,initial-writers,1338494.00,16
14657,m03,SSD,2800000,1024,16,1,100,2,rewriters,3908759.75,16
14658,m03,SSD,2800000,1024,16,1,100,3,random-readers,5444898.50,16
14659,m03,SSD,2800000,1024,16,1,100,4,random-writers,3725664.75,16
13980,m03,SSD,2800000,1024,16,1,101,1,initial-writers,1316341.75,16
13981,m03,SSD,2800000,1024,16,1,101,2,rewriters,3908759.75,16
13982,m03,SSD,2800000,1024,16,1,101,3,random-readers,5390231.50,16
13983,m03,SSD,2800000,1024,16,1,101,4,random-writers,3725664.75,16
9414,m03,SSD,2800000,1024,16,1,102,1,initial-writers,1329791.25,16
9415,m03,SSD,2800000,1024,16,1,102,2,rewriters,3877004.25,16
9416,m03,SSD,2800000,1024,16,1,102,3,random-readers,4920874.50,16
9417,m03,SSD,2800000,1024,16,1,102,4,random-writers,3722435.50,16
9346,m03,SSD,2800000,1024,16,1,103,1,initial-writers,1314730.00,16
9347,m03,SSD,2800000,1024,16,1,103,2,rewriters,3908759.75,16
9348,m03,SSD,2800000,1024,16,1,103,3,random-readers,5363307.50,16
9349,m03,SSD,2800000,1024,16,1,103,4,random-writers,3735385.50,16
15792,m03,SSD,2800000,1024,16,1,104,1,initial-writers,1336827.62,16
15793,m03,SSD,2800000,1024,16,1,104,2,rewriters,3923040.75,16
15794,m03,SSD,2800000,1024,16,1,104,3,random-readers,2968586.25,16
15795,m03,SSD,2800000,1024,16,1,104,4,random-writers,3738637.00,16
15188,m03,SSD,2800000,1024,16,1,105,1,initial-writers,1328146.38,16
15189,m03,SSD,2800000,1024,16,1,105,2,rewriters,3894582.25,16
15190,m03,SSD,2800000,1024,16,1,105,3,random-readers,5356618.50,16
15191,m03,SSD,2800000,1024,16,1,105,4,random-writers,3709575.25,16
9582,m03,SSD,2800000,1024,16,1,106,1,initial-writers,1336827.62,16
9583,m03,SSD,2800000,1024,16,1,106,2,rewriters,3894582.25,16
9584,m03,SSD,2800000,1024,16,1,106,3,random-readers,5251818.50,16
9585,m03,SSD,2800000,1024,16,1,106,4,random-writers,3748425.50,16
11356,m03,SSD,2800000,1024,16,1,107,1,initial-writers,1331853.00,16
11357,m03,SSD,2800000,1024,16,1,107,2,rewriters,3891053.75,16
11358,m03,SSD,2800000,1024,16,1,107,3,random-readers,5363307.50,16
11359,m03,SSD,2800000,1024,16,1,107,4,random-writers,3712782.00,16
11642,m03,SSD,2800000,1024,16,1,108,1,initial-writers,1361404.75,16
11643,m03,SSD,2800000,1024,16,1,108,2,rewriters,3970183.75,16
11644,m03,SSD,2800000,1024,16,1,108,3,random-readers,5444898.50,16
11645,m03,SSD,2800000,1024,16,1,108,4,random-writers,3722435.50,16
16118,m03,SSD,2800000,1024,16,1,109,1,initial-writers,1349428.12,16
16119,m03,SSD,2800000,1024,16,1,109,2,rewriters,3877004.25,16
16120,m03,SSD,2800000,1024,16,1,109,3,random-readers,5390231.50,16
16121,m03,SSD,2800000,1024,16,1,109,4,random-writers,3722435.50,16
14262,m03,SSD,2800000,1024,16,1,110,1,initial-writers,1312720.75,16
14263,m03,SSD,2800000,1024,16,1,110,2,rewriters,3863055.75,16
14264,m03,SSD,2800000,1024,16,1,110,3,random-readers,5500686.00,16
14265,m03,SSD,2800000,1024,16,1,110,4,random-writers,3722435.50,16
9204,m03,SSD,2800000,1024,16,1,111,1,initial-writers,1331853.00,16
9205,m03,SSD,2800000,1024,16,1,111,2,rewriters,3894582.25,16
9206,m03,SSD,2800000,1024,16,1,111,3,random-readers,5336651.00,16
9207,m03,SSD,2800000,1024,16,1,111,4,random-writers,3709575.25,16
11852,m03,SSD,2800000,1024,16,1,112,1,initial-writers,1319577.12,16
11853,m03,SSD,2800000,1024,16,1,112,2,rewriters,3579719.25,16
11854,m03,SSD,2800000,1024,16,1,112,3,random-readers,5277632.00,16
11855,m03,SSD,2800000,1024,16,1,112,4,random-writers,3655896.00,16
9998,m03,SSD,2800000,1024,16,1,113,1,initial-writers,1340164.62,16
9999,m03,SSD,2800000,1024,16,1,113,2,rewriters,3894582.25,16
10000,m03,SSD,2800000,1024,16,1,113,3,random-readers,5277632.00,16
10001,m03,SSD,2800000,1024,16,1,113,4,random-writers,3709575.25,16
16494,m03,SSD,2800000,1024,16,1,114,1,initial-writers,1331440.12,16
16495,m03,SSD,2800000,1024,16,1,114,2,rewriters,3877004.25,16
16496,m03,SSD,2800000,1024,16,1,114,3,random-readers,5444898.50,16
16497,m03,SSD,2800000,1024,16,1,114,4,random-writers,3709575.25,16
13638,m03,SSD,2800000,1024,16,1,115,1,initial-writers,1321200.88,16
13639,m03,SSD,2800000,1024,16,1,115,2,rewriters,3866533.50,16
13640,m03,SSD,2800000,1024,16,1,115,3,random-readers,5529011.00,16
13641,m03,SSD,2800000,1024,16,1,115,4,random-writers,3709575.25,16
15230,m03,SSD,2800000,1024,16,1,116,1,initial-writers,1324460.25,16
15231,m03,SSD,2800000,1024,16,1,116,2,rewriters,3908759.75,16
15232,m03,SSD,2800000,1024,16,1,116,3,random-readers,5363307.50,16
15233,m03,SSD,2800000,1024,16,1,116,4,random-writers,3738637.00,16
8724,m03,SSD,2800000,1024,16,1,117,1,initial-writers,1352402.38,16
8725,m03,SSD,2800000,1024,16,1,117,2,rewriters,3923040.75,16
8726,m03,SSD,2800000,1024,16,1,117,3,random-readers,5472650.50,16
8727,m03,SSD,2800000,1024,16,1,117,4,random-writers,3725664.75,16
16932,m03,SSD,2800000,1024,16,1,118,1,initial-writers,1335165.25,16
16933,m03,SSD,2800000,1024,16,1,118,2,rewriters,3894582.25,16
16934,m03,SSD,2800000,1024,16,1,118,3,random-readers,5507740.00,16
16935,m03,SSD,2800000,1024,16,1,118,4,random-writers,3631169.00,16
11376,m03,SSD,2800000,1024,16,1,119,1,initial-writers,1305935.25,16
11377,m03,SSD,2800000,1024,16,1,119,2,rewriters,3966517.25,16
11378,m03,SSD,2800000,1024,16,1,119,3,random-readers,5472650.50,16
11379,m03,SSD,2800000,1024,16,1,119,4,random-writers,3643490.50,16
11282,m03,SSD,2800000,1024,16,1,120,1,initial-writers,1296083.00,16
11283,m03,SSD,2800000,1024,16,1,120,2,rewriters,3923040.75,16
11284,m03,SSD,2800000,1024,16,1,120,3,random-readers,5417427.00,16
11285,m03,SSD,2800000,1024,16,1,120,4,random-writers,3506652.00,16
16418,m03,SSD,2800000,1024,16,1,121,1,initial-writers,1342258.75,16
16419,m03,SSD,2800000,1024,16,1,121,2,rewriters,3955558.00,16
16420,m03,SSD,2800000,1024,16,1,121,3,random-readers,5444898.50,16
16421,m03,SSD,2800000,1024,16,1,121,4,random-writers,3709575.25,16
17138,m03,SSD,2800000,1024,16,1,122,1,initial-writers,1326505.62,16
17139,m03,SSD,2800000,1024,16,1,122,2,rewriters,3894582.25,16
17140,m03,SSD,2800000,1024,16,1,122,3,random-readers,5390231.50,16
17141,m03,SSD,2800000,1024,16,1,122,4,random-writers,3696803.50,16
10348,m03,SSD,2800000,1024,16,1,123,1,initial-writers,1328146.38,16
10349,m03,SSD,2800000,1024,16,1,123,2,rewriters,3941039.50,16
10350,m03,SSD,2800000,1024,16,1,123,3,random-readers,5363307.50,16
10351,m03,SSD,2800000,1024,16,1,123,4,random-writers,3684119.50,16
16592,m03,SSD,2800000,1024,16,1,124,1,initial-writers,1326505.62,16
16593,m03,SSD,2800000,1024,16,1,124,2,rewriters,3908759.75,16
16594,m03,SSD,2800000,1024,16,1,124,3,random-readers,5472650.50,16
16595,m03,SSD,2800000,1024,16,1,124,4,random-writers,3722435.50,16
13678,m03,SSD,2800000,1024,16,1,125,1,initial-writers,1324460.25,16
13679,m03,SSD,2800000,1024,16,1,125,2,rewriters,3951918.50,16
13680,m03,SSD,2800000,1024,16,1,125,3,random-readers,4654248.50,16
13681,m03,SSD,2800000,1024,16,1,125,4,random-writers,3671522.00,16
13726,m03,SSD,2800000,1024,16,1,126,1,initial-writers,1309518.88,16
13727,m03,SSD,2800000,1024,16,1,126,2,rewriters,3894582.25,16
13728,m03,SSD,2800000,1024,16,1,126,3,random-readers,5479632.50,16
13729,m03,SSD,2800000,1024,16,1,126,4,random-writers,3722435.50,16
13552,m03,SSD,2800000,1024,16,1,127,1,initial-writers,1292961.62,16
13553,m03,SSD,2800000,1024,16,1,127,2,rewriters,3863055.75,16
13554,m03,SSD,2800000,1024,16,1,127,3,random-readers,5330028.50,16
13555,m03,SSD,2800000,1024,16,1,127,4,random-writers,3631169.00,16
16892,m03,SSD,2800000,1024,16,1,128,1,initial-writers,1317957.50,16
16893,m03,SSD,2800000,1024,16,1,128,2,rewriters,3877004.25,16
16894,m03,SSD,2800000,1024,16,1,128,3,random-readers,5424269.00,16
16895,m03,SSD,2800000,1024,16,1,128,4,random-writers,3696803.50,16
10494,m03,SSD,2800000,1024,16,1,129,1,initial-writers,1349004.25,16
10495,m03,SSD,2800000,1024,16,1,129,2,rewriters,3923040.75,16
10496,m03,SSD,2800000,1024,16,1,129,3,random-readers,5330028.50,16
10497,m03,SSD,2800000,1024,16,1,129,4,random-writers,3631169.00,16
11706,m03,SSD,2800000,1024,16,1,130,1,initial-writers,1326096.00,16
11707,m03,SSD,2800000,1024,16,1,130,2,rewriters,3891053.75,16
11708,m03,SSD,2800000,1024,16,1,130,3,random-readers,5310258.50,16
11709,m03,SSD,2800000,1024,16,1,130,4,random-writers,3696803.50,16
12912,m03,SSD,2800000,1024,16,1,131,1,initial-writers,1343938.88,16
12913,m03,SSD,2800000,1024,16,1,131,2,rewriters,3877004.25,16
12914,m03,SSD,2800000,1024,16,1,131,3,random-readers,5336651.00,16
12915,m03,SSD,2800000,1024,16,1,131,4,random-writers,3725664.75,16
9576,m03,SSD,2800000,1024,16,1,132,1,initial-writers,1321200.88,16
9577,m03,SSD,2800000,1024,16,1,132,2,rewriters,3863055.75,16
9578,m03,SSD,2800000,1024,16,1,132,3,random-readers,5169641.00,16
9579,m03,SSD,2800000,1024,16,1,132,4,random-writers,3684119.50,16
10418,m03,SSD,2800000,1024,16,1,133,1,initial-writers,1349004.25,16
10419,m03,SSD,2800000,1024,16,1,133,2,rewriters,3877004.25,16
10420,m03,SSD,2800000,1024,16,1,133,3,random-readers,5336651.00,16
10421,m03,SSD,2800000,1024,16,1,133,4,random-writers,3735385.50,16
12312,m03,SSD,2800000,1024,16,1,134,1,initial-writers,1363565.75,16
12313,m03,SSD,2800000,1024,16,1,134,2,rewriters,3926627.50,16
12314,m03,SSD,2800000,1024,16,1,134,3,random-readers,5451810.00,16
12315,m03,SSD,2800000,1024,16,1,134,4,random-writers,3722435.50,16
9802,m03,SSD,2800000,1024,16,1,135,1,initial-writers,1336827.62,16
9803,m03,SSD,2800000,1024,16,1,135,2,rewriters,3908759.75,16
9804,m03,SSD,2800000,1024,16,1,135,3,random-readers,5390231.50,16
9805,m03,SSD,2800000,1024,16,1,135,4,random-writers,3748425.50,16
12342,m03,SSD,2800000,1024,16,1,136,1,initial-writers,1376677.88,16
12343,m03,SSD,2800000,1024,16,1,136,2,rewriters,3894582.25,16
12344,m03,SSD,2800000,1024,16,1,136,3,random-readers,5444898.50,16
12345,m03,SSD,2800000,1024,16,1,136,4,random-writers,3722435.50,16
10230,m03,SSD,2800000,1024,16,1,137,1,initial-writers,1345623.00,16
10231,m03,SSD,2800000,1024,16,1,137,2,rewriters,3966517.25,16
10232,m03,SSD,2800000,1024,16,1,137,3,random-readers,5417427.00,16
10233,m03,SSD,2800000,1024,16,1,137,4,random-writers,3722435.50,16
15088,m03,SSD,2800000,1024,16,1,138,1,initial-writers,1363565.75,16
15089,m03,SSD,2800000,1024,16,1,138,2,rewriters,3908759.75,16
15090,m03,SSD,2800000,1024,16,1,138,3,random-readers,5417427.00,16
15091,m03,SSD,2800000,1024,16,1,138,4,random-writers,3696803.50,16
16452,m03,SSD,2800000,1024,16,1,139,1,initial-writers,1314730.00,16
16453,m03,SSD,2800000,1024,16,1,139,2,rewriters,3908759.75,16
16454,m03,SSD,2800000,1024,16,1,139,3,random-readers,5303701.00,16
16455,m03,SSD,2800000,1024,16,1,139,4,random-writers,3606774.25,16
15060,m03,SSD,2800000,1024,16,1,140,1,initial-writers,1352402.38,16
15061,m03,SSD,2800000,1024,16,1,140,2,rewriters,3905205.75,16
15062,m03,SSD,2800000,1024,16,1,140,3,random-readers,5336651.00,16
15063,m03,SSD,2800000,1024,16,1,140,4,random-writers,3725664.75,16
14308,m03,SSD,2800000,1024,16,1,141,1,initial-writers,1351126.12,16
14309,m03,SSD,2800000,1024,16,1,141,2,rewriters,3877004.25,16
14310,m03,SSD,2800000,1024,16,1,141,3,random-readers,5303701.00,16
14311,m03,SSD,2800000,1024,16,1,141,4,random-writers,3709575.25,16
9476,m03,SSD,2800000,1024,16,1,142,1,initial-writers,1350701.25,16
9477,m03,SSD,2800000,1024,16,1,142,2,rewriters,3894582.25,16
9478,m03,SSD,2800000,1024,16,1,142,3,random-readers,5383475.00,16
9479,m03,SSD,2800000,1024,16,1,142,4,random-writers,3735385.50,16
16184,m03,SSD,2800000,1024,16,1,143,1,initial-writers,1323236.12,16
16185,m03,SSD,2800000,1024,16,1,143,2,rewriters,3923040.75,16
16186,m03,SSD,2800000,1024,16,1,143,3,random-readers,5356618.50,16
16187,m03,SSD,2800000,1024,16,1,143,4,random-writers,3693624.25,16
16528,m03,SSD,2800000,1024,16,1,144,1,initial-writers,1347311.50,16
16529,m03,SSD,2800000,1024,16,1,144,2,rewriters,3891053.75,16
16530,m03,SSD,2800000,1024,16,1,144,3,random-readers,5303701.00,16
16531,m03,SSD,2800000,1024,16,1,144,4,random-writers,3709575.25,16
15986,m03,SSD,2800000,1024,16,1,145,1,initial-writers,1326505.62,16
15987,m03,SSD,2800000,1024,16,1,145,2,rewriters,3894582.25,16
15988,m03,SSD,2800000,1024,16,1,145,3,random-readers,4570058.50,16
15989,m03,SSD,2800000,1024,16,1,145,4,random-writers,3291652.75,16
11874,m03,SSD,2800000,1024,16,1,146,1,initial-writers,1343938.88,16
11875,m03,SSD,2800000,1024,16,1,146,2,rewriters,3891053.75,16
11876,m03,SSD,2800000,1024,16,1,146,3,random-readers,5472650.50,16
11877,m03,SSD,2800000,1024,16,1,146,4,random-writers,3712782.00,16
14780,m03,SSD,2800000,1024,16,1,147,1,initial-writers,1328146.38,16
14781,m03,SSD,2800000,1024,16,1,147,2,rewriters,3894582.25,16
14782,m03,SSD,2800000,1024,16,1,147,3,random-readers,5417427.00,16
14783,m03,SSD,2800000,1024,16,1,147,4,random-writers,3696803.50,16
14886,m03,SSD,2800000,1024,16,1,148,1,initial-writers,1333507.12,16
14887,m03,SSD,2800000,1024,16,1,148,2,rewriters,3894582.25,16
14888,m03,SSD,2800000,1024,16,1,148,3,random-readers,5390231.50,16
14889,m03,SSD,2800000,1024,16,1,148,4,random-writers,3722435.50,16
10202,m03,SSD,2800000,1024,16,1,149,1,initial-writers,1338494.00,16
10203,m03,SSD,2800000,1024,16,1,149,2,rewriters,3866533.50,16
10204,m03,SSD,2800000,1024,16,1,149,3,random-readers,5417427.00,16
10205,m03,SSD,2800000,1024,16,1,149,4,random-writers,3659010.50,16
16694,m03,SSD,2800000,1024,16,1,150,1,initial-writers,1302766.25,16
16695,m03,SSD,2800000,1024,16,1,150,2,rewriters,3894582.25,16
16696,m03,SSD,2800000,1024,16,1,150,3,random-readers,5479632.50,16
16697,m03,SSD,2800000,1024,16,1,150,4,random-writers,3725664.75,16
10416,m03,SSD,2800000,1024,512,56,1,1,initial-writers,2685001.33,8
10417,m03,SSD,2800000,1024,512,56,1,2,rewriters,2870469.80,8
17234,m03,SSD,2800000,1024,512,56,2,1,initial-writers,2935407.39,8
17235,m03,SSD,2800000,1024,512,56,2,2,rewriters,3123162.03,8
