,host,media,freq,fsize,rsize,threads,iter,subiter,test,throughput,runtime,L1-dcache-load-misses,L1-dcache-loads,L1-icache-load-misses,LLC-load-misses,LLC-loads,branch-misses,branches,context-switches,cpu-migrations,cycles,dTLB-load-misses,dTLB-loads,iTLB-load-misses,iTLB-loads,instructions,page-faults
1385,m04,SSD,1600000,256,64,1,47,2,rewriters,1707589.12,12,381449,97274528,270954,20192,6825,379472,90799984,83,0,150043629,49407,76041877,20909,7878,295644047,4785
1386,m04,SSD,1600000,256,64,1,47,3,readers,2170027.25,12,381449,97274528,270954,20192,6825,379472,90799984,83,0,150043629,49407,76041877,20909,7878,295644047,4785
1387,m04,SSD,1600000,256,64,1,47,4,re-readers,2413957.00,12,381449,97274528,270954,20192,6825,379472,90799984,83,0,150043629,49407,76041877,20909,7878,295644047,4785
4490,m04,SSD,1600000,256,64,1,48,1,initial-writers,833776.31,12,386954,97179322,260423,12412,7395,368585,90628655,85,0,149396274,43030,77801420,6322,10082,300797242,4783
4491,m04,SSD,1600000,256,64,1,48,2,rewriters,1552085.75,12,386954,97179322,260423,12412,7395,368585,90628655,85,0,149396274,43030,77801420,6322,10082,300797242,4783
4492,m04,SSD,1600000,256,64,1,48,3,readers,2463808.50,12,386954,97179322,260423,12412,7395,368585,90628655,85,0,149396274,43030,77801420,6322,10082,300797242,4783
4493,m04,SSD,1600000,256,64,1,48,4,re-readers,2413957.00,12,386954,97179322,260423,12412,7395,368585,90628655,85,0,149396274,43030,77801420,6322,10082,300797242,4783
902,m04,SSD,1600000,256,64,1,49,1,initial-writers,836374.12,12,392286,97364203,162703,16690,6833,378273,83632641,83,0,145465773,45388,82116811,12868,8876,268839534,4774
903,m04,SSD,1600000,256,64,1,49,2,rewriters,1683493.50,12,392286,97364203,162703,16690,6833,378273,83632641,83,0,145465773,45388,82116811,12868,8876,268839534,4774
904,m04,SSD,1600000,256,64,1,49,3,readers,2097948.25,12,392286,97364203,162703,16690,6833,378273,83632641,83,0,145465773,45388,82116811,12868,8876,268839534,4774
905,m04,SSD,1600000,256,64,1,49,4,re-readers,2435862.00,12,392286,97364203,162703,16690,6833,378273,83632641,83,0,145465773,45388,82116811,12868,8876,268839534,4774
7656,m04,SSD,1600000,256,64,1,50,1,initial-writers,828628.75,12,400097,97464394,210377,13402,7168,377138,85455093,84,0,146306836,45883,80425809,20256,11026,280746591,4781
7657,m04,SSD,1600000,256,64,1,50,2,rewriters,1325925.25,12,400097,97464394,210377,13402,7168,377138,85455093,84,0,146306836,45883,80425809,20256,11026,280746591,4781
7658,m04,SSD,1600000,256,64,1,50,3,readers,2458168.00,12,400097,97464394,210377,13402,7168,377138,85455093,84,0,146306836,45883,80425809,20256,11026,280746591,4781
7659,m04,SSD,1600000,256,64,1,50,4,re-readers,2419396.25,12,400097,97464394,210377,13402,7168,377138,85455093,84,0,146306836,45883,80425809,20256,11026,280746591,4781
2990,m04,SSD,1600000,256,64,1,51,1,initial-writers,850282.69,12,383966,97427733,259691,13754,6452,378901,90879663,90,0,150085962,43513,77480453,10335,9522,301184075,4792
2991,m04,SSD,1600000,256,64,1,51,2,rewriters,1540948.62,12,383966,97427733,259691,13754,6452,378901,90879663,90,0,150085962,43513,77480453,10335,9522,301184075,4792
2992,m04,SSD,1600000,256,64,1,51,3,readers,2458168.00,12,383966,97427733,259691,13754,6452,378901,90879663,90,0,150085962,43513,77480453,10335,9522,301184075,4792
2993,m04,SSD,1600000,256,64,1,51,4,re-readers,2441400.50,12,383966,97427733,259691,13754,6452,378901,90879663,90,0,150085962,43513,77480453,10335,9522,301184075,4792
3082,m04,SSD,1600000,256,64,1,52,1,initial-writers,836374.12,12,385481,97353762,260542,13690,7236,369144,90833526,85,0,150075816,44355,77686717,8993,10588,299074873,4785
3083,m04,SSD,1600000,256,64,1,52,2,rewriters,1686137.25,12,385481,97353762,260542,13690,7236,369144,90833526,85,0,150075816,44355,77686717,8993,10588,299074873,4785
3084,m04,SSD,1600000,256,64,1,52,3,readers,2480886.50,12,385481,97353762,260542,13690,7236,369144,90833526,85,0,150075816,44355,77686717,8993,10588,299074873,4785
3085,m04,SSD,1600000,256,64,1,52,4,re-readers,2097948.25,12,385481,97353762,260542,13690,7236,369144,90833526,85,0,150075816,44355,77686717,8993,10588,299074873,4785
916,m04,SSD,1600000,256,64,1,53,1,initial-writers,844930.00,12,382699,97892932,274279,31010,100540,229729,91367240,84,0,145733809,43967,74978058,9920,970,303350848,4785
917,m04,SSD,1600000,256,64,1,53,2,rewriters,1525622.50,12,382699,97892932,274279,31010,100540,229729,91367240,84,0,145733809,43967,74978058,9920,970,303350848,4785
918,m04,SSD,1600000,256,64,1,53,3,readers,2371308.25,12,382699,97892932,274279,31010,100540,229729,91367240,84,0,145733809,43967,74978058,9920,970,303350848,4785
919,m04,SSD,1600000,256,64,1,53,4,re-readers,2148318.50,12,382699,97892932,274279,31010,100540,229729,91367240,84,0,145733809,43967,74978058,9920,970,303350848,4785
4922,m04,SSD,1600000,256,64,1,54,1,initial-writers,815414.06,12,392081,97813211,263476,19551,7017,367880,91284169,84,0,150335363,46504,75458577,6900,9755,300143769,4774
4923,m04,SSD,1600000,256,64,1,54,2,rewriters,1543163.25,12,392081,97813211,263476,19551,7017,367880,91284169,84,0,150335363,46504,75458577,6900,9755,300143769,4774
4924,m04,SSD,1600000,256,64,1,54,3,readers,2486632.00,12,392081,97813211,263476,19551,7017,367880,91284169,84,0,150335363,46504,75458577,6900,9755,300143769,4774
4925,m04,SSD,1600000,256,64,1,54,4,re-readers,2131261.75,12,392081,97813211,263476,19551,7017,367880,91284169,84,0,150335363,46504,75458577,6900,9755,300143769,4774
7520,m04,SSD,1600000,256,64,1,55,1,initial-writers,817898.50,12,386580,97723535,278477,31778,88076,329495,91184400,86,1,149265236,43657,75188745,9169,11,303018102,4787
7521,m04,SSD,1600000,256,64,1,55,2,rewriters,1683493.50,12,386580,97723535,278477,31778,88076,329495,91184400,86,1,149265236,43657,75188745,9169,11,303018102,4787
7522,m04,SSD,1600000,256,64,1,55,3,readers,1790149.38,12,386580,97723535,278477,31778,88076,329495,91184400,86,1,149265236,43657,75188745,9169,11,303018102,4787
7523,m04,SSD,1600000,256,64,1,55,4,re-readers,2419396.25,12,386580,97723535,278477,31778,88076,329495,91184400,86,1,149265236,43657,75188745,9169,11,303018102,4787
7562,m04,SSD,1600000,256,64,1,56,1,initial-writers,844930.00,12,388695,97819136,275351,21335,7084,382539,91377415,87,0,149779856,46920,76179883,14000,4574,303104371,4785
7563,m04,SSD,1600000,256,64,1,56,2,rewriters,1525622.50,12,388695,97819136,275351,21335,7084,382539,91377415,87,0,149779856,46920,76179883,14000,4574,303104371,4785
7564,m04,SSD,1600000,256,64,1,56,3,readers,2435862.00,12,388695,97819136,275351,21335,7084,382539,91377415,87,0,149779856,46920,76179883,14000,4574,303104371,4785
7565,m04,SSD,1600000,256,64,1,56,4,re-readers,2413957.00,12,388695,97819136,275351,21335,7084,382539,91377415,87,0,149779856,46920,76179883,14000,4574,303104371,4785
2738,m04,SSD,1600000,256,64,1,57,1,initial-writers,821025.50,12,391145,97190194,268286,20568,7033,371830,90771014,83,0,149783767,48363,76941551,4255,7170,299573512,4774
2739,m04,SSD,1600000,256,64,1,57,2,rewriters,1707589.12,12,391145,97190194,268286,20568,7033,371830,90771014,83,0,149783767,48363,76941551,4255,7170,299573512,4774
2740,m04,SSD,1600000,256,64,1,57,3,readers,2458168.00,12,391145,97190194,268286,20568,7033,371830,90771014,83,0,149783767,48363,76941551,4255,7170,299573512,4774
2741,m04,SSD,1600000,256,64,1,57,4,re-readers,1802167.62,12,391145,97190194,268286,20568,7033,371830,90771014,83,0,149783767,48363,76941551,4255,7170,299573512,4774
5398,m04,SSD,1600000,256,64,1,58,1,initial-writers,837026.12,12,386649,97200680,251780,14164,7203,364976,90682591,84,0,149029245,42673,77615875,4229,10159,300014670,4767
5399,m04,SSD,1600000,256,64,1,58,2,rewriters,1707589.12,12,386649,97200680,251780,14164,7203,364976,90682591,84,0,149029245,42673,77615875,4229,10159,300014670,4767
5400,m04,SSD,1600000,256,64,1,58,3,readers,2458168.00,12,386649,97200680,251780,14164,7203,364976,90682591,84,0,149029245,42673,77615875,4229,10159,300014670,4767
5401,m04,SSD,1600000,256,64,1,58,4,re-readers,2441400.50,12,386649,97200680,251780,14164,7203,364976,90682591,84,0,149029245,42673,77615875,4229,10159,300014670,4767
7446,m04,SSD,1600000,256,64,1,59,1,initial-writers,822913.19,12,386395,97317406,269613,21475,75208,321554,90849075,84,0,148497106,40351,75951914,5220,8119,298869453,4793
7447,m04,SSD,1600000,256,64,1,59,2,rewriters,1704877.88,12,386395,97317406,269613,21475,75208,321554,90849075,84,0,148497106,40351,75951914,5220,8119,298869453,4793
7448,m04,SSD,1600000,256,64,1,59,3,readers,2435862.00,12,386395,97317406,269613,21475,75208,321554,90849075,84,0,148497106,40351,75951914,5220,8119,298869453,4793
7449,m04,SSD,1600000,256,64,1,59,4,re-readers,2419396.25,12,386395,97317406,269613,21475,75208,321554,90849075,84,0,148497106,40351,75951914,5220,8119,298869453,4793
2430,m04,SSD,1600000,256,64,1,60,1,initial-writers,794889.94,12,391286,97310145,266824,19394,7275,378174,90801060,85,0,149902657,44462,77236857,6373,1711,301610006,4780
2431,m04,SSD,1600000,256,64,1,60,2,rewriters,1718521.12,12,391286,97310145,266824,19394,7275,378174,90801060,85,0,149902657,44462,77236857,6373,1711,301610006,4780
2432,m04,SSD,1600000,256,64,1,60,3,readers,2486632.00,12,391286,97310145,266824,19394,7275,378174,90801060,85,0,149902657,44462,77236857,6373,1711,301610006,4780
2433,m04,SSD,1600000,256,64,1,60,4,re-readers,2392442.50,12,391286,97310145,266824,19394,7275,378174,90801060,85,0,149902657,44462,77236857,6373,1711,301610006,4780
4442,m04,SSD,1600000,256,64,1,61,1,initial-writers,822913.19,12,386888,98023274,262490,19576,7960,230423,91463209,84,0,146775337,44059,75362777,11651,8450,297997119,4787
4443,m04,SSD,1600000,256,64,1,61,2,rewriters,1707589.12,12,386888,98023274,262490,19576,7960,230423,91463209,84,0,146775337,44059,75362777,11651,8450,297997119,4787
4444,m04,SSD,1600000,256,64,1,61,3,readers,2441400.50,12,386888,98023274,262490,19576,7960,230423,91463209,84,0,146775337,44059,75362777,11651,8450,297997119,4787
4445,m04,SSD,1600000,256,64,1,61,4,re-readers,2015259.50,12,386888,98023274,262490,19576,7960,230423,91463209,84,0,146775337,44059,75362777,11651,8450,297997119,4787
2710,m04,SSD,1600000,256,64,1,62,1,initial-writers,820398.19,12,384747,97731729,279117,21370,51706,339929,91225888,87,0,149201469,47089,75211793,6896,2440,301021149,4780
2711,m04,SSD,1600000,256,64,1,62,2,rewriters,1715775.00,12,384747,97731729,279117,21370,51706,339929,91225888,87,0,149201469,47089,75211793,6896,2440,301021149,4780
2712,m04,SSD,1600000,256,64,1,62,3,readers,2131261.75,12,384747,97731729,279117,21370,51706,339929,91225888,87,0,149201469,47089,75211793,6896,2440,301021149,4780
2713,m04,SSD,1600000,256,64,1,62,4,re-readers,2458168.00,12,384747,97731729,279117,21370,51706,339929,91225888,87,0,149201469,47089,75211793,6896,2440,301021149,4780
5966,m04,SSD,1600000,256,64,1,63,1,initial-writers,826078.75,12,397212,97115200,265243,30783,7014,372591,90669430,83,1,149945782,47019,76986664,4262,6,301358219,4783
5967,m04,SSD,1600000,256,64,1,63,2,rewriters,1552085.75,12,397212,97115200,265243,30783,7014,372591,90669430,83,1,149945782,47019,76986664,4262,6,301358219,4783
5968,m04,SSD,1600000,256,64,1,63,3,readers,2463808.50,12,397212,97115200,265243,30783,7014,372591,90669430,83,1,149945782,47019,76986664,4262,6,301358219,4783
5969,m04,SSD,1600000,256,64,1,63,4,re-readers,2413957.00,12,397212,97115200,265243,30783,7014,372591,90669430,83,1,149945782,47019,76986664,4262,6,301358219,4783
6020,m04,SSD,1600000,256,64,1,64,1,initial-writers,827989.75,12,390850,97591752,262897,19377,6944,377014,91036320,86,0,150105935,44446,76675155,6998,7451,301305665,4777
6021,m04,SSD,1600000,256,64,1,64,2,rewriters,1523457.88,12,390850,97591752,262897,19377,6944,377014,91036320,86,0,150105935,44446,76675155,6998,7451,301305665,4777
6022,m04,SSD,1600000,256,64,1,64,3,readers,2435862.00,12,390850,97591752,262897,19377,6944,377014,91036320,86,0,150105935,44446,76675155,6998,7451,301305665,4777
6023,m04,SSD,1600000,256,64,1,64,4,re-readers,2413957.00,12,390850,97591752,262897,19377,6944,377014,91036320,86,0,150105935,44446,76675155,6998,7451,301305665,4777
4464,m04,SSD,1600000,256,64,1,65,1,initial-writers,836374.12,12,380935,97400067,209547,19438,6844,376676,90251945,83,0,147057745,46213,76725401,16271,9120,280064458,4777
4465,m04,SSD,1600000,256,64,1,65,2,rewriters,1543163.25,12,380935,97400067,209547,19438,6844,376676,90251945,83,0,147057745,46213,76725401,16271,9120,280064458,4777
4466,m04,SSD,1600000,256,64,1,65,3,readers,2463808.50,12,380935,97400067,209547,19438,6844,376676,90251945,83,0,147057745,46213,76725401,16271,9120,280064458,4777
4467,m04,SSD,1600000,256,64,1,65,4,re-readers,2419396.25,12,380935,97400067,209547,19438,6844,376676,90251945,83,0,147057745,46213,76725401,16271,9120,280064458,4777
4040,m04,SSD,1600000,256,64,1,66,1,initial-writers,836374.12,12,382699,97861489,257135,19850,6805,230089,91298914,83,0,145401665,46926,75522507,6392,10000,297321169,4768
4041,m04,SSD,1600000,256,64,1,66,2,rewriters,1495866.88,12,382699,97861489,257135,19850,6805,230089,91298914,83,0,145401665,46926,75522507,6392,10000,297321169,4768
4042,m04,SSD,1600000,256,64,1,66,3,readers,2413957.00,12,382699,97861489,257135,19850,6805,230089,91298914,83,0,145401665,46926,75522507,6392,10000,297321169,4768
4043,m04,SSD,1600000,256,64,1,66,4,re-readers,2419396.25,12,382699,97861489,257135,19850,6805,230089,91298914,83,0,145401665,46926,75522507,6392,10000,297321169,4768
3202,m04,SSD,1600000,256,64,1,67,1,initial-writers,865358.56,12,359791,77734543,12285,5458,8228,328609,58153504,68,0,138796559,1650,125434873,17596,7102,226257048,4778
3203,m04,SSD,1600000,256,64,1,67,2,rewriters,1354356.75,12,359791,77734543,12285,5458,8228,328609,58153504,68,0,138796559,1650,125434873,17596,7102,226257048,4778
3204,m04,SSD,1600000,256,64,1,67,3,readers,2413957.00,12,359791,77734543,12285,5458,8228,328609,58153504,68,0,138796559,1650,125434873,17596,7102,226257048,4778
3205,m04,SSD,1600000,256,64,1,67,4,re-readers,2097948.25,12,359791,77734543,12285,5458,8228,328609,58153504,68,0,138796559,1650,125434873,17596,7102,226257048,4778
3170,m04,SSD,1600000,256,64,1,68,1,initial-writers,817898.50,12,383531,97333790,263526,14230,6437,376010,90785847,86,0,150082116,44867,77477045,4883,9559,300965561,4773
3171,m04,SSD,1600000,256,64,1,68,2,rewriters,1369908.12,12,383531,97333790,263526,14230,6437,376010,90785847,86,0,150082116,44867,77477045,4883,9559,300965561,4773
3172,m04,SSD,1600000,256,64,1,68,3,readers,2045979.62,12,383531,97333790,263526,14230,6437,376010,90785847,86,0,150082116,44867,77477045,4883,9559,300965561,4773
3173,m04,SSD,1600000,256,64,1,68,4,re-readers,2413957.00,12,383531,97333790,263526,14230,6437,376010,90785847,86,0,150082116,44867,77477045,4883,9559,300965561,4773
2426,m04,SSD,1600000,256,64,1,69,1,initial-writers,831194.56,12,385307,97788164,166348,17642,6681,370019,83396231,82,0,144554718,46315,82225103,14336,8721,268907392,4780
2427,m04,SSD,1600000,256,64,1,69,2,rewriters,1629830.75,12,385307,97788164,166348,17642,6681,370019,83396231,82,0,144554718,46315,82225103,14336,8721,268907392,4780
2428,m04,SSD,1600000,256,64,1,69,3,readers,2480886.50,12,385307,97788164,166348,17642,6681,370019,83396231,82,0,144554718,46315,82225103,14336,8721,268907392,4780
2429,m04,SSD,1600000,256,64,1,69,4,re-readers,2131261.75,12,385307,97788164,166348,17642,6681,370019,83396231,82,0,144554718,46315,82225103,14336,8721,268907392,4780
6734,m04,SSD,1600000,256,64,1,70,1,initial-writers,850282.69,12,382901,97430393,159358,17945,6559,372636,90081854,82,0,146045568,43177,77287632,12961,8456,269520831,4778
6735,m04,SSD,1600000,256,64,1,70,2,rewriters,1497953.75,12,382901,97430393,159358,17945,6559,372636,90081854,82,0,146045568,43177,77287632,12961,8456,269520831,4778
6736,m04,SSD,1600000,256,64,1,70,3,readers,2458168.00,12,382901,97430393,159358,17945,6559,372636,90081854,82,0,146045568,43177,77287632,12961,8456,269520831,4778
6737,m04,SSD,1600000,256,64,1,70,4,re-readers,2435862.00,12,382901,97430393,159358,17945,6559,372636,90081854,82,0,146045568,43177,77287632,12961,8456,269520831,4778
2562,m04,SSD,1600000,256,64,1,71,1,initial-writers,805021.19,12,386261,97328234,258583,18002,6665,374334,90806944,81,0,149745851,45082,76982372,13238,8447,299074635,4778
2563,m04,SSD,1600000,256,64,1,71,2,rewriters,1532153.38,12,386261,97328234,258583,18002,6665,374334,90806944,81,0,149745851,45082,76982372,13238,8447,299074635,4778
2564,m04,SSD,1600000,256,64,1,71,3,readers,2061693.62,12,386261,97328234,258583,18002,6665,374334,90806944,81,0,149745851,45082,76982372,13238,8447,299074635,4778
2565,m04,SSD,1600000,256,64,1,71,4,re-readers,1911233.38,12,386261,97328234,258583,18002,6665,374334,90806944,81,0,149745851,45082,76982372,13238,8447,299074635,4778
58,m04,SSD,1600000,256,64,1,72,1,initial-writers,839644.25,12,393404,97444688,254125,13225,7049,369597,90810171,83,0,149610992,44633,77400729,4370,11019,300862182,4789
59,m04,SSD,1600000,256,64,1,72,2,rewriters,1683493.50,12,393404,97444688,254125,13225,7049,369597,90810171,83,0,149610992,44633,77400729,4370,11019,300862182,4789
60,m04,SSD,1600000,256,64,1,72,3,readers,2152625.50,12,393404,97444688,254125,13225,7049,369597,90810171,83,0,149610992,44633,77400729,4370,11019,300862182,4789
61,m04,SSD,1600000,256,64,1,72,4,re-readers,2413957.00,12,393404,97444688,254125,13225,7049,369597,90810171,83,0,149610992,44633,77400729,4370,11019,300862182,4789
888,m04,SSD,1600000,256,64,1,73,1,initial-writers,823544.38,12,390885,97452690,267523,28018,7386,333658,90927929,86,0,149124424,45140,76522438,4631,1124,302134091,4774
889,m04,SSD,1600000,256,64,1,73,2,rewriters,1694118.25,12,390885,97452690,267523,28018,7386,333658,90927929,86,0,149124424,45140,76522438,4631,1124,302134091,4774
890,m04,SSD,1600000,256,64,1,73,3,readers,1897721.75,12,390885,97452690,267523,28018,7386,333658,90927929,86,0,149124424,45140,76522438,4631,1124,302134091,4774
891,m04,SSD,1600000,256,64,1,73,4,re-readers,2441400.50,12,390885,97452690,267523,28018,7386,333658,90927929,86,0,149124424,45140,76522438,4631,1124,302134091,4774
4874,m04,SSD,1600000,256,64,1,74,1,initial-writers,792543.06,12,390644,98197576,210327,18870,7674,371218,90289345,82,3,144762900,43568,76444636,15052,9790,279118768,4783
4875,m04,SSD,1600000,256,64,1,74,2,rewriters,1552085.75,12,390644,98197576,210327,18870,7674,371218,90289345,82,3,144762900,43568,76444636,15052,9790,279118768,4783
4876,m04,SSD,1600000,256,64,1,74,3,readers,2097948.25,12,390644,98197576,210327,18870,7674,371218,90289345,82,3,144762900,43568,76444636,15052,9790,279118768,4783
4877,m04,SSD,1600000,256,64,1,74,4,re-readers,2441400.50,12,390644,98197576,210327,18870,7674,371218,90289345,82,3,144762900,43568,76444636,15052,9790,279118768,4783
4546,m04,SSD,1600000,256,64,1,75,1,initial-writers,783292.50,12,386011,97280657,278487,22563,82478,363404,90860959,84,0,149498279,40210,75873874,9039,7971,299810932,4772
4547,m04,SSD,1600000,256,64,1,75,2,rewriters,1694118.25,12,386011,97280657,278487,22563,82478,363404,90860959,84,0,149498279,40210,75873874,9039,7971,299810932,4772
4548,m04,SSD,1600000,256,64,1,75,3,readers,1817419.50,12,386011,97280657,278487,22563,82478,363404,90860959,84,0,149498279,40210,75873874,9039,7971,299810932,4772
4549,m04,SSD,1600000,256,64,1,75,4,re-readers,2441400.50,12,386011,97280657,278487,22563,82478,363404,90860959,84,0,149498279,40210,75873874,9039,7971,299810932,4772
3228,m04,SSD,1600000,256,64,1,76,1,initial-writers,775934.00,12,382636,97269649,271856,21409,7197,365730,90784806,83,0,149415713,46796,77089613,4230,635,301608794,4783
3229,m04,SSD,1600000,256,64,1,76,2,rewriters,1369908.12,12,382636,97269649,271856,21409,7197,365730,90784806,83,0,149415713,46796,77089613,4230,635,301608794,4783
3230,m04,SSD,1600000,256,64,1,76,3,readers,2458168.00,12,382636,97269649,271856,21409,7197,365730,90784806,83,0,149415713,46796,77089613,4230,635,301608794,4783
3231,m04,SSD,1600000,256,64,1,76,4,re-readers,2419396.25,12,382636,97269649,271856,21409,7197,365730,90784806,83,0,149415713,46796,77089613,4230,635,301608794,4783
8676,m04,SSD,1600000,256,64,1,77,1,initial-writers,775373.62,12,383665,97251845,265491,26590,7168,333776,90769717,83,0,148523292,45963,77321224,4363,2448,301789440,4792
8677,m04,SSD,1600000,256,64,1,77,2,rewriters,1696795.38,12,383665,97251845,265491,26590,7168,333776,90769717,83,0,148523292,45963,77321224,4363,2448,301789440,4792
8678,m04,SSD,1600000,256,64,1,77,3,readers,2463808.50,12,383665,97251845,265491,26590,7168,333776,90769717,83,0,148523292,45963,77321224,4363,2448,301789440,4792
8679,m04,SSD,1600000,256,64,1,77,4,re-readers,2435862.00,12,383665,97251845,265491,26590,7168,333776,90769717,83,0,148523292,45963,77321224,4363,2448,301789440,4792
8612,m04,SSD,1600000,256,64,1,78,1,initial-writers,746273.00,12,385762,97335340,267157,18798,7328,376100,90856052,81,0,149495340,47430,76976004,9023,6534,301371781,4765
8613,m04,SSD,1600000,256,64,1,78,2,rewriters,1540948.62,12,385762,97335340,267157,18798,7328,376100,90856052,81,0,149495340,47430,76976004,9023,6534,301371781,4765
8614,m04,SSD,1600000,256,64,1,78,3,readers,2463808.50,12,385762,97335340,267157,18798,7328,376100,90856052,81,0,149495340,47430,76976004,9023,6534,301371781,4765
8615,m04,SSD,1600000,256,64,1,78,4,re-readers,2413957.00,12,385762,97335340,267157,18798,7328,376100,90856052,81,0,149495340,47430,76976004,9023,6534,301371781,4765
4312,m04,SSD,1600000,256,64,1,79,1,initial-writers,828628.75,12,382130,97386733,274928,22191,75493,373449,90960392,85,1,150180641,41107,75701296,11553,7500,300122927,4764
4313,m04,SSD,1600000,256,64,1,79,2,rewriters,1504249.38,12,382130,97386733,274928,22191,75493,373449,90960392,85,1,150180641,41107,75701296,11553,7500,300122927,4764
4314,m04,SSD,1600000,256,64,1,79,3,readers,2135500.50,12,382130,97386733,274928,22191,75493,373449,90960392,85,1,150180641,41107,75701296,11553,7500,300122927,4764
4315,m04,SSD,1600000,256,64,1,79,4,re-readers,2463808.50,12,382130,97386733,274928,22191,75493,373449,90960392,85,1,150180641,41107,75701296,11553,7500,300122927,4764
1336,m04,SSD,1600000,256,64,1,80,1,initial-writers,787312.94,12,385989,97358108,255798,15535,6871,373735,90799428,83,0,149506308,44811,77508244,5543,10367,301185531,4781
1337,m04,SSD,1600000,256,64,1,80,2,rewriters,1686137.25,12,385989,97358108,255798,15535,6871,373735,90799428,83,0,149506308,44811,77508244,5543,10367,301185531,4781
1338,m04,SSD,1600000,256,64,1,80,3,readers,2480886.50,12,385989,97358108,255798,15535,6871,373735,90799428,83,0,149506308,44811,77508244,5543,10367,301185531,4781
1339,m04,SSD,1600000,256,64,1,80,4,re-readers,2458168.00,12,385989,97358108,255798,15535,6871,373735,90799428,83,0,149506308,44811,77508244,5543,10367,301185531,4781
1148,m04,SSD,1600000,256,64,1,81,1,initial-writers,825443.69,12,385743,97286200,192905,13473,7184,373413,89776653,85,0,146442787,44373,78166844,15316,10051,275384280,4771
1149,m04,SSD,1600000,256,64,1,81,2,rewriters,1673001.38,12,385743,97286200,192905,13473,7184,373413,89776653,85,0,146442787,44373,78166844,15316,10051,275384280,4771
1150,m04,SSD,1600000,256,64,1,81,3,readers,2135500.50,12,385743,97286200,192905,13473,7184,373413,89776653,85,0,146442787,44373,78166844,15316,10051,275384280,4771
1151,m04,SSD,1600000,256,64,1,81,4,re-readers,2413957.00,12,385743,97286200,192905,13473,7184,373413,89776653,85,0,146442787,44373,78166844,15316,10051,275384280,4771
4,m04,SSD,1600000,256,64,1,82,1,initial-writers,785010.50,12,384621,97443650,267509,19823,7418,368502,90926123,83,0,149844511,44317,76913777,4078,2528,301939028,4776
5,m04,SSD,1600000,256,64,1,82,2,rewriters,1707589.12,12,384621,97443650,267509,19823,7418,368502,90926123,83,0,149844511,44317,76913777,4078,2528,301939028,4776
6,m04,SSD,1600000,256,64,1,82,3,readers,2170027.25,12,384621,97443650,267509,19823,7418,368502,90926123,83,0,149844511,44317,76913777,4078,2528,301939028,4776
7,m04,SSD,1600000,256,64,1,82,4,re-readers,2441400.50,12,384621,97443650,267509,19823,7418,368502,90926123,83,0,149844511,44317,76913777,4078,2528,301939028,4776
5300,m04,SSD,1600000,256,64,1,83,1,initial-writers,833776.31,12,383815,97289813,254355,14912,7057,372306,90780779,84,0,150041419,43727,77488637,11306,9866,301950447,4775
5301,m04,SSD,1600000,256,64,1,83,2,rewriters,1523457.88,12,383815,97289813,254355,14912,7057,372306,90780779,84,0,150041419,43727,77488637,11306,9866,301950447,4775
5302,m04,SSD,1600000,256,64,1,83,3,readers,2486632.00,12,383815,97289813,254355,14912,7057,372306,90780779,84,0,150041419,43727,77488637,11306,9866,301950447,4775
5303,m04,SSD,1600000,256,64,1,83,4,re-readers,2371308.25,12,383815,97289813,254355,14912,7057,372306,90780779,84,0,150041419,43727,77488637,11306,9866,301950447,4775
5502,m04,SSD,1600000,256,64,1,84,1,initial-writers,817898.50,12,387381,97252168,252812,16828,7236,372869,90798774,82,1,147539365,46567,76868465,10293,9751,293301695,4780
5503,m04,SSD,1600000,256,64,1,84,2,rewriters,1532153.38,12,387381,97252168,252812,16828,7236,372869,90798774,82,1,147539365,46567,76868465,10293,9751,293301695,4780
5504,m04,SSD,1600000,256,64,1,84,3,readers,2266207.00,12,387381,97252168,252812,16828,7236,372869,90798774,82,1,147539365,46567,76868465,10293,9751,293301695,4780
5505,m04,SSD,1600000,256,64,1,84,4,re-readers,2463808.50,12,387381,97252168,252812,16828,7236,372869,90798774,82,1,147539365,46567,76868465,10293,9751,293301695,4780
4746,m04,SSD,1600000,256,64,1,85,1,initial-writers,828628.75,12,381042,97634348,272739,19151,111726,232748,91149776,82,0,146830116,42706,74580569,14291,5929,298124701,4786
4747,m04,SSD,1600000,256,64,1,85,2,rewriters,1652404.38,12,381042,97634348,272739,19151,111726,232748,91149776,82,0,146830116,42706,74580569,14291,5929,298124701,4786
4748,m04,SSD,1600000,256,64,1,85,3,readers,2170027.25,12,381042,97634348,272739,19151,111726,232748,91149776,82,0,146830116,42706,74580569,14291,5929,298124701,4786
4749,m04,SSD,1600000,256,64,1,85,4,re-readers,2435862.00,12,381042,97634348,272739,19151,111726,232748,91149776,82,0,146830116,42706,74580569,14291,5929,298124701,4786
7202,m04,SSD,1600000,256,64,1,86,1,initial-writers,817898.50,12,387497,97620489,274553,20300,7085,371293,91134824,84,0,150041506,48392,75760632,9176,9274,302733696,4775
7203,m04,SSD,1600000,256,64,1,86,2,rewriters,1696795.38,12,387497,97620489,274553,20300,7085,371293,91134824,84,0,150041506,48392,75760632,9176,9274,302733696,4775
7204,m04,SSD,1600000,256,64,1,86,3,readers,2131261.75,12,387497,97620489,274553,20300,7085,371293,91134824,84,0,150041506,48392,75760632,9176,9274,302733696,4775
