64,32,1200000,19582074.5663
64,32,3001000,40516920.9139
1024,32,1200000,84609693.4203
1024,32,3001000,137294955.349
1024,512,1200000,60749947.9325
1024,512,3001000,119603551.797
64,32,1600000,25188500.7279
64,32,2400000,33292025.2454
64,32,2800000,37922603.2954
256,32,1400000,56909896.8702
256,32,2800000,88010636.6619
256,128,1200000,47436108.5187
1024,32,2100000,103702802.436
1024,32,3000000,131806363.128
1024,128,1200000,81412116.8654
1024,128,1800000,94341958.5915
1024,128,2000000,99922048.6998
1024,128,2400000,107581545.82
1024,128,2500000,112916888.129
1024,128,2800000,122436803.185
1024,128,3000000,126204948.156
1024,128,3001000,136530464.607
1024,512,1500000,70769793.1262
1024,512,1800000,74426455.8332
