64,1,1200000,54123792898.5
64,1,3001000,121470858147
64,256,1200000,3.638106285e+15
64,256,3001000,1.60756296822e+16
1024,1,1200000,388705846155
1024,1,3001000,972798284133
1024,256,1200000,1.0944952731e+16
1024,256,3001000,2.34342707647e+16
256,2,1200000,1.27987674189e+12
256,64,3001000,1.98213619965e+15
256,128,2100000,6.31045386646e+15
256,128,3000000,1.0760604019e+16
256,256,2100000,2.50077177356e+16
256,256,2300000,3.09902187286e+16
256,256,2400000,2.90907038009e+16
256,256,2800000,3.83868698148e+16
256,256,3000000,4.19891156587e+16
256,256,3001000,5.29808580653e+16
1024,128,3000000,4.24165829374e+15
1024,256,2000000,1.3167218023e+16
1024,256,2300000,1.78886347698e+16
1024,256,2800000,2.07767518282e+16
