Num nodes,Trial Number,Seed,Method,L2,Percentile 000,Percentile 025,Percentile 050,Percentile 075,Percentile 100
4,0,0,Quadratic Fill,98.61729931851103,0.4236547993389047,0.591380497227963,0.7300519570147692,0.8276859635484339,0.8917730007820798
4,0,0,Quadratic Regres,269.56563948609994,0.4236547993389047,0.5933822849025463,0.7178741263867725,0.7969228103557917,0.8917730007820798
4,0,0,Quintic Interp,152.80363549896995,0.4236547993389047,0.5858686574524383,0.7435091666199893,0.8479717146662452,0.8917730007820798
4,1,0,Quadratic Fill,29.53632600136271,0.07103605819788694,0.08695787004222441,0.317816771654544,0.6219641348509857,0.925596638292661
4,1,0,Quadratic Regres,79.0544711165291,0.07103605819788694,0.08699837724125883,0.3559225017030957,0.6183507818870478,0.925596638292661
4,1,0,Quintic Interp,26.643845321226532,0.07103605819788694,0.0869578507715506,0.30172502091399855,0.6287836070836322,0.925596638292661
4,2,0,Quadratic Fill,871.2444041219385,0.46147936225293185,0.5045355911849284,0.6539206227672658,0.7692145477175303,0.978618342232764
4,2,0,Quadratic Regres,5996.609008669947,0.46147936225293185,0.5055322806256378,0.6568911137901987,0.7705294027632136,0.978618342232764
4,2,0,Quintic Interp,954.5601940043586,0.46147936225293185,0.6949059738313665,0.7686236442925107,0.7803235764159265,0.978618342232764
4,3,0,Quadratic Fill,4490.141090246763,0.26455561210462697,0.47603132888022637,0.5045271806930485,0.5744744849114374,0.7742336894342167
4,3,0,Quadratic Regres,11838.08394160212,0.26455561210462697,0.5050329113898901,0.5091092172138434,0.5785647358408239,0.7742336894342167
4,3,0,Quintic Interp,5351.665456552683,0.26455561210462697,0.5044671806054983,0.5216022981389112,0.5227352792283017,0.7742336894342167
4,4,0,Quadratic Fill,570.7405005173279,0.6120957227224214,0.6131767098351548,0.6160430880216445,0.6170453555497116,0.9437480785146242
4,4,0,Quadratic Regres,2329.6433352893964,0.6120957227224214,0.6131767098351548,0.6160430880216445,0.6170079514594428,0.9437480785146242
4,4,0,Quintic Interp,565.655183334857,0.6120957227224214,0.6160282605895488,0.6168859887336207,0.6169353562652616,0.9437480785146242
4,5,0,Quadratic Fill,5889.62110423356,0.1289262976548533,0.13242252148230121,0.28042048783946566,0.6700956715202663,0.6706378696181594
4,5,0,Quadratic Regres,5629.695316038462,0.1289262976548533,0.15058418474644172,0.28588380535977476,0.6679202162506881,0.6706378696181594
