Policy,Max Steps,Adaptive,Avg Max Changes,Avg Avg Changes,Avg L2,Max Changes,Avg Changes,L2
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.125,0.003498975347116857
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,5,1.3636363636363635,0.048684228318683555
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.0011276547799999133
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,10,2.111111111111111,0.060748658118854944
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.04160410239624828
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,12,3.75,5.891054436378526
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.04940016419755767
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.004248132969188906
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.0049798342294538655
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.125,0.0012254045724036174
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.1111111111111112,0.002505701306930875
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,5,2.0,0.001159294262055292
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,11,2.25,0.00521521706616385
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.04415741511190295
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.1818181818181819,0.20442105459373985
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.1666666666666667,0.10956594928162892
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,1.383519137857049
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.1753167940865062
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.2977107249594969
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.1428571428571428,0.20364972151604022
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,9.793148214611717e-06
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.006259492339573523
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.0019267122060305229
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.011370546264393934
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.00025224782895586043
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.2222222222222223,0.017551443602236816
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,6,1.5555555555555556,0.8045767636075543
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.6522040820564964
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,9,2.4,0.4716826491507646
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,2.2293981065355702e-05
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,8,1.875,0.046574231557657476
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,1.2815117888074103
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,7,1.8571428571428572,1.182978282188185
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,7,1.75,0.0028334067266179365
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.0007972651663783455
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,11,3.0,0.0002817244225305054
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.00840330813656315
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,2,1.1111111111111112,0.0140935760425901
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.0532209311774882
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.00010116277774631989
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.026226907146339302
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,6,1.625,2.7522486701273827
Adaptive,1000,0.05,2.78,1.2951450216450218,54.06163318692106,1,1.0,0.008475995897352004
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.009731264999541248
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.004039955183174904
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,7,2.111111111111111,928.4207791433031
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,3.95753165930374
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,1.2013505348633393
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,2.2664919416150444
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.05349221317873013
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.5166032733521416
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.1111111111111112,294.2367989731127
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.11365289301925972
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.004695560752436527
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,7,2.8333333333333335,0.012038307568479172
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0006018908001511694
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,2.0765642928378267
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0077831871019649395
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.00045233965792975257
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.03487970722390428
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.01597933234887771
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0003844773132319753
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,7,1.75,0.007446873638327434
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.1666666666666667,0.30460785547865993
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.014609022588654154
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.012390308188695536
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,7,2.3333333333333335,0.14698915551373445
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.004133434688648721
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.007943026884200866
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,2.039788444955558
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.1666666666666667,0.018681595860170624
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,8,2.25,0.01857339669524802
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.7240934393219897
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.1428571428571428,3.968198431355771
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.002332390923436689
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,5.949381720534054
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.39180554458671263
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.1111111111111112,0.062064029409149894
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0046033706940904725
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,9,2.3333333333333335,0.0876497304011582
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.5050104072034493
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,2.8139587141862403
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,6,2.111111111111111,0.08857683670883501
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,5,1.4,0.09021764573771122
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.08055796389826275
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,22.429554329973097
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,9,3.6,0.024199413228216646
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.003082356672937705
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,5,1.5,4116.277864574487
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0009933617008540934
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,1.2055931496314818
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.01869992670788132
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,6,1.625,0.011474086339308326
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.005522024784236831
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.125,0.0037003074214149046
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.1428571428571428,0.011944637575891126
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0023538665954967917
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0028399410892380956
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,8,1.875,0.009979812395745559
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0012646833689758867
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,8,1.875,0.0035037153587300657
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,5,1.3636363636363635,0.048684228318683555
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0011276547799999133
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,7,1.7777777777777777,0.0607532065378252
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.04160410239624828
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,9,3.0,5.891054436378526
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.04940016419755767
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.004248132969188906
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.0049798342294538655
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,9,2.875,0.0012477446450937489
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,2,1.1111111111111112,0.0025058138202495688
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,4,1.8,0.0011676530859571104
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,8,1.875,0.00521521706616385
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,0.04415741511190295
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,7,1.6363636363636365,0.20503781155783898
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,10,2.5,0.10958345437254383
Adaptive,1000,0.1,2.85,1.3126507936507936,54.0616486026054,1,1.0,1.383519137857049
