64,32,1200000,5.45130286004e+14
64,32,3001000,2.36897293183e+15
1024,32,1200000,2.72854997678e+15
1024,32,3001000,6.33802282265e+15
1024,512,1200000,3.29729269721e+13
1024,512,3001000,3.59314599937e+14
64,32,1400000,6.88796808499e+14
64,32,2300000,1.38614602059e+15
64,32,2700000,1.7884529927e+15
256,32,2100000,4.41371824905e+15
256,32,2400000,4.84942338923e+15
256,32,2500000,5.16170349345e+15
256,32,2700000,6.01957054202e+15
256,32,3001000,8.28305252155e+15
256,128,3001000,6.53113592141e+15
1024,32,1800000,3.59161644996e+15
1024,32,2800000,5.47867121423e+15
1024,128,3001000,2.90870341902e+15
1024,512,2100000,2.82786983761e+14
