ID Media Frequency File.Size Record.Size Num.Threads Test runs distcomp disname
80622 SSD 3200000 4096 32 32 rewriters 450 2 normcomp
80721 SSD 3200000 4096 32 40 initial_writers 450 1 gammacomp
80722 SSD 3200000 4096 32 40 rewriters 450 2 normcomp
80821 SSD 3200000 4096 32 48 initial_writers 450 2 lnormcomp
80822 SSD 3200000 4096 32 48 rewriters 450 2 normcomp
80921 SSD 3200000 4096 32 56 initial_writers 450 1 weibullcomp
80922 SSD 3200000 4096 32 56 rewriters 450 2 normcomp
81021 SSD 3200000 4096 32 64 initial_writers 450 1 weibullcomp
81022 SSD 3200000 4096 32 64 rewriters 450 2 weibullcomp
81121 SSD 3200000 4096 64 1 initial_writers 450 3 lnormcomp
81122 SSD 3200000 4096 64 1 rewriters 450 5 lnormcomp
81221 SSD 3200000 4096 64 8 initial_writers 450 2 lnormcomp
81222 SSD 3200000 4096 64 8 rewriters 450 2 normcomp
81321 SSD 3200000 4096 64 16 initial_writers 450 1 weibullcomp
81322 SSD 3200000 4096 64 16 rewriters 450 3 normcomp
81421 SSD 3200000 4096 64 24 initial_writers 450 1 gammacomp
81422 SSD 3200000 4096 64 24 rewriters 450 2 lnormcomp
81521 SSD 3200000 4096 64 32 initial_writers 450 1 weibullcomp
81522 SSD 3200000 4096 64 32 rewriters 450 2 normcomp
81621 SSD 3200000 4096 64 40 initial_writers 450 1 gammacomp
81622 SSD 3200000 4096 64 40 rewriters 450 2 normcomp
81721 SSD 3200000 4096 64 48 initial_writers 450 1 weibullcomp
81722 SSD 3200000 4096 64 48 rewriters 450 3 normcomp
81821 SSD 3200000 4096 64 56 initial_writers 450 1 weibullcomp
81822 SSD 3200000 4096 64 56 rewriters 450 2 normcomp
81921 SSD 3200000 4096 64 64 initial_writers 450 2 normcomp
81922 SSD 3200000 4096 64 64 rewriters 450 2 normcomp
82021 SSD 3200000 4096 128 1 initial_writers 450 3 lnormcomp
82022 SSD 3200000 4096 128 1 rewriters 450 5 normcomp
82121 SSD 3200000 4096 128 8 initial_writers 450 2 normcomp
82122 SSD 3200000 4096 128 8 rewriters 450 2 lnormcomp
82221 SSD 3200000 4096 128 16 initial_writers 450 2 normcomp
82222 SSD 3200000 4096 128 16 rewriters 450 2 normcomp
82321 SSD 3200000 4096 128 24 initial_writers 450 1 gammacomp
82322 SSD 3200000 4096 128 24 rewriters 450 2 lnormcomp
82421 SSD 3200000 4096 128 32 initial_writers 450 1 gammacomp
82422 SSD 3200000 4096 128 32 rewriters 450 2 lnormcomp
82521 SSD 3200000 4096 128 40 initial_writers 450 1 weibullcomp
82522 SSD 3200000 4096 128 40 rewriters 450 2 lnormcomp
82621 SSD 3200000 4096 128 48 initial_writers 450 1 weibullcomp
82622 SSD 3200000 4096 128 48 rewriters 450 2 normcomp
82721 SSD 3200000 4096 128 56 initial_writers 450 1 weibullcomp
82722 SSD 3200000 4096 128 56 rewriters 450 2 normcomp
82821 SSD 3200000 4096 128 64 initial_writers 450 1 weibullcomp
82822 SSD 3200000 4096 128 64 rewriters 450 2 normcomp
82921 SSD 3200000 4096 256 1 initial_writers 450 3 lnormcomp
82922 SSD 3200000 4096 256 1 rewriters 450 4 normcomp
83021 SSD 3200000 4096 256 8 initial_writers 450 2 normcomp
83022 SSD 3200000 4096 256 8 rewriters 450 3 normcomp
83121 SSD 3200000 4096 256 16 initial_writers 450 1 gammacomp
83122 SSD 3200000 4096 256 16 rewriters 450 2 normcomp
83221 SSD 3200000 4096 256 24 initial_writers 450 1 weibullcomp
83222 SSD 3200000 4096 256 24 rewriters 450 2 lnormcomp
83321 SSD 3200000 4096 256 32 initial_writers 450 1 weibullcomp
83322 SSD 3200000 4096 256 32 rewriters 450 2 lnormcomp
83421 SSD 3200000 4096 256 40 initial_writers 450 1 weibullcomp
83422 SSD 3200000 4096 256 40 rewriters 450 2 lnormcomp
83521 SSD 3200000 4096 256 48 initial_writers 450 1 weibullcomp
83522 SSD 3200000 4096 256 48 rewriters 450 3 normcomp
83621 SSD 3200000 4096 256 56 initial_writers 450 1 weibullcomp
83622 SSD 3200000 4096 256 56 rewriters 450 2 normcomp
83721 SSD 3200000 4096 256 64 initial_writers 450 1 weibullcomp
83722 SSD 3200000 4096 256 64 rewriters 450 2 normcomp
83821 SSD 3200000 4096 512 1 initial_writers 450 4 normcomp
83822 SSD 3200000 4096 512 1 rewriters 450 4 lnormcomp
83921 SSD 3200000 4096 512 8 initial_writers 450 1 normcomp
83922 SSD 3200000 4096 512 8 rewriters 450 2 normcomp
84021 SSD 3200000 4096 512 16 initial_writers 450 3 lnormcomp
84022 SSD 3200000 4096 512 16 rewriters 450 3 lnormcomp
84121 SSD 3200000 4096 512 24 initial_writers 450 1 weibullcomp
84122 SSD 3200000 4096 512 24 rewriters 450 2 normcomp
84221 SSD 3200000 4096 512 32 initial_writers 450 2 lnormcomp
84222 SSD 3200000 4096 512 32 rewriters 450 2 normcomp
84321 SSD 3200000 4096 512 40 initial_writers 450 1 weibullcomp
84322 SSD 3200000 4096 512 40 rewriters 450 2 normcomp
84421 SSD 3200000 4096 512 48 initial_writers 450 1 weibullcomp
84422 SSD 3200000 4096 512 48 rewriters 450 2 normcomp
84521 SSD 3200000 4096 512 56 initial_writers 450 1 weibullcomp
84522 SSD 3200000 4096 512 56 rewriters 450 2 normcomp
84621 SSD 3200000 4096 512 64 initial_writers 450 2 normcomp
84622 SSD 3200000 4096 512 64 rewriters 450 2 normcomp
84721 SSD 3200000 4096 1024 1 initial_writers 450 3 normcomp
84722 SSD 3200000 4096 1024 1 rewriters 450 4 lnormcomp
84821 SSD 3200000 4096 1024 8 initial_writers 450 1 gammacomp
84822 SSD 3200000 4096 1024 8 rewriters 450 1 gammacomp
84921 SSD 3200000 4096 1024 16 initial_writers 450 1 weibullcomp
84922 SSD 3200000 4096 1024 16 rewriters 450 1 weibullcomp
85021 SSD 3200000 4096 1024 24 initial_writers 450 2 lnormcomp
85022 SSD 3200000 4096 1024 24 rewriters 450 1 gammacomp
85121 SSD 3200000 4096 1024 32 initial_writers 450 1 gammacomp
85122 SSD 3200000 4096 1024 32 rewriters 450 1 weibullcomp
85221 SSD 3200000 4096 1024 40 initial_writers 450 1 gammacomp
85222 SSD 3200000 4096 1024 40 rewriters 450 1 gammacomp
85321 SSD 3200000 4096 1024 48 initial_writers 450 1 gammacomp
85322 SSD 3200000 4096 1024 48 rewriters 450 1 weibullcomp
85421 SSD 3200000 4096 1024 56 initial_writers 450 2 normcomp
85422 SSD 3200000 4096 1024 56 rewriters 450 1 weibullcomp
85521 SSD 3200000 4096 1024 64 initial_writers 450 1 weibullcomp
85522 SSD 3200000 4096 1024 64 rewriters 450 1 weibullcomp
85621 SSD 3200000 4096 2048 1 initial_writers 450 2 lnormcomp
85622 SSD 3200000 4096 2048 1 rewriters 450 5 normcomp
85721 SSD 3200000 4096 2048 8 initial_writers 450 2 lnormcomp
85722 SSD 3200000 4096 2048 8 rewriters 450 1 weibullcomp
85821 SSD 3200000 4096 2048 16 initial_writers 450 2 normcomp
85822 SSD 3200000 4096 2048 16 rewriters 450 2 normcomp
85921 SSD 3200000 4096 2048 24 initial_writers 450 2 normcomp
85922 SSD 3200000 4096 2048 24 rewriters 450 2 normcomp
86021 SSD 3200000 4096 2048 32 initial_writers 450 1 weibullcomp
86022 SSD 3200000 4096 2048 32 rewriters 450 2 lnormcomp
86121 SSD 3200000 4096 2048 40 initial_writers 450 1 weibullcomp
86122 SSD 3200000 4096 2048 40 rewriters 450 1 gammacomp
86221 SSD 3200000 4096 2048 48 initial_writers 450 1 weibullcomp
86222 SSD 3200000 4096 2048 48 rewriters 450 1 gammacomp
86321 SSD 3200000 4096 2048 56 initial_writers 450 1 weibullcomp
86322 SSD 3200000 4096 2048 56 rewriters 450 1 gammacomp
86421 SSD 3200000 4096 2048 64 initial_writers 450 1 weibullcomp
86422 SSD 3200000 4096 2048 64 rewriters 450 1 gammacomp
86521 SSD 3200000 4096 4096 1 initial_writers 450 4 lnormcomp
86522 SSD 3200000 4096 4096 1 rewriters 450 5 lnormcomp
86621 SSD 3200000 4096 4096 8 initial_writers 450 2 lnormcomp
86622 SSD 3200000 4096 4096 8 rewriters 450 2 lnormcomp
86721 SSD 3200000 4096 4096 16 initial_writers 450 2 lnormcomp
86722 SSD 3200000 4096 4096 16 rewriters 450 2 lnormcomp
86821 SSD 3200000 4096 4096 24 initial_writers 450 4 normcomp
86822 SSD 3200000 4096 4096 24 rewriters 450 2 lnormcomp
86921 SSD 3200000 4096 4096 32 initial_writers 450 3 lnormcomp
86922 SSD 3200000 4096 4096 32 rewriters 450 2 lnormcomp
87021 SSD 3200000 4096 4096 40 initial_writers 450 3 normcomp
87022 SSD 3200000 4096 4096 40 rewriters 450 2 lnormcomp
87121 SSD 3200000 4096 4096 48 initial_writers 450 3 normcomp
87122 SSD 3200000 4096 4096 48 rewriters 450 2 normcomp
87221 SSD 3200000 4096 4096 56 initial_writers 450 3 lnormcomp
87222 SSD 3200000 4096 4096 56 rewriters 450 2 normcomp
87321 SSD 3200000 4096 4096 64 initial_writers 450 3 lnormcomp
87322 SSD 3200000 4096 4096 64 rewriters 450 1 lnormcomp
87421 SSD 3200000 8192 4 1 initial_writers 450 3 lnormcomp
87422 SSD 3200000 8192 4 1 rewriters 450 5 lnormcomp
87521 SSD 3200000 8192 4 8 initial_writers 450 2 lnormcomp
87522 SSD 3200000 8192 4 8 rewriters 450 1 lnormcomp
87621 SSD 3200000 8192 4 16 initial_writers 450 2 normcomp
87622 SSD 3200000 8192 4 16 rewriters 450 2 normcomp
87721 SSD 3200000 8192 4 24 initial_writers 450 2 normcomp
87722 SSD 3200000 8192 4 24 rewriters 450 1 normcomp
87821 SSD 3200000 8192 4 32 initial_writers 450 1 gammacomp
87822 SSD 3200000 8192 4 32 rewriters 450 2 normcomp
87921 SSD 3200000 8192 4 40 initial_writers 450 1 weibullcomp
87922 SSD 3200000 8192 4 40 rewriters 450 2 lnormcomp
87963 SSD 3200000 8192 4 48 initial_writers 450 1 weibullcomp
87964 SSD 3200000 8192 4 48 rewriters 450 2 lnormcomp
88063 SSD 3200000 8192 4 56 initial_writers 450 1 weibullcomp
88064 SSD 3200000 8192 4 56 rewriters 450 2 lnormcomp
88163 SSD 3200000 8192 4 64 initial_writers 450 1 weibullcomp
88164 SSD 3200000 8192 4 64 rewriters 450 2 normcomp
88263 SSD 3200000 8192 8 1 initial_writers 450 4 lnormcomp
88264 SSD 3200000 8192 8 1 rewriters 450 5 lnormcomp
88421 SSD 3200000 8192 8 8 initial_writers 450 2 normcomp
88422 SSD 3200000 8192 8 8 rewriters 450 2 lnormcomp
88521 SSD 3200000 8192 8 16 initial_writers 450 2 normcomp
88522 SSD 3200000 8192 8 16 rewriters 450 2 normcomp
88621 SSD 3200000 8192 8 24 initial_writers 450 2 lnormcomp
88622 SSD 3200000 8192 8 24 rewriters 450 1 gammacomp
88721 SSD 3200000 8192 8 32 initial_writers 450 2 lnormcomp
88722 SSD 3200000 8192 8 32 rewriters 450 2 lnormcomp
88821 SSD 3200000 8192 8 40 initial_writers 450 1 weibullcomp
88822 SSD 3200000 8192 8 40 rewriters 450 2 lnormcomp
88921 SSD 3200000 8192 8 48 initial_writers 450 1 weibullcomp
88922 SSD 3200000 8192 8 48 rewriters 450 2 normcomp
89021 SSD 3200000 8192 8 56 initial_writers 450 1 weibullcomp
89022 SSD 3200000 8192 8 56 rewriters 450 2 normcomp
89121 SSD 3200000 8192 8 64 initial_writers 450 1 weibullcomp
89122 SSD 3200000 8192 8 64 rewriters 450 2 normcomp
89221 SSD 3200000 8192 16 1 initial_writers 450 3 lnormcomp
89222 SSD 3200000 8192 16 1 rewriters 450 4 lnormcomp
89321 SSD 3200000 8192 16 8 initial_writers 450 2 normcomp
89322 SSD 3200000 8192 16 8 rewriters 450 1 lnormcomp
89421 SSD 3200000 8192 16 16 initial_writers 450 2 normcomp
89422 SSD 3200000 8192 16 16 rewriters 450 1 gammacomp
89521 SSD 3200000 8192 16 24 initial_writers 450 2 lnormcomp
89522 SSD 3200000 8192 16 24 rewriters 450 1 gammacomp
89621 SSD 3200000 8192 16 32 initial_writers 450 2 normcomp
89622 SSD 3200000 8192 16 32 rewriters 450 2 lnormcomp
89721 SSD 3200000 8192 16 40 initial_writers 450 1 gammacomp
89722 SSD 3200000 8192 16 40 rewriters 450 2 normcomp
89821 SSD 3200000 8192 16 48 initial_writers 450 1 gammacomp
89822 SSD 3200000 8192 16 48 rewriters 450 2 lnormcomp
89921 SSD 3200000 8192 16 56 initial_writers 450 1 weibullcomp
89922 SSD 3200000 8192 16 56 rewriters 450 2 normcomp
90021 SSD 3200000 8192 16 64 initial_writers 450 1 weibullcomp
90022 SSD 3200000 8192 16 64 rewriters 450 2 lnormcomp
90121 SSD 3200000 8192 32 1 initial_writers 450 3 lnormcomp
90122 SSD 3200000 8192 32 1 rewriters 450 5 lnormcomp
90221 SSD 3200000 8192 32 8 initial_writers 450 2 normcomp
90222 SSD 3200000 8192 32 8 rewriters 450 2 lnormcomp
90321 SSD 3200000 8192 32 16 initial_writers 450 1 weibullcomp
90322 SSD 3200000 8192 32 16 rewriters 450 1 weibullcomp
90421 SSD 3200000 8192 32 24 initial_writers 450 2 normcomp
90422 SSD 3200000 8192 32 24 rewriters 450 2 normcomp
90521 SSD 3200000 8192 32 32 initial_writers 450 1 gammacomp
90522 SSD 3200000 8192 32 32 rewriters 450 2 lnormcomp
90621 SSD 3200000 8192 32 40 initial_writers 450 1 weibullcomp
90622 SSD 3200000 8192 32 40 rewriters 450 2 lnormcomp
90721 SSD 3200000 8192 32 48 initial_writers 450 1 weibullcomp
90722 SSD 3200000 8192 32 48 rewriters 450 2 normcomp
90821 SSD 3200000 8192 32 56 initial_writers 450 1 weibullcomp
90822 SSD 3200000 8192 32 56 rewriters 450 2 lnormcomp
90921 SSD 3200000 8192 32 64 initial_writers 450 1 weibullcomp
90922 SSD 3200000 8192 32 64 rewriters 450 2 normcomp
91021 SSD 3200000 8192 64 1 initial_writers 450 3 lnormcomp
91022 SSD 3200000 8192 64 1 rewriters 450 5 lnormcomp
91121 SSD 3200000 8192 64 8 initial_writers 450 2 lnormcomp
91122 SSD 3200000 8192 64 8 rewriters 450 1 normcomp
91221 SSD 3200000 8192 64 16 initial_writers 450 2 normcomp
91222 SSD 3200000 8192 64 16 rewriters 450 1 weibullcomp
91321 SSD 3200000 8192 64 24 initial_writers 450 2 lnormcomp
91322 SSD 3200000 8192 64 24 rewriters 450 1 normcomp
91421 SSD 3200000 8192 64 32 initial_writers 450 2 normcomp
91422 SSD 3200000 8192 64 32 rewriters 450 2 lnormcomp
91521 SSD 3200000 8192 64 40 initial_writers 450 1 gammacomp
91522 SSD 3200000 8192 64 40 rewriters 450 2 lnormcomp
91621 SSD 3200000 8192 64 48 initial_writers 450 1 weibullcomp
91622 SSD 3200000 8192 64 48 rewriters 450 2 normcomp
91721 SSD 3200000 8192 64 56 initial_writers 450 1 weibullcomp
91722 SSD 3200000 8192 64 56 rewriters 450 2 lnormcomp
91821 SSD 3200000 8192 64 64 initial_writers 450 2 normcomp
91822 SSD 3200000 8192 64 64 rewriters 450 2 normcomp
91921 SSD 3200000 8192 128 1 initial_writers 450 3 normcomp
91922 SSD 3200000 8192 128 1 rewriters 450 5 lnormcomp
92021 SSD 3200000 8192 128 8 initial_writers 450 1 normcomp
92022 SSD 3200000 8192 128 8 rewriters 450 1 normcomp
92121 SSD 3200000 8192 128 16 initial_writers 450 2 normcomp
92122 SSD 3200000 8192 128 16 rewriters 450 1 weibullcomp
92221 SSD 3200000 8192 128 24 initial_writers 450 2 normcomp
92222 SSD 3200000 8192 128 24 rewriters 450 1 gammacomp
92321 SSD 3200000 8192 128 32 initial_writers 450 3 lnormcomp
92322 SSD 3200000 8192 128 32 rewriters 450 2 lnormcomp
92421 SSD 3200000 8192 128 40 initial_writers 450 1 gammacomp
92422 SSD 3200000 8192 128 40 rewriters 450 2 normcomp
92521 SSD 3200000 8192 128 48 initial_writers 450 1 weibullcomp
92522 SSD 3200000 8192 128 48 rewriters 450 2 normcomp
92621 SSD 3200000 8192 128 56 initial_writers 450 1 weibullcomp
92622 SSD 3200000 8192 128 56 rewriters 450 2 normcomp
92721 SSD 3200000 8192 128 64 initial_writers 450 2 normcomp
92722 SSD 3200000 8192 128 64 rewriters 450 2 lnormcomp
92821 SSD 3200000 8192 256 1 initial_writers 450 3 lnormcomp
92822 SSD 3200000 8192 256 1 rewriters 450 4 lnormcomp
92921 SSD 3200000 8192 256 8 initial_writers 450 1 gammacomp
92922 SSD 3200000 8192 256 8 rewriters 450 1 normcomp
93021 SSD 3200000 8192 256 16 initial_writers 450 1 weibullcomp
93022 SSD 3200000 8192 256 16 rewriters 450 1 weibullcomp
93121 SSD 3200000 8192 256 24 initial_writers 450 1 gammacomp
93122 SSD 3200000 8192 256 24 rewriters 450 1 gammacomp
93221 SSD 3200000 8192 256 32 initial_writers 450 1 gammacomp
93222 SSD 3200000 8192 256 32 rewriters 450 2 lnormcomp
93321 SSD 3200000 8192 256 40 initial_writers 450 1 weibullcomp
93322 SSD 3200000 8192 256 40 rewriters 450 2 normcomp
93421 SSD 3200000 8192 256 48 initial_writers 450 2 lnormcomp
93422 SSD 3200000 8192 256 48 rewriters 450 2 lnormcomp
93521 SSD 3200000 8192 256 56 initial_writers 450 1 gammacomp
93522 SSD 3200000 8192 256 56 rewriters 450 2 normcomp
93621 SSD 3200000 8192 256 64 initial_writers 450 1 weibullcomp
93622 SSD 3200000 8192 256 64 rewriters 450 2 lnormcomp
93721 SSD 3200000 8192 512 1 initial_writers 450 2 normcomp
93722 SSD 3200000 8192 512 1 rewriters 450 5 lnormcomp
93821 SSD 3200000 8192 512 8 initial_writers 450 1 gammacomp
93822 SSD 3200000 8192 512 8 rewriters 450 1 lnormcomp
93921 SSD 3200000 8192 512 16 initial_writers 450 4 lnormcomp
93922 SSD 3200000 8192 512 16 rewriters 450 1 weibullcomp
94021 SSD 3200000 8192 512 24 initial_writers 450 2 normcomp
94022 SSD 3200000 8192 512 24 rewriters 450 1 gammacomp
94121 SSD 3200000 8192 512 32 initial_writers 450 2 lnormcomp
94122 SSD 3200000 8192 512 32 rewriters 450 2 normcomp
94221 SSD 3200000 8192 512 40 initial_writers 450 1 lnormcomp
94222 SSD 3200000 8192 512 40 rewriters 450 2 normcomp
94321 SSD 3200000 8192 512 48 initial_writers 450 1 weibullcomp
94322 SSD 3200000 8192 512 48 rewriters 450 2 lnormcomp
94421 SSD 3200000 8192 512 56 initial_writers 450 1 weibullcomp
94422 SSD 3200000 8192 512 56 rewriters 450 2 normcomp
94521 SSD 3200000 8192 512 64 initial_writers 450 1 weibullcomp
94522 SSD 3200000 8192 512 64 rewriters 450 2 normcomp
94621 SSD 3200000 8192 1024 1 initial_writers 450 2 lnormcomp
94622 SSD 3200000 8192 1024 1 rewriters 450 3 lnormcomp
94721 SSD 3200000 8192 1024 8 initial_writers 450 4 normcomp
94722 SSD 3200000 8192 1024 8 rewriters 450 1 lnormcomp
94821 SSD 3200000 8192 1024 16 initial_writers 450 2 normcomp
94822 SSD 3200000 8192 1024 16 rewriters 450 1 gammacomp
94921 SSD 3200000 8192 1024 24 initial_writers 450 2 lnormcomp
94922 SSD 3200000 8192 1024 24 rewriters 450 1 normcomp
95021 SSD 3200000 8192 1024 32 initial_writers 450 1 gammacomp
95022 SSD 3200000 8192 1024 32 rewriters 450 1 gammacomp
95121 SSD 3200000 8192 1024 40 initial_writers 450 1 gammacomp
95122 SSD 3200000 8192 1024 40 rewriters 450 1 gammacomp
95221 SSD 3200000 8192 1024 48 initial_writers 450 1 gammacomp
95222 SSD 3200000 8192 1024 48 rewriters 450 1 gammacomp
95321 SSD 3200000 8192 1024 56 initial_writers 450 2 normcomp
95322 SSD 3200000 8192 1024 56 rewriters 450 1 gammacomp
95421 SSD 3200000 8192 1024 64 initial_writers 450 2 normcomp
95422 SSD 3200000 8192 1024 64 rewriters 450 1 gammacomp
95521 SSD 3200000 8192 2048 1 initial_writers 450 3 lnormcomp
95522 SSD 3200000 8192 2048 1 rewriters 450 5 normcomp
95621 SSD 3200000 8192 2048 8 initial_writers 450 1 gammacomp
95622 SSD 3200000 8192 2048 8 rewriters 450 1 gammacomp
95721 SSD 3200000 8192 2048 16 initial_writers 450 3 normcomp
95722 SSD 3200000 8192 2048 16 rewriters 450 1 gammacomp
95821 SSD 3200000 8192 2048 24 initial_writers 450 1 weibullcomp
95822 SSD 3200000 8192 2048 24 rewriters 450 1 gammacomp
95921 SSD 3200000 8192 2048 32 initial_writers 450 2 normcomp
95922 SSD 3200000 8192 2048 32 rewriters 450 1 gammacomp
96021 SSD 3200000 8192 2048 40 initial_writers 450 2 normcomp
96022 SSD 3200000 8192 2048 40 rewriters 450 1 gammacomp
96121 SSD 3200000 8192 2048 48 initial_writers 450 1 gammacomp
96122 SSD 3200000 8192 2048 48 rewriters 450 1 lnormcomp
96221 SSD 3200000 8192 2048 56 initial_writers 450 1 gammacomp
96222 SSD 3200000 8192 2048 56 rewriters 450 1 gammacomp
96321 SSD 3200000 8192 2048 64 initial_writers 450 1 lnormcomp
96322 SSD 3200000 8192 2048 64 rewriters 450 1 gammacomp
96421 SSD 3200000 8192 4096 1 initial_writers 450 2 lnormcomp
96422 SSD 3200000 8192 4096 1 rewriters 450 4 normcomp
96521 SSD 3200000 8192 4096 8 initial_writers 450 2 normcomp
96522 SSD 3200000 8192 4096 8 rewriters 450 2 normcomp
96621 SSD 3200000 8192 4096 16 initial_writers 450 2 normcomp
96622 SSD 3200000 8192 4096 16 rewriters 450 2 normcomp
96721 SSD 3200000 8192 4096 24 initial_writers 450 2 normcomp
96722 SSD 3200000 8192 4096 24 rewriters 450 2 lnormcomp
96821 SSD 3200000 8192 4096 32 initial_writers 450 2 lnormcomp
96822 SSD 3200000 8192 4096 32 rewriters 450 1 gammacomp
96921 SSD 3200000 8192 4096 40 initial_writers 450 1 weibullcomp
96922 SSD 3200000 8192 4096 40 rewriters 450 1 gammacomp
97021 SSD 3200000 8192 4096 48 initial_writers 450 2 lnormcomp
97022 SSD 3200000 8192 4096 48 rewriters 450 1 gammacomp
97121 SSD 3200000 8192 4096 56 initial_writers 450 2 weibullcomp
97122 SSD 3200000 8192 4096 56 rewriters 450 1 gammacomp
97221 SSD 3200000 8192 4096 64 initial_writers 450 1 lnormcomp
97222 SSD 3200000 8192 4096 64 rewriters 450 1 lnormcomp
97321 SSD 3200000 8192 8192 1 initial_writers 450 3 lnormcomp
97322 SSD 3200000 8192 8192 1 rewriters 450 4 lnormcomp
97421 SSD 3200000 8192 8192 8 initial_writers 450 3 lnormcomp
97422 SSD 3200000 8192 8192 8 rewriters 450 3 lnormcomp
97521 SSD 3200000 8192 8192 16 initial_writers 450 4 normcomp
97522 SSD 3200000 8192 8192 16 rewriters 450 2 lnormcomp
97621 SSD 3200000 8192 8192 24 initial_writers 450 2 weibullcomp
97622 SSD 3200000 8192 8192 24 rewriters 450 4 normcomp
97721 SSD 3200000 8192 8192 32 initial_writers 450 3 normcomp
97722 SSD 3200000 8192 8192 32 rewriters 450 3 lnormcomp
97821 SSD 3200000 8192 8192 40 initial_writers 450 2 weibullcomp
97822 SSD 3200000 8192 8192 40 rewriters 450 3 normcomp
97921 SSD 3200000 8192 8192 48 initial_writers 450 4 normcomp
97922 SSD 3200000 8192 8192 48 rewriters 450 4 normcomp
98021 SSD 3200000 8192 8192 56 initial_writers 450 4 normcomp
98022 SSD 3200000 8192 8192 56 rewriters 450 3 normcomp
98121 SSD 3200000 8192 8192 64 initial_writers 450 3 normcomp
98122 SSD 3200000 8192 8192 64 rewriters 450 3 lnormcomp
98221 SSD 3200000 16384 4 1 initial_writers 450 2 lnormcomp
98222 SSD 3200000 16384 4 1 rewriters 450 5 lnormcomp
98321 SSD 3200000 16384 4 8 initial_writers 450 2 lnormcomp
98322 SSD 3200000 16384 4 8 rewriters 450 1 gammacomp
98421 SSD 3200000 16384 4 16 initial_writers 450 2 normcomp
98422 SSD 3200000 16384 4 16 rewriters 450 1 weibullcomp
98521 SSD 3200000 16384 4 24 initial_writers 450 2 normcomp
98522 SSD 3200000 16384 4 24 rewriters 450 1 gammacomp
98621 SSD 3200000 16384 4 32 initial_writers 450 2 normcomp
98622 SSD 3200000 16384 4 32 rewriters 450 1 normcomp
98721 SSD 3200000 16384 4 40 initial_writers 450 2 normcomp
98722 SSD 3200000 16384 4 40 rewriters 450 2 lnormcomp
98821 SSD 3200000 16384 4 48 initial_writers 450 1 gammacomp
98822 SSD 3200000 16384 4 48 rewriters 450 2 lnormcomp
98921 SSD 3200000 16384 4 56 initial_writers 450 1 weibullcomp
98922 SSD 3200000 16384 4 56 rewriters 450 2 lnormcomp
99021 SSD 3200000 16384 4 64 initial_writers 450 1 weibullcomp
99022 SSD 3200000 16384 4 64 rewriters 450 2 lnormcomp
99121 SSD 3200000 16384 8 1 initial_writers 450 2 normcomp
99122 SSD 3200000 16384 8 1 rewriters 450 5 normcomp
99221 SSD 3200000 16384 8 8 initial_writers 450 2 lnormcomp
99222 SSD 3200000 16384 8 8 rewriters 450 1 normcomp
99321 SSD 3200000 16384 8 16 initial_writers 450 2 normcomp
99322 SSD 3200000 16384 8 16 rewriters 450 1 weibullcomp
99421 SSD 3200000 16384 8 24 initial_writers 450 2 normcomp
99422 SSD 3200000 16384 8 24 rewriters 450 1 gammacomp
99521 SSD 3200000 16384 8 32 initial_writers 450 2 lnormcomp
99522 SSD 3200000 16384 8 32 rewriters 450 1 normcomp
99621 SSD 3200000 16384 8 40 initial_writers 450 2 normcomp
99622 SSD 3200000 16384 8 40 rewriters 450 1 lnormcomp
99721 SSD 3200000 16384 8 48 initial_writers 450 1 gammacomp
99722 SSD 3200000 16384 8 48 rewriters 450 2 lnormcomp
99821 SSD 3200000 16384 8 56 initial_writers 450 1 weibullcomp
99822 SSD 3200000 16384 8 56 rewriters 450 2 lnormcomp
99921 SSD 3200000 16384 8 64 initial_writers 450 1 gammacomp
99922 SSD 3200000 16384 8 64 rewriters 450 2 lnormcomp
100021 SSD 3200000 16384 16 1 initial_writers 450 3 normcomp
100022 SSD 3200000 16384 16 1 rewriters 450 5 normcomp
100121 SSD 3200000 16384 16 8 initial_writers 450 2 lnormcomp
100122 SSD 3200000 16384 16 8 rewriters 450 1 normcomp
100221 SSD 3200000 16384 16 16 initial_writers 450 2 normcomp
100222 SSD 3200000 16384 16 16 rewriters 450 1 weibullcomp
100321 SSD 3200000 16384 16 24 initial_writers 450 2 normcomp
100322 SSD 3200000 16384 16 24 rewriters 450 1 gammacomp
100421 SSD 3200000 16384 16 32 initial_writers 450 2 lnormcomp
100422 SSD 3200000 16384 16 32 rewriters 450 1 normcomp
100521 SSD 3200000 16384 16 40 initial_writers 450 2 normcomp
100522 SSD 3200000 16384 16 40 rewriters 450 2 lnormcomp
100621 SSD 3200000 16384 16 48 initial_writers 450 1 gammacomp
100622 SSD 3200000 16384 16 48 rewriters 450 2 normcomp
100721 SSD 3200000 16384 16 56 initial_writers 450 1 weibullcomp
100722 SSD 3200000 16384 16 56 rewriters 450 2 lnormcomp
100821 SSD 3200000 16384 16 64 initial_writers 450 1 weibullcomp
100822 SSD 3200000 16384 16 64 rewriters 450 2 lnormcomp
100921 SSD 3200000 16384 32 1 initial_writers 450 2 normcomp
100922 SSD 3200000 16384 32 1 rewriters 450 5 normcomp
101021 SSD 3200000 16384 32 8 initial_writers 450 1 gammacomp
101022 SSD 3200000 16384 32 8 rewriters 450 1 gammacomp
101121 SSD 3200000 16384 32 16 initial_writers 450 2 normcomp
101122 SSD 3200000 16384 32 16 rewriters 450 1 weibullcomp
