Test Name,N,Trial,Equispaced,PMQSI fit,PCHIP fit,PMQSI eval,PCHIP eval
large_tangent,8,0,True,0.00017595291137695312,0.00037407875061035156,7.081031799316407e-07,7.343292236328125e-07
large_tangent,8,0,False,0.00011587142944335938,0.0003757476806640625,6.222724914550781e-07,3.814697265625e-07
large_tangent,8,1,True,0.00011014938354492188,0.0004589557647705078,1.0395050048828126e-06,4.029273986816406e-07
large_tangent,8,1,False,0.00010395050048828125,0.00029397010803222656,5.91278076171875e-07,3.0994415283203126e-07
large_tangent,8,2,True,9.202957153320312e-05,0.00028324127197265625,5.793571472167969e-07,2.884864807128906e-07
large_tangent,8,2,False,9.226799011230469e-05,0.0002830028533935547,5.674362182617187e-07,2.789497375488281e-07
large_tangent,8,3,True,9.202957153320312e-05,0.0002880096435546875,5.888938903808594e-07,3.0994415283203126e-07
large_tangent,8,3,False,9.298324584960938e-05,0.00028395652770996094,6.008148193359375e-07,2.884864807128906e-07
large_tangent,8,4,True,9.298324584960938e-05,0.00028324127197265625,5.817413330078125e-07,2.980232238769531e-07
large_tangent,8,4,False,9.512901306152344e-05,0.000286102294921875,5.793571472167969e-07,3.5047531127929687e-07
large_tangent,8,5,True,9.298324584960938e-05,0.000286102294921875,5.698204040527344e-07,2.8133392333984374e-07
large_tangent,8,5,False,9.298324584960938e-05,0.00048422813415527344,5.817413330078125e-07,3.790855407714844e-07
large_tangent,8,6,True,9.989738464355469e-05,0.0008349418640136719,1.4996528625488281e-06,7.128715515136719e-07
large_tangent,8,6,False,0.00020503997802734375,0.0006170272827148438,1.1181831359863282e-06,6.198883056640625e-07
large_tangent,8,7,True,0.0001690387725830078,0.00041604042053222656,1.1587142944335938e-06,4.601478576660156e-07
large_tangent,8,7,False,0.00012803077697753906,0.0003669261932373047,7.486343383789063e-07,3.8862228393554685e-07
large_tangent,8,8,True,0.00011920928955078125,0.0003299713134765625,6.985664367675782e-07,3.0994415283203126e-07
large_tangent,8,8,False,0.00010895729064941406,0.00031185150146484375,6.413459777832031e-07,3.4093856811523436e-07
large_tangent,8,9,True,0.00011491775512695312,0.00030732154846191406,6.222724914550781e-07,3.3140182495117185e-07
large_tangent,8,9,False,0.0001010894775390625,0.00030684471130371094,6.198883056640625e-07,3.1948089599609377e-07
