Policy,Max Steps,Min Changes,Max Changes,Avg Changes,L2
Fixed Step,128,1,4,1.7142857142857142,52.394739958250405
Fixed Step,128,1,1,1.0,0.000954457580448856
Fixed Step,128,1,1,1.0,0.17105786815859853
Fixed Step,128,1,1,1.0,0.006676433845588728
Fixed Step,128,1,1,1.0,0.0005478324872663105
Fixed Step,128,1,2,1.1111111111111112,1.5611975946619108
Fixed Step,256,1,33,10.142857142857142,0.015366879710131535
Fixed Step,256,1,1,1.0,0.00413272385639558
Fixed Step,256,1,1,1.0,187.52157311201333
Fixed Step,256,1,1,1.0,2.0479170643057127
Fixed Step,256,1,1,1.0,0.4179815613632476
Fixed Step,256,1,1,1.0,0.6741389580899022
Fixed Step,256,1,1,1.0,0.13528131539327828
Fixed Step,256,1,1,1.0,0.25107741783164356
Fixed Step,256,1,5,1.4444444444444444,3.714685934135949
Fixed Step,256,1,28,7.0,0.1038681566808422
Fixed Step,256,1,1,1.0,0.0027753098547972266
Fixed Step,256,1,91,14.0,0.012860587323645263
Fixed Step,256,1,4,1.5,0.009405588736167285
Fixed Step,256,1,1,1.0,0.011238967022326112
Fixed Step,256,1,6,2.4285714285714284,52.395486483121175
Fixed Step,256,1,1,1.0,0.000954457580448856
Fixed Step,256,1,1,1.0,0.17105786815859853
Fixed Step,256,1,1,1.0,0.006676433845588728
Fixed Step,256,1,1,1.0,0.0005478324872663105
Fixed Step,256,1,2,1.1111111111111112,1.561178510633504
Fixed Step,512,1,64,19.0,0.015355472408500142
Fixed Step,512,1,1,1.0,0.00413272385639558
Fixed Step,512,1,1,1.0,187.52157311201333
Fixed Step,512,1,1,1.0,2.0479170643057127
Fixed Step,512,1,1,1.0,0.4179815613632476
Fixed Step,512,1,1,1.0,0.6741389580899022
Fixed Step,512,1,1,1.0,0.13528131539327828
Fixed Step,512,1,1,1.0,0.25107741783164356
Fixed Step,512,1,7,1.6666666666666667,3.714685934135949
Fixed Step,512,1,55,12.88888888888889,0.10386818021424683
Fixed Step,512,1,1,1.0,0.0027753098547972266
Fixed Step,512,1,180,26.714285714285715,0.012839628677912744
Fixed Step,512,1,5,1.6666666666666667,0.009405588736167285
Fixed Step,512,1,1,1.0,0.011238967022326112
Fixed Step,512,1,11,3.7142857142857144,52.403395624080105
Fixed Step,512,1,1,1.0,0.000954457580448856
Fixed Step,512,1,1,1.0,0.17105786815859853
Fixed Step,512,1,1,1.0,0.006676433845588728
Fixed Step,512,1,1,1.0,0.0005478324872663105
Fixed Step,512,1,2,1.1111111111111112,1.5611690004033079
Fixed Step,1024,1,126,36.714285714285715,0.015349771013185846
Fixed Step,1024,1,1,1.0,0.00413272385639558
Fixed Step,1024,1,1,1.0,187.52157311201333
Fixed Step,1024,1,1,1.0,2.0479170643057127
Fixed Step,1024,1,1,1.0,0.4179815613632476
Fixed Step,1024,1,1,1.0,0.6741389580899022
Fixed Step,1024,1,1,1.0,0.13528131539327828
Fixed Step,1024,1,1,1.0,0.25107741783164356
Fixed Step,1024,1,12,2.2222222222222223,3.714685934135949
Fixed Step,1024,1,108,24.77777777777778,0.1038681754844521
Fixed Step,1024,1,1,1.0,0.0027753098547972266
Fixed Step,1024,1,357,52.0,0.012829170186888804
Fixed Step,1024,1,8,2.1666666666666665,0.009405588736167285
Fixed Step,1024,1,1,1.0,0.011238967022326112
Fixed Step,1024,1,19,6.0,52.40676559054934
Fixed Step,1024,1,1,1.0,0.000954457580448856
Fixed Step,1024,1,1,1.0,0.17105786815859853
Fixed Step,1024,1,1,1.0,0.006676433845588728
Fixed Step,1024,1,1,1.0,0.0005478324872663105
Fixed Step,1024,1,2,1.1111111111111112,1.5611642532342116
