Policy,Max Steps,Adaptive,Min Changes,Max Changes,Avg Changes,L2
Fixed Step,1000,0.001,1,1,1.0,0.01869429575659242
Fixed Step,1000,0.001,1,1,1.0,0.4983676786849713
Fixed Step,1000,0.001,1,287,33.888888888888886,148.90692778096036
Fixed Step,1000,0.001,1,1,1.0,51.51276921534757
Fixed Step,1000,0.001,1,1,1.0,0.9835520926231305
